content,主题概率,主题类型,情感类型,情感得分
release sequence worldwide vaccine development ,"[(0, 0.027802322), (1, 0.027788933), (2, 0.6616941), (3, 0.027828338), (4, 0.028113525), (5, 0.2267728)]",2,POSITIVE,0.9287043213844299
religious extremist ,"[(0, 0.0555711), (1, 0.05557103), (2, 0.055629592), (3, 0.05557119), (4, 0.72133553), (5, 0.05632155)]",4,NEGATIVE,0.9890978336334229
remember ,"[(0, 0.08345754), (1, 0.083444394), (2, 0.083806984), (3, 0.0847968), (4, 0.08333742), (5, 0.58115685)]",5,POSITIVE,0.9982233643531799
remember childhood ,"[(0, 0.055594824), (1, 0.05559114), (2, 0.05569062), (3, 0.055928953), (4, 0.055591032), (5, 0.7216034)]",5,POSITIVE,0.9976769089698792
remember galwan ,"[(0, 0.05559817), (1, 0.055628046), (2, 0.055744417), (3, 0.055997167), (4, 0.055569712), (5, 0.7214625)]",5,POSITIVE,0.9945932030677795
remember tawang send video minute ching pong chinese army ,"[(0, 0.016835144), (1, 0.016705358), (2, 0.17948075), (3, 0.7533769), (4, 0.01688098), (5, 0.016720882)]",3,NEGATIVE,0.9780350923538208
remember time charge ,"[(0, 0.041711595), (1, 0.041728955), (2, 0.041806627), (3, 0.7911967), (4, 0.04169408), (5, 0.04186203)]",3,POSITIVE,0.9971755743026733
reminds ,"[(0, 0.083363), (1, 0.08336283), (2, 0.08336242), (3, 0.083363295), (4, 0.083362296), (5, 0.5831862)]",5,POSITIVE,0.9989750385284424
remove stone mind ,"[(0, 0.29109645), (1, 0.041679405), (2, 0.54207253), (3, 0.041679516), (4, 0.04179242), (5, 0.04167964)]",2,NEGATIVE,0.9025593996047974
repetitive task ,"[(0, 0.055571087), (1, 0.055571016), (2, 0.05557084), (3, 0.055571195), (4, 0.05557078), (5, 0.7221451)]",5,NEGATIVE,0.9996947050094604
reply ,"[(0, 0.5833012), (1, 0.08333974), (2, 0.083339676), (3, 0.083339855), (4, 0.08333965), (5, 0.083339885)]",0,POSITIVE,0.9834317564964294
report ,"[(0, 0.08333921), (1, 0.08333919), (2, 0.58266085), (3, 0.08393749), (4, 0.083383895), (5, 0.083339326)]",2,NEGATIVE,0.7697139978408813
report camp ,"[(0, 0.055590857), (1, 0.05558888), (2, 0.44577977), (3, 0.055912446), (4, 0.05573412), (5, 0.33139393)]",2,NEGATIVE,0.9950363039970398
report dirty chinese ,"[(0, 0.041809715), (1, 0.45769733), (2, 0.37464425), (3, 0.042147044), (4, 0.04196519), (5, 0.04173646)]",1,NEGATIVE,0.9986642599105835
report sumber covid ,"[(0, 0.04167823), (1, 0.041673377), (2, 0.04207992), (3, 0.79107577), (4, 0.041788585), (5, 0.041704122)]",3,NEUTRAL,0.539680540561676
resemblance ,"[(0, 0.08336301), (1, 0.08336284), (2, 0.08336243), (3, 0.0833633), (4, 0.0833623), (5, 0.58318615)]",5,POSITIVE,0.9972677230834961
reserve terrorist ,"[(0, 0.055565823), (1, 0.05556578), (2, 0.05567174), (3, 0.72206503), (4, 0.055565625), (5, 0.055566017)]",3,NEGATIVE,0.9949413537979126
resist catty wheat walk mile mountain road change shoulder ,"[(0, 0.7553282), (1, 0.016691042), (2, 0.01670255), (3, 0.17789741), (4, 0.016680753), (5, 0.016700046)]",0,NEGATIVE,0.9795767068862915
reske ,"[(0, 0.083363004), (1, 0.08336284), (2, 0.08336243), (3, 0.0833633), (4, 0.0833623), (5, 0.58318615)]",5,POSITIVE,0.9793643355369568
resolve idiotic issue india poke nose mooron ,"[(0, 0.020905351), (1, 0.020844646), (2, 0.020859443), (3, 0.02088483), (4, 0.0208422), (5, 0.89566356)]",5,NEGATIVE,0.9988173842430115
resource ,"[(0, 0.083344914), (1, 0.083344854), (2, 0.08334473), (3, 0.08334499), (4, 0.5832754), (5, 0.083345115)]",4,POSITIVE,0.9995059967041016
respect ,"[(0, 0.08378905), (1, 0.08381468), (2, 0.084250666), (3, 0.5805074), (4, 0.084047005), (5, 0.08359118)]",3,POSITIVE,0.9997342228889465
respect animal ssss ,"[(0, 0.041814666), (1, 0.042071715), (2, 0.041923996), (3, 0.04200455), (4, 0.79039896), (5, 0.041786097)]",4,POSITIVE,0.9956550598144531
respect care china deserve parent happy treat person insult ,"[(0, 0.016807916), (1, 0.016806474), (2, 0.6960979), (3, 0.016759906), (4, 0.23679516), (5, 0.016732669)]",2,NEGATIVE,0.982914388179779
respect china quality ,"[(0, 0.041884918), (1, 0.04183367), (2, 0.042226806), (3, 0.04200798), (4, 0.79030347), (5, 0.041743156)]",4,POSITIVE,0.9996556043624878
respect news indonesia dont people dupe ,"[(0, 0.87998813), (1, 0.024059227), (2, 0.023992253), (3, 0.023997027), (4, 0.024008889), (5, 0.023954472)]",0,POSITIVE,0.9950329065322876
respect people rotten animal disgusting cruel conscience ,"[(0, 0.020940145), (1, 0.8952831), (2, 0.020920983), (3, 0.021028986), (4, 0.020945925), (5, 0.020880828)]",1,NEGATIVE,0.9829421043395996
respectfully leader ,"[(0, 0.72201824), (1, 0.055680145), (2, 0.05558139), (3, 0.05557832), (4, 0.05557414), (5, 0.055567797)]",0,POSITIVE,0.9994589686393738
rest peace ,"[(0, 0.72098327), (1, 0.05555906), (2, 0.055747107), (3, 0.0560111), (4, 0.05614036), (5, 0.05555914)]",0,POSITIVE,0.9966206550598145
rest spread corona virus ,"[(0, 0.033709344), (1, 0.033398204), (2, 0.03347806), (3, 0.033683512), (4, 0.83237356), (5, 0.033357292)]",4,NEGATIVE,0.9914368987083435
rest suffer china ,"[(0, 0.04223184), (1, 0.041736335), (2, 0.042297196), (3, 0.45865026), (4, 0.3733892), (5, 0.041695185)]",3,NEGATIVE,0.9994792342185974
rest taiwan japan thailand australia philippine pretty country border south china ally accurate happen tiananmen squate ,"[(1, 0.22103779), (2, 0.7392318), (5, 0.010109888)]",2,POSITIVE,0.9005969762802124
restart ,"[(0, 0.08336302), (1, 0.083362855), (2, 0.08336244), (3, 0.08336331), (4, 0.08336231), (5, 0.5831861)]",5,POSITIVE,0.985398530960083
restore country ,"[(0, 0.05566609), (1, 0.055696182), (2, 0.055951416), (3, 0.05565454), (4, 0.7214493), (5, 0.055582482)]",4,POSITIVE,0.9995027780532837
restuarant spread nonsense virus kitchen ,"[(0, 0.26633173), (1, 0.3371888), (2, 0.027828194), (3, 0.02786579), (4, 0.31296736), (5, 0.027818074)]",1,NEGATIVE,0.9973104000091553
result ,"[(0, 0.08344961), (1, 0.08333836), (2, 0.083457395), (3, 0.08364215), (4, 0.08333829), (5, 0.5827742)]",5,POSITIVE,0.9979022741317749
retreat step true quality hero ,"[(0, 0.027972363), (1, 0.027911086), (2, 0.027852107), (3, 0.02780319), (4, 0.86067796), (5, 0.027783308)]",4,POSITIVE,0.9846875071525574
return safely ,"[(0, 0.055567235), (1, 0.0555887), (2, 0.055655383), (3, 0.72182053), (4, 0.055800695), (5, 0.05556745)]",3,POSITIVE,0.9997498393058777
return steal land ,"[(0, 0.04180737), (1, 0.04176137), (2, 0.041857842), (3, 0.042064536), (4, 0.7907839), (5, 0.041724995)]",4,NEGATIVE,0.6588833928108215
revival power ,"[(0, 0.055735588), (1, 0.05557313), (2, 0.72197145), (3, 0.055573348), (4, 0.055572852), (5, 0.05557358)]",2,POSITIVE,0.9998306035995483
reward ,"[(0, 0.08334589), (1, 0.08334562), (2, 0.5832714), (3, 0.08334576), (4, 0.083345436), (5, 0.0833459)]",2,POSITIVE,0.9998641014099121
rice ,"[(0, 0.083337516), (1, 0.5832279), (2, 0.08342202), (3, 0.08333754), (4, 0.083337426), (5, 0.08333758)]",1,POSITIVE,0.7043150663375854
rice duck dear ,"[(0, 0.043016225), (1, 0.7892976), (2, 0.04171794), (3, 0.04196036), (4, 0.042293042), (5, 0.04171487)]",1,NEGATIVE,0.9081534743309021
rice duckling farm chinese characteristic delicious ,"[(0, 0.20139305), (1, 0.5360115), (2, 0.024122698), (3, 0.023875132), (4, 0.19076301), (5, 0.023834601)]",1,POSITIVE,0.9996654987335205
rice patty ,"[(0, 0.055568755), (1, 0.722133), (2, 0.05559189), (3, 0.05556885), (4, 0.055568494), (5, 0.055569015)]",1,NEGATIVE,0.8482083082199097
rich honor flower ,"[(0, 0.041739397), (1, 0.7909937), (2, 0.041784123), (3, 0.04200074), (4, 0.041810226), (5, 0.041671883)]",1,POSITIVE,0.9998795986175537
rich poor create ,"[(0, 0.04181308), (1, 0.04193962), (2, 0.04238184), (3, 0.04195064), (4, 0.79016805), (5, 0.041746747)]",4,NEGATIVE,0.992803156375885
ride horse ,"[(0, 0.7221163), (1, 0.055589125), (2, 0.055561926), (3, 0.055562064), (4, 0.0555619), (5, 0.05560869)]",0,POSITIVE,0.9969793558120728
ridiculous ,"[(0, 0.08334023), (1, 0.083340414), (2, 0.083340116), (3, 0.08334027), (4, 0.5832986), (5, 0.083340354)]",4,NEGATIVE,0.9996989965438843
ridiculous country suffer people u…since communicate peacefully pray cheer ,"[(0, 0.016725756), (1, 0.016700976), (2, 0.016715512), (3, 0.016735593), (4, 0.9164438), (5, 0.016678367)]",4,NEGATIVE,0.9975960850715637
ridiculous mobile phone screen size ,"[(0, 0.027916761), (1, 0.65791965), (2, 0.027801296), (3, 0.027788874), (4, 0.2306137), (5, 0.027959751)]",1,NEGATIVE,0.9995046854019165
rise ,"[(0, 0.083337575), (1, 0.58312494), (2, 0.083463125), (3, 0.083337605), (4, 0.083399095), (5, 0.08333766)]",1,POSITIVE,0.9996768236160278
rise beautiful ,"[(0, 0.055955958), (1, 0.7215874), (2, 0.055671185), (3, 0.055580672), (4, 0.055587366), (5, 0.05561742)]",1,POSITIVE,0.999876856803894
risky ,"[(0, 0.083363), (1, 0.08336283), (2, 0.08336242), (3, 0.083363295), (4, 0.083362296), (5, 0.58318615)]",5,NEGATIVE,0.9978309273719788
roads xi'an ,"[(0, 0.05633402), (1, 0.05564046), (2, 0.38879994), (3, 0.38808686), (4, 0.055569127), (5, 0.055569604)]",2,POSITIVE,0.8088797330856323
roam internet freely ,"[(0, 0.041684218), (1, 0.04201734), (2, 0.04175883), (3, 0.04174616), (4, 0.7911089), (5, 0.04168457)]",4,POSITIVE,0.9938706159591675
rocket ,"[(0, 0.08333684), (1, 0.083336815), (2, 0.08333678), (3, 0.08333684), (4, 0.58331585), (5, 0.08333688)]",4,POSITIVE,0.9977967739105225
rocket experience freaking nerd ,"[(0, 0.033397213), (1, 0.03335477), (2, 0.3408515), (3, 0.0334352), (4, 0.52560604), (5, 0.033355262)]",4,NEGATIVE,0.7126479744911194
rocket piece hurl shame chinese government anxiety people earth negligence china isolate behave civilized country ,"[(0, 0.115934126), (1, 0.37772742), (2, 0.0105027715), (3, 0.010455175), (4, 0.4749085), (5, 0.010472019)]",4,NEGATIVE,0.9907472133636475
rocket send space crash turkey kill ,"[(0, 0.27465397), (1, 0.023957623), (2, 0.023944538), (3, 0.02390104), (4, 0.6295294), (5, 0.024013406)]",4,NEGATIVE,0.9992749094963074
rocket trouble ,"[(0, 0.055560574), (1, 0.055560544), (2, 0.05646681), (3, 0.0555606), (4, 0.7212908), (5, 0.05556065)]",4,NEGATIVE,0.999396562576294
rong sheng ,"[(0, 0.055571087), (1, 0.055571016), (2, 0.05557084), (3, 0.055571195), (4, 0.05557078), (5, 0.7221451)]",5,NEUTRAL,0.5777075886726379
rooftop ,"[(0, 0.083363), (1, 0.08336283), (2, 0.08336242), (3, 0.083363295), (4, 0.083362296), (5, 0.5831862)]",5,POSITIVE,0.9947198629379272
route ,"[(0, 0.083363), (1, 0.08336283), (2, 0.08336242), (3, 0.083363295), (4, 0.083362296), (5, 0.5831862)]",5,POSITIVE,0.9824060201644897
ruarua hahaha ,"[(0, 0.05565167), (1, 0.05561374), (2, 0.05562473), (3, 0.055575825), (4, 0.721958), (5, 0.055576086)]",4,NEGATIVE,0.9733306169509888
rubbish ,"[(0, 0.08336737), (1, 0.08333921), (2, 0.083605364), (3, 0.582421), (4, 0.083927654), (5, 0.08333938)]",3,NEGATIVE,0.9997988343238831
rubbish comment ,"[(0, 0.05562221), (1, 0.055791788), (2, 0.055940073), (3, 0.41525787), (4, 0.05624287), (5, 0.36114523)]",3,NEGATIVE,0.9997138381004333
rubbish comment chinese grandfather strong forever ,"[(0, 0.023889465), (1, 0.023993012), (2, 0.87989277), (3, 0.024138438), (4, 0.024058204), (5, 0.024028102)]",2,NEGATIVE,0.9988501071929932
rubbish comment guess ,"[(0, 0.041711744), (1, 0.041798215), (2, 0.041870568), (3, 0.042130113), (4, 0.79029715), (5, 0.042192183)]",4,NEGATIVE,0.9995866417884827
rubbish talk nonsense ,"[(0, 0.04192623), (1, 0.45034885), (2, 0.041969612), (3, 0.38197112), (4, 0.04208422), (5, 0.04169995)]",1,NEGATIVE,0.9997171759605408
rudeness ,"[(0, 0.083363), (1, 0.08336283), (2, 0.08336242), (3, 0.083363295), (4, 0.083362296), (5, 0.5831862)]",5,NEGATIVE,0.9996525049209595
russia international troop belarus uzbekistan iran participate peace ,"[(0, 0.01863021), (1, 0.018534927), (2, 0.01861098), (3, 0.018566214), (4, 0.25485536), (5, 0.67080235)]",5,POSITIVE,0.9979897737503052
russia peaceful american outcome italian north china i'am invade democracy legitimately elect ukrainian people scenario russian chinese european decide remote control government shit korea specialize side comment english language speak ,"[(1, 0.08377771), (2, 0.8210086), (4, 0.078475066)]",2,NEGATIVE,0.8244385719299316
sabie ,"[(0, 0.08336301), (1, 0.08336284), (2, 0.08336243), (3, 0.0833633), (4, 0.0833623), (5, 0.58318615)]",5,POSITIVE,0.9753355979919434
sacrifice ,"[(0, 0.083363), (1, 0.08336283), (2, 0.08336242), (3, 0.083363295), (4, 0.083362296), (5, 0.5831862)]",5,NEGATIVE,0.9986867308616638
safe ,"[(0, 0.08333651), (1, 0.0833365), (2, 0.08336243), (3, 0.58329153), (4, 0.08333645), (5, 0.08333657)]",3,POSITIVE,0.999782383441925
saiyad assalamualykum ,"[(0, 0.055571087), (1, 0.055571016), (2, 0.05557084), (3, 0.055571195), (4, 0.05557078), (5, 0.7221451)]",5,NEGATIVE,0.7660859823226929
salaj huval bowie gagadi jojo joey apple juice ,"[(0, 0.15601654), (1, 0.1517937), (2, 0.018540626), (3, 0.6365718), (4, 0.018538365), (5, 0.018539)]",3,NEGATIVE,0.9026679396629333
sale iran ,"[(0, 0.05557238), (1, 0.055593587), (2, 0.05555837), (3, 0.05555843), (4, 0.055727072), (5, 0.72199017)]",5,POSITIVE,0.8561056852340698
salute hero ,"[(0, 0.7220314), (1, 0.05556191), (2, 0.055561837), (3, 0.05556199), (4, 0.055720747), (5, 0.055562064)]",0,POSITIVE,0.9995482563972473
salute heroesonly chinese people understand china nonmy family heart ,"[(0, 0.91611767), (1, 0.016820645), (2, 0.016751807), (3, 0.016766835), (4, 0.016819123), (5, 0.016723866)]",0,POSITIVE,0.999211311340332
sand sculpture country~~ ,"[(0, 0.79158276), (1, 0.0416797), (2, 0.041679565), (3, 0.041679844), (4, 0.041698128), (5, 0.041679986)]",0,POSITIVE,0.9890329837799072
sanitize mouth touch free corona ,"[(0, 0.8596463), (1, 0.027992332), (2, 0.028205397), (3, 0.028079277), (4, 0.02826434), (5, 0.027812352)]",0,NEGATIVE,0.9178197383880615
sanitizer ,"[(0, 0.08336301), (1, 0.08336284), (2, 0.08336243), (3, 0.0833633), (4, 0.0833623), (5, 0.58318615)]",5,NEGATIVE,0.9920572638511658
saroji india greets ,"[(0, 0.041877307), (1, 0.04171312), (2, 0.04174839), (3, 0.04173675), (4, 0.041674342), (5, 0.7912501)]",5,POSITIVE,0.9994269609451294
sarvesh kumar yadav ,"[(0, 0.04167773), (1, 0.04167768), (2, 0.041677564), (3, 0.0416778), (4, 0.041677527), (5, 0.79161173)]",5,POSITIVE,0.9912715554237366
satisfy mouth basic food trouble stopeatinganythingthatmoves ,"[(0, 0.023865864), (1, 0.023857102), (2, 0.6264406), (3, 0.27814782), (4, 0.0238698), (5, 0.023818769)]",2,NEGATIVE,0.9771021008491516
save brain worthless debate ,"[(0, 0.033360444), (1, 0.0334213), (2, 0.033442557), (3, 0.03345262), (4, 0.033397797), (5, 0.8329253)]",5,NEGATIVE,0.9996719360351562
save people inocent ignorant chinese.om shanti ,"[(0, 0.02389666), (1, 0.02396359), (2, 0.22878212), (3, 0.02393015), (4, 0.023961792), (5, 0.6754657)]",5,NEGATIVE,0.8978626728057861
scar ,"[(0, 0.08334099), (1, 0.08334096), (2, 0.5832951), (3, 0.083341025), (4, 0.08334083), (5, 0.08334112)]",2,NEGATIVE,0.9925695061683655
scenery beautiful ,"[(0, 0.7215712), (1, 0.055944078), (2, 0.055637278), (3, 0.055584278), (4, 0.055573683), (5, 0.055689476)]",0,POSITIVE,0.999885082244873
school ,"[(0, 0.08333723), (1, 0.5829257), (2, 0.083462045), (3, 0.08333726), (4, 0.08360046), (5, 0.083337314)]",1,POSITIVE,0.9818634986877441
school start ,"[(0, 0.055558525), (1, 0.7214169), (2, 0.055665243), (3, 0.055725068), (4, 0.05589089), (5, 0.055743344)]",1,POSITIVE,0.992421567440033
schweine ,"[(0, 0.083363004), (1, 0.08336284), (2, 0.08336243), (3, 0.0833633), (4, 0.0833623), (5, 0.58318615)]",5,NEGATIVE,0.9358963370323181
science fiction real country people ,"[(0, 0.027930789), (1, 0.028059484), (2, 0.8600757), (3, 0.027966842), (4, 0.02811094), (5, 0.027856188)]",2,POSITIVE,0.9986698627471924
scold ,"[(0, 0.08334222), (1, 0.5823546), (2, 0.08334206), (3, 0.083342254), (4, 0.08427656), (5, 0.08334235)]",1,NEGATIVE,0.9996315240859985
scold mother dead ,"[(0, 0.041829806), (1, 0.7908175), (2, 0.041812927), (3, 0.041861385), (4, 0.041973293), (5, 0.041705113)]",1,NEGATIVE,0.9985377788543701
screw ,"[(0, 0.583245), (1, 0.08335097), (2, 0.08335078), (3, 0.08335117), (4, 0.08335071), (5, 0.08335137)]",0,NEGATIVE,0.9991121888160706
scum society ,"[(0, 0.05556652), (1, 0.05556647), (2, 0.055566363), (3, 0.7221676), (4, 0.05556631), (5, 0.055566728)]",3,NEGATIVE,0.999619722366333
search article chinese medium whistleblower ,"[(0, 0.86058724), (1, 0.027899938), (2, 0.027885519), (3, 0.027895983), (4, 0.02791539), (5, 0.027815955)]",0,NEGATIVE,0.9645764827728271
search china youtube ,"[(0, 0.790965), (1, 0.04171709), (2, 0.041973893), (3, 0.041695114), (4, 0.041960884), (5, 0.041687958)]",0,NEGATIVE,0.8953386545181274
season crayfish ,"[(0, 0.055569407), (1, 0.055701412), (2, 0.3886403), (3, 0.38895005), (4, 0.055569153), (5, 0.055569634)]",3,NEGATIVE,0.9486659169197083
secretly parent teacher forbid delicious ahahah ,"[(0, 0.48710403), (1, 0.023900408), (2, 0.4174882), (3, 0.023865873), (4, 0.023820568), (5, 0.023820946)]",0,NEGATIVE,0.9992627501487732
seek truth check essential skill becsuse medium career ,"[(0, 0.26947057), (1, 0.018613629), (2, 0.018595424), (3, 0.018572532), (4, 0.018555906), (5, 0.65619195)]",5,POSITIVE,0.7284802198410034
select nonestock label ,"[(0, 0.04168446), (1, 0.04168438), (2, 0.79157764), (3, 0.041684583), (4, 0.04168413), (5, 0.041684788)]",2,NEGATIVE,0.9736879467964172
selfdeceiving ,"[(0, 0.083363), (1, 0.08336283), (2, 0.08336242), (3, 0.083363295), (4, 0.083362296), (5, 0.5831862)]",5,NEGATIVE,0.8986203074455261
selfsufficient india south korea universe ,"[(0, 0.37083468), (1, 0.02782247), (2, 0.027990447), (3, 0.02788219), (4, 0.5174069), (5, 0.028063295)]",4,NEGATIVE,0.9759327173233032
sell ,"[(0, 0.08341066), (1, 0.08333779), (2, 0.08333775), (3, 0.083872765), (4, 0.08417277), (5, 0.5818683)]",5,POSITIVE,0.9953799247741699
sell chinese girl white people reproduce ,"[(0, 0.023945354), (1, 0.024055593), (2, 0.230151), (3, 0.6737165), (4, 0.024082778), (5, 0.024048852)]",3,NEGATIVE,0.992790699005127
sell iran ,"[(0, 0.055592056), (1, 0.055592697), (2, 0.05555745), (3, 0.055705145), (4, 0.055979926), (5, 0.72157276)]",5,POSITIVE,0.9951902627944946
sell snake ,"[(0, 0.055594746), (1, 0.055644996), (2, 0.055561665), (3, 0.055801135), (4, 0.72122675), (5, 0.056170724)]",4,NEGATIVE,0.9021067023277283
semangat ,"[(0, 0.083363004), (1, 0.08336284), (2, 0.08336243), (3, 0.0833633), (4, 0.0833623), (5, 0.58318615)]",5,POSITIVE,0.9170626997947693
senary ,"[(0, 0.083363), (1, 0.08336283), (2, 0.08336242), (3, 0.083363295), (4, 0.083362296), (5, 0.5831862)]",5,NEGATIVE,0.859168291091919
send ,"[(0, 0.5823875), (1, 0.08339991), (2, 0.08400525), (3, 0.08353702), (4, 0.083335154), (5, 0.08333523)]",0,POSITIVE,0.9973279237747192
send apology accident purpose stuff country poor quality oops covid forgive chinaliedpeopledied ,"[(0, 0.23415284), (1, 0.012837325), (2, 0.012886223), (3, 0.012865851), (4, 0.714415), (5, 0.012842728)]",4,NEGATIVE,0.9995926022529602
send contact beautiful ,"[(0, 0.79108655), (1, 0.041847583), (2, 0.041808534), (3, 0.04186865), (4, 0.041691404), (5, 0.04169723)]",0,POSITIVE,0.9998284578323364
send covid ,"[(0, 0.32379428), (1, 0.05560358), (2, 0.05606598), (3, 0.45288968), (4, 0.055967655), (5, 0.055678815)]",3,POSITIVE,0.9836971163749695
send defective material happen shameful deserve international condemnation blockade ,"[(0, 0.016781047), (1, 0.016695272), (2, 0.5039866), (3, 0.01675587), (4, 0.016706957), (5, 0.4290743)]",2,NEGATIVE,0.9982851147651672
send grim reaper responsible choose government citizen ,"[(0, 0.020977521), (1, 0.020856502), (2, 0.895527), (3, 0.020865876), (4, 0.020914247), (5, 0.020858848)]",2,NEGATIVE,0.9374211430549622
send grimm reapper government innocent ,"[(0, 0.860648), (1, 0.027840821), (2, 0.027890833), (3, 0.027924966), (4, 0.027885811), (5, 0.027809624)]",0,NEGATIVE,0.9585545659065247
send link citizen wuhan situation ,"[(0, 0.02822232), (1, 0.027820168), (2, 0.8598759), (3, 0.027882896), (4, 0.028100487), (5, 0.028098198)]",2,NEGATIVE,0.95689857006073
send link listen prison upload truth ,"[(0, 0.88037765), (1, 0.02400155), (2, 0.02393163), (3, 0.023934375), (4, 0.023830622), (5, 0.023924176)]",0,NEGATIVE,0.9763578772544861
