时间,fenci,主题概率,主题类型
2023-09-08,天算 网页 链接,"[(0, 0.79082376), (1, 0.0419412), (2, 0.04189153), (3, 0.04177012), (4, 0.041790374), (5, 0.041783027)]",0
2023-09-08,遭遭 世界 排核 污水 职责 联合 调查组 独立 污水 排放 危害 公布 停止 排放 鼓励 世界 外星 探索 人类 生存 生活空间 火星 适合 人群 居住 外星 移民 不失为 选择 姑娘 值得 记住 收起,"[(1, 0.58007646), (3, 0.09919004), (4, 0.1752474), (5, 0.13543364)]",1
2023-09-08,排放 污水 期盼 数据,"[(0, 0.033355746), (1, 0.033733048), (2, 0.033480387), (3, 0.8320667), (4, 0.03353661), (5, 0.0338275)]",3
2023-09-08,绝食 民众 接力 声援 核污染 水排 弹劾 污水 视频,"[(0, 0.016906967), (1, 0.5983683), (2, 0.33398074), (3, 0.016921343), (4, 0.016911952), (5, 0.016910775)]",1
2023-09-08,烤熟 适合 期待 工作人员 选手 风景区 收起,"[(0, 0.021541493), (1, 0.02159091), (2, 0.021570304), (3, 0.70291984), (4, 0.21045765), (5, 0.021919789)]",3
2023-09-08,细读 核事故 人类 排放 污水 大作 值得 活着 阅读 思考 污水 风险 普通人 应对 污水 风险 普通人 应对,"[(0, 0.49777544), (1, 0.46649244)]",0
2023-09-08,俄方 参与 生物 项目 证据 理事会 会议 谴责 开设 大使馆 无力 碎片 全球 秩序 爆料 情报部门 讨论 除掉 领导者 飞行员 涉嫌 伪造 医疗 记录 确诊 例西 病毒感染 病例 死亡 摧毁 风景区 收起,"[(1, 0.2553221), (4, 0.23129645), (5, 0.49788734)]",5
2023-09-09,绝食 检察厅 受审 医护 救护车 待命 民众 无理 打压 污水 绝食 绝食 检察厅 受审 医护 救护车 待命 民众 无理 打压 污水 绝食 网页 链接,"[(0, 0.12548427), (1, 0.19044097), (2, 0.56287456), (4, 0.10771196)]",2
2023-09-09,绝食 检察厅 受审 医护 救护车 待命 民众 无理 打压 污水 绝食 视频,"[(0, 0.11292383), (1, 0.17799045), (2, 0.57520956), (3, 0.012957629), (4, 0.10792751), (5, 0.012990994)]",2
2023-09-09,关系 污水 跌入 计划 核电站 废水 排放 引发 举动 担忧 回应 水产 产品 下令 追查 企业 国家 豁免 确保 保护 利益 措施 感到 压力 加大 投入 巨资 渔民 试图 恢复 市场 减轻 依赖 市场 带来 风险 争端 展开 反击 提起 一事 体现 立场 分明 官员 声称 禁令 违反 相关 世贸 规则 回应 措施 符合 国际法 相关 捍卫 权益 法案 界定 资产 豁免 代表 试图 举动 带来 效果 改变 民众 持有 担忧 态度 事件 紧张 面对 抵制 反击 经济 依存 程度 加大 市场 力度 减轻 风险 总体 形势 污水 争议 深远 焦点 矛盾 表达 维护 利益 决心 纷争 预见到 强硬 立场 反击 争端 解决 地区 稳定 国际 寻求 妥善 平衡 解决方案 收起,"[(0, 0.015723148), (1, 0.5346469), (2, 0.04716769), (3, 0.32263187), (4, 0.011096317), (5, 0.06873404)]",1
2023-09-09,联想 污水 战场 贫铀弹,"[(0, 0.033367418), (1, 0.03358398), (2, 0.033506148), (3, 0.033482704), (4, 0.83265495), (5, 0.03340485)]",4
2023-09-09,出席 集会 称会 改变 局面 目测 体力 下降 闭眼 污水 绝食 视频,"[(0, 0.5067274), (1, 0.35940143), (2, 0.094675414), (3, 0.013045064), (4, 0.013113295), (5, 0.013037393)]",0
2023-09-09,网页 链接,"[(0, 0.7205636), (1, 0.05609613), (2, 0.056011677), (3, 0.055752445), (4, 0.055795975), (5, 0.05578017)]",0
2023-09-09,食品 光光 污水 喝光,"[(0, 0.033381414), (1, 0.033678643), (2, 0.033660978), (3, 0.58382744), (4, 0.28197953), (5, 0.03347198)]",3
2023-09-09,阅读 污水 危害 阅读 污水 危害,"[(0, 0.34126258), (1, 0.29057774), (2, 0.023893084), (3, 0.023996983), (4, 0.023959994), (5, 0.29630962)]",0
2023-09-09,秘书长 迹象 显示 实行 蓄意 攻击 承认 实力 估计不足 意向 求购 携带 核武器 战机 召见 大使 情报人员 领先 媒体 机场 大楼 发生 大火 边境 警卫局 签署 协议 村长 学院 收起,"[(0, 0.68781173), (3, 0.28992194)]",0
2023-09-10,污水,"[(0, 0.08340581), (1, 0.5812366), (2, 0.083662525), (3, 0.084114574), (4, 0.08392243), (5, 0.083658054)]",1
2023-09-10,午餐 高温 白露 季节 讲武 风景区 收起,"[(0, 0.021626003), (1, 0.02124547), (2, 0.27890465), (3, 0.02151356), (4, 0.021261025), (5, 0.6354493)]",5
2023-09-10,网传 国家 全世界 浏览量 赞量 网页 链接,"[(0, 0.021081567), (1, 0.021089092), (2, 0.8944716), (3, 0.021113178), (4, 0.021231536), (5, 0.021013098)]",2
2023-09-10,季节 季节 穿行 独特 方式 感受 薄凉 厚重 教师节 风景区 收起,"[(0, 0.014141273), (1, 0.014157515), (2, 0.014164162), (3, 0.014198701), (4, 0.014219607), (5, 0.92911875)]",5
2023-09-10,官员 宴请 官员 食品 产品安全 污水 水产 视频,"[(0, 0.01883577), (1, 0.9058369), (2, 0.018900234), (3, 0.01882543), (4, 0.018797833), (5, 0.018803887)]",1
2023-09-10,大使馆 拒绝 参加 国际原子能机构 污水 日方 邀请 博主 造谣,"[(0, 0.016685942), (1, 0.41383147), (2, 0.5191886), (3, 0.016733835), (4, 0.016725846), (5, 0.016834298)]",2
2023-09-11,排放 污水 禁止 水产 电力公司 污水 阶段 计划 结束 污水 核电站 海域 采集 海水 样本 结果显示 放射性物质 浓度 公升 低于 设定 水平 利用 设施 展开 工业用水 相关 清理 残留 核污染 网页 链接 收起,"[(1, 0.2957722), (3, 0.5055678), (5, 0.18387501)]",3
2023-09-11,污水 结束 不顾 强行 欠缺 科学 支撑 世界 破坏 关注 希望 改变 方案 作出 负责 选择 错误 道路,"[(1, 0.6244832), (2, 0.08688515), (3, 0.2619088)]",1
2023-09-11,网页 链接 爸妈 爸妈 地震 拿来 攻击 不让 污水 着急 表态,"[(0, 0.49463454), (1, 0.014088537), (2, 0.014017142), (3, 0.20581593), (4, 0.014005415), (5, 0.25743845)]",0
2023-09-11,人权 理事会 会议 主席 回答 记者 提问 透露 排放 污水 事件 全球 舆论 发酵 人权 领域 关注 会议 与会 着重 讨论 相关 会议 有毒 核废料 报告 用水 报告 环境 食物 报告 健康 报告 人权 机制 审议 谴责 收起,"[(0, 0.8559873), (3, 0.12672023)]",0
2023-09-11,建议 日本鬼子 污水,"[(0, 0.041790847), (1, 0.04245183), (2, 0.7883324), (3, 0.042485494), (4, 0.042077005), (5, 0.04286243)]",2
2023-09-11,民众 集会 污水 受审 出席 现场 警员 撞伤 污水 视频,"[(0, 0.015264764), (1, 0.9236239), (2, 0.015316769), (3, 0.015268777), (4, 0.015262972), (5, 0.015262793)]",1
2023-09-11,人权 理事会 会议 主席 回答 本台记者 提问 透露 排放 污水 事件 全球 舆论 发酵 人权 领域 关注 会议 与会 着重 讨论 相关 收起,"[(0, 0.74676186), (3, 0.22519909)]",0
2023-09-11,纳惜 世界 导演 剧本 著名 导演 纪录片 线索 指向 军方 世界 导演 记得 清远 晚餐 电视机 画面 收起,"[(1, 0.27326554), (4, 0.69035804)]",4
2023-09-11,超市 铝合金 瓶身 产地 放弃 产地 污水 抵制 日货,"[(0, 0.0170252), (1, 0.91519105), (2, 0.017191024), (3, 0.016855394), (4, 0.016866192), (5, 0.016871162)]",1
2023-09-12,压根 偶遇 摄影展 企业 美女 安排 博物馆 开次 聚会 制造 特色美食 期待 偶遇 打平 鲜辣 小炒 收起,"[(0, 0.090952985), (3, 0.8700773)]",3
2023-09-12,民众 自发 海鱼 核辐射 力量 找到 决定性 证据 希望 民众 污水 民众 自发 海鱼 核辐射 力量 找到 决定性 证据 希望 民众 污水 网页 链接,"[(1, 0.87263215), (4, 0.100578755)]",1
2023-09-12,称有 国家 国际 机构 支持 污水,"[(0, 0.024637042), (1, 0.87615496), (2, 0.024774006), (3, 0.024959266), (4, 0.024800446), (5, 0.024674332)]",1
2023-09-12,伤害 足够 同学 主唱 能量 歌曲 独有 伴奏 音乐 兄弟 著名 音乐 编曲 录音 倒计时 独有 歌词 独有 主唱 作词 作曲 编曲 世界 地球 人口 日子 事件 污水 外流 颤抖 独有 污水 伤害 足够 收起,"[(1, 0.77351415), (2, 0.093311876), (4, 0.119184166)]",1
2023-09-12,浑身 难受 峰会 污水 批评 引发 日方 疑惑 朝日 电视台 报道 慎重 意图 相关 峰会 污水 点名 批评 消失,"[(0, 0.10797), (4, 0.082060546), (5, 0.78455746)]",5
2023-09-12,民众 自发 海鱼 核辐射 力量 找到 决定性 证据 希望 民众 污水 热度 要有 视频,"[(0, 0.011157592), (1, 0.7993309), (2, 0.011191654), (3, 0.011157215), (4, 0.15600663), (5, 0.011156019)]",1
2023-09-12,播报 距离 污水 扩散,"[(0, 0.03345003), (1, 0.3855418), (2, 0.03348659), (3, 0.21824798), (4, 0.033798452), (5, 0.29547516)]",1
2023-09-12,民众 自发 海鱼 核辐射 力量 找到 决定性 证据 希望 民众 污水 视频,"[(0, 0.012879195), (1, 0.84666), (2, 0.012888367), (3, 0.012878692), (4, 0.10181593), (5, 0.012877742)]",1
2023-09-12,幻影 幻影 熟悉 陌生 记忆里 广场 记忆 填品 收起,"[(0, 0.20792685), (1, 0.01720839), (2, 0.017182227), (3, 0.017192816), (4, 0.723264), (5, 0.017225787)]",4
2023-09-13,外界 日本首相 内阁 遇刺 身亡 内阁 干部 换血 内阁 政府 政府 部门 法务 大臣 阳子 取代 外务大臣 木原 木派 取代 防卫 大臣 替换 污水 新任 外相 阳子 政客 缺点 外交 经验 木原 接替 交接 典型 派阀 利益 政客 启用 清洗 势力 防相 外相 人事 对华政策 内阁 势力 清洗 瓜分 内阁 势力 平衡 收起,"[(0, 0.16379744), (1, 0.53635967), (2, 0.07830017), (5, 0.21508895)]",1
2023-09-13,污水 结束 现状 污水 结束 现状,"[(0, 0.023822637), (1, 0.023995537), (2, 0.023882266), (3, 0.88049096), (4, 0.023925481), (5, 0.02388309)]",3
2023-09-13,发布 头条 文章 污水 结束 现状 污水 结束 现状,"[(0, 0.016678292), (1, 0.016781025), (2, 0.016704964), (3, 0.91631234), (4, 0.016745647), (5, 0.01677779)]",3
2023-09-13,时间 核电站 核污染 作业 结束 总计 排出 污水 电力公司 计划 排放 污水 环境 排海 核电站 海域 海水 网站 发布 结果显示 地点 浓度 低于 低于 饮用水 水质 指标 国际原子能机构 机构 核电站 海域 独立 采样 样本 浓度 低于 环境 发布 涉及 发布 海水 取样 报告 包含 核污染 核素 详细 数据 证实 核素 声称 污水 核素 降至 标准值 隐瞒 核电站 历史 责任 信誉 丧失 重建 澎湃 新闻 污水 结束 现状 收起,"[(3, 0.8160499), (4, 0.046993572), (5, 0.12964965)]",3
2023-09-13,飓风 扩散 地震 流出 迹象 网页 链接 地理 废水 海域 污水 头条,"[(0, 0.26499087), (1, 0.013047232), (2, 0.013006366), (3, 0.2861393), (4, 0.40976954), (5, 0.013046698)]",4
2023-09-13,独立 样本 视为 危害 全人类 手段 维护 地球,"[(0, 0.018653495), (1, 0.6715099), (2, 0.018548025), (3, 0.018585535), (4, 0.018676188), (5, 0.25402686)]",1
2023-09-13,糯米 旁观者 旁观者 赛事 驻地 休息 收起,"[(0, 0.16630775), (1, 0.021338742), (2, 0.021326851), (3, 0.021338748), (4, 0.021317814), (5, 0.7483701)]",5
2023-09-14,打完 神拳 进棚 录音 可爱 独有 歌词 独有 主唱 作词 作曲 编曲 世界 地球 人口 日子 事件 污水 外流 颤抖 独有 污水 伤害 足够 收起,"[(0, 0.028337525), (1, 0.89408827), (2, 0.058130614)]",1
2023-09-14,没理 假装 看不见 不想 关系 挑拨 帮子 友好相处 友好 好像 找茬 不用 支持 污水 放在 立场 不用 乌贼 反贼 收起,"[(3, 0.2549537), (4, 0.5145372), (5, 0.20584334)]",4
2023-09-14,在野党 党代表 绝食 拐杖 支撑 行走 全国 委员会 声援 在野党 正义党 联合 记者会 呼吁 国际 机构 关注 制止 计划 身体 机能 下降 国会 议事堂 帐篷 改为 留在 国会 大厦 办公室 佩戴 小时 心率 贴片 医护人员 远程 计划 频繁 血糖 体温 全国 委员会 声援 在外 等候 支持者 得悉 身体 现况 呼叫 救护车 医疗 人员 查看 秘书处 禁食 超过 身体 损害 判断 承受 绝食 时间 极限 秘书处 体温 原因 身体 机能 下降 症状 原文 链接 网页 链接 在野党 呼吁 抵制 污水 排放 排放 污水 预料 在野党 正义党 联合 记者会 联同 代表 出发 呼吁 国际 机构 关注 制止 污水 排放 计划 正义党 议员 世界 市民 举报 电力公司 减少 核污染 总量 情况 犯罪行为 世界 市民 政府 旁观 拥护 共犯 付出 团体 谴责 政府 拒绝 在野党 民众 排放 污水 沟通 探讨 解决方案 在野党 社会 民众 联合 出访 发表 包括 国会议员 成员 希望 国际 社会 关注 态度 视频 收起,"[(0, 0.04270047), (1, 0.30037943), (2, 0.42258942), (3, 0.06610313), (4, 0.11208787), (5, 0.056139726)]",2
2023-09-14,主意 号召 国民 核食 简单 日元 产品 抵消 制裁 希望 作秀 核污染 海产品 做好 干嘛 污水 管子 麻烦 收起,"[(0, 0.2311342), (1, 0.41501534), (3, 0.26396462), (4, 0.072931275)]",1
2023-09-15,驾驶者 友好 导航 缘故 不准 找到 了找 不到 停车位 艰难 找到 停车位 空间 下雨 留宿 努力 打卡 记忆 收起,"[(3, 0.5717323), (4, 0.27982244), (5, 0.12212032)]",3
2023-09-15,独有 混音版 抢先 同学 主唱 能量 歌曲 独有 录音 完毕 老师 混音 全球 发行 独有 歌词 独有 主唱 作词 作曲 编曲 混音 世界 地球 人口 日子 事件 污水 外流 颤抖 独有 污水 伤害 足够 视频 收起,"[(1, 0.8308178), (2, 0.118790425), (4, 0.036796365)]",1
2023-09-15,同学 主唱 能量 歌曲 独有 录音 完毕 老师 混音 全球 发行 清澈 独有 歌词 独有 主唱 作词 作曲 编曲 混音 世界 地球 人口 日子 事件 污水 外流 颤抖 独有 污水 伤害 足够 收起,"[(1, 0.77966696), (2, 0.1656322), (4, 0.039925843)]",1
2023-09-15,号召 浪费 人口 废水 污水 善哉 官方 宣称 无害 家住 神社 狐狸 号召 打败,"[(0, 0.011234568), (1, 0.8308156), (2, 0.1242072), (3, 0.011219136), (4, 0.011244258), (5, 0.0112791965)]",1
2023-09-15,备考 积累 口语 写作 素材 争议 热词 观点 梳理 实用,"[(0, 0.6901987), (1, 0.015716432), (2, 0.015755827), (3, 0.015531504), (4, 0.24701034), (5, 0.01578717)]",0
2023-09-15,灾难 污水 排放 排放 污水 预料 危害性 绝食 人类 承受 期限 极限 在野党 出发 呼吁 制止 污水 排放 总统 不争气 称呼 合作伙伴 默认 赞同 群众 爆发 游行示威 消息 爆出 地区 地下水 遭受 排放 废水 国际 环境 始作俑者 盟国 帮凶 无视 环境污染 违背 人类 和谐 抵制 停止 收起,"[(0, 0.020735), (1, 0.16815418), (2, 0.2500982), (3, 0.39307976), (5, 0.16439648)]",3
2023-09-16,抵制,"[(0, 0.58259076), (1, 0.08381265), (2, 0.08342462), (3, 0.08334493), (4, 0.08337296), (5, 0.08345407)]",0
2023-09-16,增城 路段 事故 双向 朋友 事故 台车 热吻 离开 加油 回去 算算 升油 海珠 公园 收起,"[(0, 0.2932955), (1, 0.010124616), (2, 0.010227449), (3, 0.010157253), (4, 0.010120416), (5, 0.66607475)]",5
2023-09-16,反制 措施 货船 压舱 污水 来华 排放 反制 强行 推动 污水 时间 原产地 水产品 实施 禁入 提交 水产品 紧急措施 通知 紧急 叫停 了受 日本首相 委托 高层 来华访问 计划 愤怒 面对 批评 扣上 尊重 科学 大帽子 妄图 收买 媒体 施压 洗白 面对 反制 措施 消息人士 发布 报道 污水 部门 港口 货船 压舱 抽检 货船 货物 压舱 排出 港口 日本籍 货船 压舱 放射性物质 出发 来华 货船 限度 确保 污水 偷运 方式 抢先 水域 报道 证实 角度 港口 自主权 出台 相关 政策 报道 尊重 科学 基础 加扣 透明 大帽子 无耻 诡辩 现实 无比 透明 配合 虚假 事实 污水 数据 采样 送检 发布 运动员 裁判员 教科书 级别 黑箱操作 排污 国家 接受 说服 国际 团体 国际 学界 排污 做出 回应 国际 学术期刊 科学 发表 社论 文章 明确指出 利用 倾倒 废物 认可 自居 响亮 耳光 误判 固执 反制 地缘 政治 理由 科学 立场 看待 污水 后续 电力公司 可谓 步步 直至 势必会 污水 议题 现场 发难 符合 期望 金钱 攻势 舆论 淡化 排放 污水 举动 民众 被困 信息 察觉 妄图 支持 事态 扩大化 舆论 层面 操作 空间 加大 层面 污水 力度 联合 国家 知晓 恶行 收起,"[(0, 0.03539585), (1, 0.27757078), (2, 0.048813876), (3, 0.37981516), (4, 0.10711146), (5, 0.15129288)]",3
2023-09-16,大骗子 国际原子能机构 总干事 透露 交会 组织 建议 呼吁 收买 组织 污水 背书 污水 变得 客观 科学 网页 链接 收起,"[(1, 0.95786035)]",1
2023-09-16,关注 核污染 水排 专家 担心 排放 不顾 争议 正式 核污染 排入 专家 指出 污水 引发 环境 后果 类似 排放 先例 网页 链接,"[(1, 0.5971517), (3, 0.37366015)]",1
2023-09-16,游玩 污水,"[(0, 0.055598658), (1, 0.056233753), (2, 0.05572106), (3, 0.7207822), (4, 0.055945437), (5, 0.055718906)]",3
2023-09-16,再见 再见 穿越 回到 地界 休息 食面 食面 顺便 想想 小时 后进 救生衣 服务区 收起,"[(0, 0.7089727), (1, 0.010607325), (2, 0.010607461), (3, 0.24860215), (4, 0.010604892), (5, 0.010605443)]",0
2023-09-16,总统 支持 支持率 下滑 同学 主唱 能量 歌曲 独有 录音 完毕 老师 混音 全球 发行 可爱 独有 歌词 独有 主唱 作词 作曲 编曲 混音 世界 地球 人口 日子 事件 污水 外流 颤抖 独有 污水 伤害 足够 视频 收起,"[(1, 0.7555905), (2, 0.19409442), (4, 0.037361383)]",1
2023-09-16,排放 核污染 事件 客观 加速 金融 霸权 打倒 相关 进程 争端 支撑 延续 市场 原本 有利于 市场 环境 解体 供应链 紊乱 经济 金融 变得 艰难 出手 情况 错误 代理人 战争 焦点 地带 试图 填补 市场份额 核污染 食品 地带 国家 金砖 组织 上合 组织 舞台 建议 政府 国家 海产品 激化 撕裂 战争 胜负 过程 非传统 层面 代理人 战争 僵持 打倒 金融 霸权 进程 推进 停止 排放 污水 金融 霸权 打倒 资本 利益 核心 战略 投机 做出 选择 崩塌 崩塌 条件 战略 投机 操作 空间 排放 核污染 水会 客观 加速 战略 冒险 进程 排放 污水 排除 发起 索赔 国际原子能机构 罔顾 事实 污水 危害 清算 抓手 博弈 收起,"[(0, 0.06900405), (1, 0.1999778), (2, 0.037044317), (3, 0.58847874), (4, 0.01199367), (5, 0.09350141)]",3
2023-09-16,污水 正式 过程 只能 书籍 记载 回溯 事故 核事故 品读,"[(0, 0.015805513), (1, 0.18584833), (2, 0.015794627), (3, 0.56702435), (4, 0.19963084), (5, 0.01589629)]",3
2023-09-16,污水 很大 海水 养殖业 旅游业 发达 污水 产业 带来 污水 回归 海水 污水 困守 孤岛 迁居 大陆 大陆 买房 定居 希望 国家 提供 买房 优惠政策 低息贷款 购房 补助 大陆 买房 定居 稳定 大陆 房价 消耗 闲置 房屋 大陆 事儿 收起,"[(1, 0.3396136), (3, 0.5569872), (4, 0.09073914)]",3
