content,fenci,聚类结果,二级-聚类结果
国足不会一飞冲天，但中国足球会,中国 足球,1,0
村超让我对中国足球又有了希望,中国 足球,1,0
作为一个从小学开始热爱足球的人来说，看到这样的盛景真的很感动，而且从我足球运动经历来看，很明白我们的国家从来都不缺热爱且有天赋的“足球小将”。,小学 足球 盛景 足球运动 经历 明白 国家 天赋 足球 小将,1,0
我们这边也开始学了，都在筹办足球篮球赛,足球 篮球赛,1,0
我一直对中国足球没什么兴趣，直到发现村超我发现我只是对国足没兴趣。,中国 足球 兴趣 国足 兴趣,1,0
中国国足是女子足球国内有氛围的也就女国足，村超男子足球算个毛线，连坨屎都抵不上。屎好歹能施肥男子足球只会恶心人。,中国 国足 女子 足球 氛围 国足 男子 足球 毛线 好歹 男子 足球 恶心,1,0
足球竞赛应该是大众运动，而不是少数人的贵族运动既然当前中国足协已经烂到根子脚底流脓了，中国足球何不换个思路换个活法,足球 大众 贵族 中国足协 根子 脚底流脓 中国 足球 思路,1,0
热闹是热闹 羡慕这足球氛围,足球 氛围,1,0
这才叫中国足球啊，这才是热爱啊，国足参详一下吧……,中国 足球,1,0
一个币给贵州足球，一个币给中国足球,贵州 足球 中国 足球,1,0
中国足球只有贵州村超。感谢贵州榕江，摸索一条振兴中国足球的方法。这个方法就是，民间来搞足球，直接绕开官方和资本家，绕开权力和金钱，才能真正意义上来发展中国足球。,中国 足球 贵州 贵州 榕江 中国 足球 方法 方法 民间 足球 官方 资本家 权力 金钱 意义 中国 足球,1,0
这个模式，只要各个地方推广开，又带到地方经济，又能振兴中国基础足球实力。,模式 地方 地方 经济 中国 基础 足球 实力,1,0
民间足球比官方专业足球实力差。但是消耗国家资源少。只要在中国民间足球里，找出一队罗。高手在民间。民间藏龙卧虎。想到这里心里很开心。,民间 足球 官方 专业 足球 实力 消耗 国家 资源 中国 民间 足球 高手 民间 民间,1,0
哇，好热闹啊，就算不懂足球也想去看看,足球,1,0
魔怔足球,足球,1,0
中国足球能不能一飞冲天，那要看你去国足打假的力度,中国 足球 国足 力度,1,0
为中国足球加油,中国 足球,1,0
中国足球一飞冲天，已经结束了,中国 足球,1,0
我只说一句，中国纯粹没有足球,中国 足球,1,0
中国有足协，一飞冲天很蓝的啦,中国,1,0
看好久评论区，感觉贵州要被捧杀了，我声明一下贵州是有鬼称的这东西哪哪都有，就是说没那么嚣张，大部分都是回头客生意，可能车站旁边，大学旁边偏多。一般路上，菜市场要少一点，还有就是太最后说的几句中国足球，我感觉要被杠精拿来说，村超很久了，今年才搞这么大，除了带动全民足球氛围，还有就是让旅游业发展起来，带动带动经济，其他中国足球一飞冲天啥的不敢当,评论 感觉 贵州 声明 贵州 有鬼 东西 回头客 车站 大学 菜市场 中国 足球 感觉 杠精 全民 足球 氛围 旅游业 经济 中国 足球,1,0
说中国足球一飞冲天为时尚早，还有很长的路要走，不过贵州村超给我们展示了足球本该有的样子，估计那个时间也不会远了。,中国 足球 贵州 足球 样子 时间,1,0
你提的很好吗你提的好有锤子用啊玩足球，比得是身价比得是人际关系你那个道上的不知道足球是赚钱的职业吗,锤子 足球 身价 足球 职业,1,0
别的都同意，中国足球一飞冲天还是别报什么一样了,中国 足球,1,0
中国人又有自己的足球了，哈哈哈,中国 足球,1,0
只能说这才是足球的意义,足球 意义,1,0
太你就最后那句太武断了：“从此中国足球一飞冲天”，把足协拿去全部毙了，让贵州这帮人上，估计才能一飞冲天,中国 足球 贵州,1,0
也许说的中国足球的未来，不是指世界杯名次，而是全民爱运动,中国 足球 世界杯 名次 全民,1,0
以前，我对中国足球是没什么信心的，中国足球没救了。但现在看到贵州村超，才发觉，不是中国足球完了，是某些不思进取的蠢货完蛋了，中国足球仍然星火依旧，只待燎原之日一飞冲天!,中国 足球 信心 中国 足球 贵州 中国 足球 蠢货 中国 足球 星火 燎原,1,0
这才是中国足球未来的希望,中国 足球,1,0
一飞冲天算了吧 先把现在的国足那一堆解散了在说把 还在哪里天天吃海参呢,国足 海参,1,1
这才是看足球的氛围鸭,足球 氛围,1,0
这才是中国足球,中国 足球,1,0
不知道为什么看到自己家乡的时候反而哭了，我在想到底是因为为什么呢可能我看到的不只是足球，同样的是那颗赤诚之心，国足姑且不做评价，贵州村超让我感受到了什么才是真正的足球,家乡 足球 赤诚 评价 贵州 足球,1,0
那些国外的教练虽然懂足球但是不懂官场。,足球 官场,1,0
纯粹的足球就是要享受足球带来的快乐。我想想我上学的时候，不管球技怎样，比赛输赢，大家在一起踢球的时候真的很开心，即使回家被父母骂，我们也毫不在乎。村超也是如此，大家都是把享受足球带来的快乐放在了第一位，这就是村超火爆的根本原因,足球 足球 上学 球技 踢球 回家 父母 足球 根本原因,1,0
大家都在说村超是人民群众的运动，足球要回到大众。可是存超的支持者大多目光只局限于贵州，忽视了自己当地的足球。张口闭口谈“人民群众的足球”，这些人有没有付费支持过自己家乡球队的比赛有多少人与周围的邻居朋友去踢一场球很多人对村超的支持仅仅停留在打几个字上，甚至连看一场完整的村超比赛直播都做不到。,群众 足球 大众 支持者 目光 局限于 贵州 足球 张口 闭口 群众 足球 家乡 球队 朋友,1,0
中国一天不变成发达国家，或者不堕落成粪坑国家，足球都好不了。,中国 粪坑 国家 足球,1,0
足球不是打打杀杀，足球是人情事故,足球 足球 人情事故,1,0
先不说村超中超好与坏，我认为中国足球环境差，有两点，第一校园，第二社会。,中国 足球 环境 校园 社会,1,0
中超狗都不看，村超才是中国足球的未来,中国 足球,1,0
村超业余足球你爱看看，爱踢踢。非要跟职业足球扯关系，还村镇一级一级淘汰赛选拔去踢世预赛都来了。我只说一个，你村超上15个人，随便找一家职业俱乐部17梯队，你看村超队能进得了一个球吗球盲别显得自己很能耐，职业足球还真就是精英运动，百里挑一都说少了。人家职业足球的市场也跟你村超没关系，职业足球市场是在城市里，你村里培养个蛋的足球市场。,业余 足球 踢踢 职业 足球 关系 村镇 淘汰赛 职业 俱乐部 梯队 超队 盲别 能耐 职业 足球 精英 职业 足球 市场 职业 足球 市场 城市 足球 市场,1,0
前几天评论了下村超好，动了人家的经济链，结果下面就有骂的，说你懂个屁，什么看到你的评论才知道中国足球有多少球盲之类的,评论 下村 经济 评论 中国 足球 球盲,1,0
中国足球缺的是什么缺的是海参啊 还有去参加比赛 回来报销900万啊,中国 足球 海参,1,1
我们的职业足球，因果关系颠倒了,职业 足球 因果关系,1,0
虽然我不懂足球~~但我喜欢贵州朋友们的热情啊~~~我不会说我是想去吃东西的…~~,足球 贵州 朋友 热情 东西,1,0
村超火了是好事，很多孩子可能会因此喜欢上足球。我希望各位不是足球迷的路人，骂国足可以，他们该骂。但不要把任何跟足球有关的东西都扯到骂国足上。村超火了你们说国足不如他们，说高手在民间，这些言论除了吸引一些路人给你点个赞一起骂国足除此之外没有任何意义。国足踢的不好确实该骂，但如果社会主流言论毫无底线的贬低侮辱国足，甚至用自己错误的认知评价国足，那只会让更多的人对中国足球嗤之以鼻。一个对足球如此极端的社会是孕育不出良好的足球环境的。现在很多年轻人本来就不愿意出门了，他们更乐意在网络中需求快乐，想想他们了解足球的时候看到无数的漫骂，他们还会去接触足球吗。一个国家的足球需要社会的支持，只有家长愿意带孩子去看球去踢球，我们才能发现自己的梅西和罗。,好事 孩子 足球 足球迷 路人 国足 足球 东西 国足 高手 民间 言论 路人 国足 意义 社会 言论 底线 错误 评价 中国 足球 足球 社会 足球 环境 年轻人 乐意 网络 足球 足球 国家 足球 社会 家长 孩子 踢球 梅西和罗,1,0
我觉得什么成绩什么中国已经不重要了 重要的是人民高兴爱好,成绩 中国,1,0
中超的足球也很纯粹，别的没有，只有杂质,足球 杂质,1,0
网友是这样的捏，永远见不得好，永远在骂，环境不好在骂，现在搞点纯粹一点的，又说是炒作，要不你来组织振兴中国足球,网友 环境 中国 足球,1,0
中国足球最失败的是过早把商业化作为足球发展的主方向。,中国 足球 商业化 足球 方向,1,0
有些人在足球这个行业就是为了捞钱捞名，有些人踢球，他就只是在踢球,足球 行业 踢球 踢球,1,0
中超很纯粹，没有足球,足球,1,0
有个地方你得承认，青训很重要，而中国足球体系里青训一言难尽,地方 青训 中国 足球 体系 里青训,1,0
麻烦吧我们去掉，那个是足鞋的足球。村超才是我们的足球。,麻烦 足球 足球,1,0
村超自媒体，啥都有，就是里头不会出现足球,媒体 足球,1,0
这才对嘛就是那句，中国那么多人，喜欢足球的人那么多，怎么可能找不到踢的好足球的人,中国 足球 足球,1,0
让它继续纯粹几十年，中国足球不就有希望了，自己往上面蹭热度，说些片汤话，真的好吗这些不相干的人和事，跟村超有半点关系吗,中国 足球 往上面 热度 人和事 关系,1,0
唉，资本进入贵州村超，这下真成足球丁真了,资本 贵州 足球 丁真,1,0
关键是踢得好就能踢职业吗什么叫做把孩子送去踢球他喜欢去玩当然可以，强身健体有什么不好，想走职业就别费力气了，中国足球踢得不是球，是他妈人情世故,关键 职业 孩子 踢球 职业 费力气 中国 足球,1,0
之前和梅州队的人聊过…他说进中超很难，并不是因为你能力好就能进，那是我第一次和职业足球聊天，其实足球运动员在面前身材超级好,梅州 能力 职业 足球 聊天 足球 运动员 身材,1,0
另一个足球很纯粹的已经世界杯4强了。贵州这个本质上还是吸引旅游的吧,足球 世界杯 贵州 本质,1,0
