评论ID,评论文本,翻译-评论文本,fenci,sentiment
@AngeliqueMagbalot,"Watching from Philippines, im your no.1 Fan.. i love cooking..",从菲律宾看，我是你的1号球迷.我喜欢做饭。,球迷 喜欢 做饭,正面
@sanjanamuthumali253,She is a family Very Beautiful....,她是一个非常美丽的家庭。,家庭,正面
@shrutisingh2001,"I was watching your video for so long, I like your videos very much, love from India🇮🇳",我看着你的视频已经很久了，我非常喜欢你的视频，印度的爱,看着 视频 喜欢 视频,正面
@rasi7251,У нас тоже абрикос поспел. Вчера сорвал три ведра. Тоже засыпали сахаром. Будем варить варенье.,我们的杏也成熟了。昨天我撕下了三个桶。他们还用糖睡着了。我们会煮果酱。,成熟 撕下 睡着 果酱,正面
@sunnyting4543,"象老牌上海酒樓《王家沙》的手撕餅！
阿盆姐做的很成功！持續、發揚光大！！！",象老牌上海酒楼《王家沙》的手撕饼！阿盆姐做的很成功！持续、发扬光大！,老牌 酒楼 成功,正面
@simplylhice7521,i love watching your all video watching from Philippines🇵🇭,我喜欢看您的所有视频从菲律宾观看,喜欢 视频 观看,正面
@user-zk7tx7vy7x,Такое тёплое видео. Счастья вам,如此温暖的视频。祝你幸福,温暖 视频,正面
@user-ql1qm9yo2z,Привет из России красотка мая как люблю на вас смотреть,来自俄罗斯美女的您好，我喜欢看你,美女 喜欢,正面
@naruephonchampathong1583,"ฉันชอบดูคลิปของคุณ..
อาหาร.วัฒนธรรม.และธรรมชาติที่สดใสสวยงามค่ะ",我喜欢看你的剪辑。食物。,喜欢 剪辑 食物,正面
@salvadoragaton4219,"Grandpa loves the apricot cake, must be really good,  I love watching your videos.",爷喜欢杏蛋糕，一定是真的很好，我喜欢观看您的视频。,喜欢 蛋糕 喜欢 观看 视频,正面
@izoldasnezhnaya1389,"Обожаю абрикосы! И абрикосовое варенье, компот. И сушеный абрикос, у нас в Кыргызстане его называют курага.  Можно использовать при выпечке пирогов, булочек.",我爱杏子！和杏子果酱，。干杏子，在我们的吉尔吉斯坦，他叫库拉加。可用于烤馅饼，面包。,杏子 杏子 果酱 杏子 用于 馅饼 面包,正面
@singlemomcamping83,"Такие красивые люди, и молодые и в возрасте, любуюсь ими.",如此美丽的人，年轻和年老，欣赏他们。,年轻 年老 欣赏,正面
@user-tz5ks3zg8p,你們有這麼好的地方那麼好山好水的你也能做出那麼多的菜色,你们有这么好的地方那么好山好水的你也能做出那么多的菜色,地方 做出 菜色,正面
@user-bh8gu2kc1t,画面漂亮极了 美人配美果️️,画面漂亮极了 美人配美果️,画面 漂亮 美果,正面
@irinahildebrandt882,"Какая красивая семья!!! От их мамы, не возможно оторвать глаз! Какая она красивая!!!",多么美丽的家庭！从他们的母亲那里，不可能将您的视线移开！她有多美丽！,家庭 母亲 视线 移开,正面
@user-nb4pf7oy5h,Красивая женщина! И очень красиво готовить! Просто молодец! Дехдушка прикольный! А где ваша собака? Из Москвы,美丽的女人！做饭非常漂亮！做得好！傻瓜很酷！你的狗在哪里？来自莫斯科,女人 做饭 漂亮 做得好 傻瓜 很酷,正面
@user-rr1mp3ed6r,Thank you for the hard work you put in so we can have peaceful videos while in the busy city,谢您所做的辛勤工作，因此我们可以在繁忙的城市中拥有和平的视频,辛勤工作 繁忙 拥有 视频,正面
@user-il5kd5cz3y,I'm Korean. Your video is always great!!!!,我是韩国人。您的视频总是很棒！,视频 很棒,正面
@regithaliaalviona4651,Dianxi ini sekilas dilihat mirip Jessica Jane. Apalagi klo pas nge shoot dari angle tertentu,戴安克斯一看杰西卡·简（ ）。特别是当我从特定角度拍摄时,角度 拍摄,正面
@wuriprimandayani,"I am still wondering, did penjie pay the landlord each time she took the fruits or vegs? Or that's for free?",我仍然想知道，每次取水果或蔬菜时，彭吉（）是否付房东？还是免费？,水果 蔬菜 房东,正面
@minhanhnguyen8074,Trái cây sai trĩu mê qúa. Đồ ăn thì hấp dẫn đêm nằm xem mà thèm qúa. E gái qúa khéo tay giỏi giang,水果很着迷。晚上，食物很吸引人，但是渴望太多。我太熟练了,水果 着迷 食物 吸引 渴望 熟练,正面
@ThucDuongMoiNgay,"Quá tuyệt chị ơi. Khung cảnh yên bình, cây cối sum xuê trĩu quả, chị xinh đẹp, duyên dáng và rất khéo léo",太好了姐。风景和平，树木充满水果和水果，她美丽，迷人且非常熟练,风景 树木 充满 水果 水果 迷人 熟练,正面
@dianahan2390,"Love from Sarawak, Malaysia…I can never missed your videos.  They are all so inspiring n beautifully filmed . Love your cooking so much",来自马来西亚砂拉越的爱…我永远都不会错过您的视频。他们的拍摄精美。非常喜欢你的烹饪,错过 视频 拍摄 精美 喜欢 烹饪,正面
@citraa_channel,Wowww keren.pingin ikutan panen,很酷。,很酷,正面
@jojomango5277,"hi , I am from America , I enjoy watching you , love your cooking, you have  wonderful family and an adorable dog",嗨，我来自美国，我喜欢看着你，爱你的烹饪，你有一个美好的家庭和可爱的狗,喜欢 看着 烹饪 美好 家庭 可爱,正面
@FishingWorld23hg,Video của chị hay quá e luôn theo dõi và rất thích xem video của chị,她的视频很好，我总是看着并喜欢看她的视频,视频 看着 喜欢 视频,正面
@dianadesinger7552,"Здравствуйте, я обожаю ваш канал Все, все смотрю ️ Какая же у вас замечательная семья  Дай Бог всей вашей семье долгих и счастливых лет вместе",你好，我爱你的频道，我看着 ,频道 看着,正面
@SurvivalMystique,I'm surprised to see you working alone. May God bless all your efforts and care.,我很惊讶地看到你一个人工作。愿上帝保佑您所有的努力和关怀。,惊讶 努力,正面
@user-le7dd4eh4h,"Always watching form Baguio,Philippines",总是看菲律宾碧瑶的形式,形式,正面
@maritorres5092,"Éste es , con mucho , de los vídeos más preciosos que he visto !
️ 🇲🇽",这是我看过的最宝贵的视频！️🇲🇽,看过 视频,正面
@thawanratboonyawong4422,I’m from Thailand and I love your video so much,我来自泰国，我非常喜欢你的视频,喜欢 视频,正面
@anaolinda356,"Esse vídeos são um brilho para os olhos ver uma moça tão jovem cuidar tão bem da família, ela mostra muito amor e capricho em tudo que faz.E uma inspiração.Amo ver todos os vídeos.Isso é uma amostra de uma família unida, da valor em cada momento e o alimento que tem .",这些视频使眼睛看到这样的年轻女孩，可以很好地照顾她的家人，她在每时每刻都表现出了很多爱心。,视频 眼睛 年轻 女孩 很好 照顾 家人 表现 爱心,正面
@ssvideo6682,ভিডিও টা অনেক সুন্দর হয়েছে।,视频非常好。,视频,正面
@lilibethsanpedro2812,following your videos..from the Philippines,遵循您的视频.从菲律宾,视频,正面
@LyTieuHon,Your dishes look amazing,你的菜看起来很棒,很棒,正面
@alexsay5536,Make long videos please I love every second of video u post ️️️️,制作长视频，请我喜欢视频的每一秒,视频 喜欢 视频,正面
@momsfarizi5313,Beneran udah 4x putar video panen aprikot ini tiap mw tdr secandu itu sih nontonnya.,这个杏收成视频的4倍旋转每个 都没有观看。,收成 视频 旋转 观看,正面
@Yan-Fun,All the fruits are beautifully presented. You are very creative. 超棒!,所有的水果都是精美的。你很有创造力。超棒！,水果 精美 超棒,正面
@TieuVySingleMom0706,Hello and congratulations on what you're doing. You can see passion and enjoyment in everything you do. Good healthy.,您好，恭喜您在做什么。您可以在所做的一切中看到激情和享受。健康。,恭喜 激情 享受 健康,正面
@hobykus5093,"Sebuah penampilan yang sangat mengesankan suasana pedesaan yang original lengkap dengan kulinernya, mulai dari cara pengolahan dan penyajian ditampilkan secara tradisional merupakan ciri khas tersendiri",原始乡村气氛非常令人印象深刻的外观和烹饪，从传统上展示的处理和演示方法开始是一种特征,原始 乡村 气氛 印象 外观 烹饪 传统 展示 演示 方法 特征,正面
@morph1119,this is how I picture paradise if it were a backyard...wow,这就是我想像后院的天堂.哇,想像 后院 天堂,正面
@jourdainhiini6548,After watching this I made apricot chicken..seriously. Your video made me crave something with apricot.,看完之后，我制作了杏鸡。您的视频使我渴望使用杏子。,杏鸡 视频 渴望 杏子,正面
@walkietalkie2193,"Красота  здоровья, счастья и процветания Вам и семье.",健康，幸福和繁荣的美丽对您和家人。,健康 幸福 繁荣 家人,正面
@tonyvazquez2989,"Hi, im writing you from Mexico, all your videos are amazing, i love them, its incredible all the  dishes you make.",嗨，我是从墨西哥写给您的，您所有的视频都很棒，我爱他们，这是您制作的所有菜肴。,是从 写给 视频 很棒 菜肴,正面
@TieuToanNewLife,"Wishing you a productive day, luck will always find you, please release more videos, I will always support you.",祝您富有成效的一天，运气永远会找到您，请发布更多视频，我将永远支持您。,运气 找到 发布 视频 支持,正面
@user-sj2zw3is2x,Love form Bangladesh,爱情形成孟加拉国,爱情,正面
@PhamHuongGiang-lt6bx,This video makes me want to support local farmers,这个视频让我想支持当地农民,视频 支持 农民,正面
@analysisonlight605,"It is not just the place that is beautiful, it is the lifestyle.  She has a beautiful life.",不仅是美丽的地方，而且是生活方式。她有美好的生活。,地方 方式 美好,正面
@patdavey2690,"Your grandma and grandpa are the OGs. They are so cool, and seem to have such a loving relationship.",您的祖母和爷是。他们是如此酷，似乎有着如此爱的关系。,关系,正面
@lamanhnewlife,The spice gardens sound amazing! I love the idea of seasonal spices,香料花园听起来很棒！我喜欢季节性香料的想法,香料 花园 很棒 喜欢 季节性 香料 想法,正面
