评论用户id,评论id,分词,分词-英文
7709660669,5080307335694920,真主党 平民 发射 火箭弹 迫使 撤离 真主党 攻击 传呼机 收音机 恐怖分子 期望 期望 糖果,"The true party's civilian launch of the rocket forced the withdrawal of the Trust of the Lord to attack the radio of the radius, the terrorist hopes the candy"
5581120893,5081816400662410,恭喜 开启 自爆 模式,Congratulations on opening the self -explosion mode
7489809159,5081167240631200,科技 恶魔 危害 民用 对讲机 改装成 远程 炸弹,"Science and technology devil harms civil intercom, converted into a long -range bomb"
6019346616,5080290412467440,国家 电子产品 炸弹 安装 后门,National electronic product bomb installation back door
6755607372,5080602145456290,机里 炸弹 世界,Bomb World
2464873407,5079994013321770,用于 人工智能 位居 全球,Used for artificial intelligence to rank worldwide
7469765474,5080033598639060,送回 重造 人工智能 技术 再造 血统,Return to rebuild artificial intelligence technology reconstruction blood
5567462224,5080056302928600,听说 不错,I heard it is good
7936077166,5080026527303710,重现 奠定 基础,Reappear and laid the foundation
5097284596,5080009608268110,平定 恐怖主义 迎来,Facing terrorism ushered in
7317242225,5080587990468450,种族 不孝 底线 世界 祸乱 全球,The world's unwilling bottom line world disaster globe
7949637684,5080321604978930,喜欢 希望,Like hope
3746169404,5080267989191850,区别,the difference
7435481928,5080102106826800,代理 大使,Agent
7948777288,5079996109948140,善恶 是非 立场 支持 科技 选人,Good and evil positions to support technology selection
7948777288,5079995426538350,坚定 支持 善良 人民武装 反侵略,Firmly support the good people's armed anti -aggression
7387316601,5079994621756300,攻击 平民 妇女儿童 并列 世界,Attacking civilian women and children tied for the world
5714748171,5080031014947110,人性,human nature
1794798254,5079884221384900,举办 智能 经济 博览会 创新 成果 精彩 亮相 视频 感受 科技 无限 魅力 无限,"Holding the innovative results of the Intelligent Economic Expo, the exciting appearance of the video experience the infinite charm of technology"
1751961084,5079884436603030,举办 智能 经济 博览会 创新 成果 精彩 亮相 视频 感受 科技 无限 魅力 无限,"Holding the innovative results of the Intelligent Economic Expo, the exciting appearance of the video experience the infinite charm of technology"
1849339652,5079892766490880,人工智能 景大 模型 举办 智能 经济 博览会 创新 成果 精彩 亮相 视频 感受 科技 无限 魅力 无限,"Artificial Intelligence Scenic Model Holds the Innovation results of the Intelligent Economic Expo, the exciting appearance of the video, the technology of technology infinite charm and infinitely unlimited"
2018531087,5080398713849960,举办 智能 经济 博览会 创新 成果 精彩 亮相 视频 感受 科技 无限 魅力 无限,"Holding the innovative results of the Intelligent Economic Expo, the exciting appearance of the video experience the infinite charm of technology"
2528347907,5080239768339990,人工智能 景大 模型 举办 智能 经济 博览会 创新 成果 精彩 亮相 视频 感受 科技 无限 魅力 无限,"Artificial Intelligence Scenic Model Holds the Innovation results of the Intelligent Economic Expo, the exciting appearance of the video, the technology of technology infinite charm and infinitely unlimited"
1850182290,5079906104382320,用心 人工智能 景大 模型 举办 智能 经济 博览会 创新 成果 精彩 亮相 视频 感受 科技 无限 魅力 无限 网络 信号 升格,Holding the innovative results of the Intelligent Economic Expo of the Scenic Economic Expo with the heart of the artificial intelligence Scenic Model
1796341451,5079897326750780,人工智能 景大 模型 举办 智能 经济 博览会 创新 成果 精彩 亮相 视频 感受 科技 无限 魅力 无限,"Artificial Intelligence Scenic Model Holds the Innovation results of the Intelligent Economic Expo, the exciting appearance of the video, the technology of technology infinite charm and infinitely unlimited"
1829065134,5081154986443380,举办 智能 经济 博览会 创新 成果 精彩 亮相 视频 感受 科技 无限 魅力 无限,"Holding the innovative results of the Intelligent Economic Expo, the exciting appearance of the video experience the infinite charm of technology"
1929020641,5080078601947430,人工智能,AI
6287757414,5079916922276810,人工智能 模型,Artificial intelligence model
7340393005,5080817439348320,精品 网络,Boutique network
2696572703,5080356838181440,科技 改变,Technological change
1924346173,5080326378360990,人工智能 景大 模型,Artificial Intelligence Scenic Model
6400815572,5080283614026210,感受 科技 无限 魅力 无限,Feel the infinite charm of technology
2064534855,5080266822910260,转发 举办 智能 经济 博览会 创新 成果 精彩 亮相 视频 感受 科技 无限 魅力 无限,"Forward the wonderful appearance of the innovation results of the Intelligent Economic Fair, the video experience the infinite charm of technology"
6414809147,5080255796348820,人工智能,AI
7191444153,5080225932903450,赋能,Empowerment
1405063405,5080076007244030,助力,Help
7872674730,5080006366071980,人工智能 景大 模型 举办 智能 经济 博览会 创新 成果 精彩 亮相 视频 感受 科技 无限 魅力 无限,"Artificial Intelligence Scenic Model Holds the Innovation results of the Intelligent Economic Expo, the exciting appearance of the video, the technology of technology infinite charm and infinitely unlimited"
7727926245,5079970439496960,酷酷,Cool
2384842451,5079969883227970,感受 科技 带来 便捷,Feel the convenience of technology brings convenience
7890820817,5079968711445130,算央 数智,Calculate
2090966674,5079959011329690,数智 赋能 科技 强国,Digital wisdom empowerment technology power
2696572703,5079958468956540,无限,unlimited
7612507201,5079956774455650,科技 赋能,Scientific and technological empowerment
6414809147,5079946232595930,网数,Number of nets
1743139620,5079944549371550,科技 赋能,Scientific and technological empowerment
1651341811,5079936483722720,赞赞 举办 智能 经济 博览会 创新 成果 精彩 亮相 视频 感受 科技 无限 魅力 无限,"Zanzan's innovation results of the Intelligent Economic Fair, the wonderful appearance of the video, experience the infinite charm of technology"
7863131561,5079935849073880,人工智能,AI
2384842451,5079914631661780,数智,Wisdom
6400815572,5079913453588600,举办 智能 经济 博览会 创新 成果 精彩 亮相,The innovation results of the Intelligent Economic Expo Hold a wonderful appearance
7891741419,5079913224735040,无限,unlimited
5974482388,5079895593456250,科技 力量,Technology
1773175994,5081734405949990,加油,come on
5622774468,5080752859644950,人工智能 景大 模型 举办 智能 经济 博览会 创新 成果 精彩 亮相 视频 感受 科技 无限 魅力 无限,"Artificial Intelligence Scenic Model Holds the Innovation results of the Intelligent Economic Expo, the exciting appearance of the video, the technology of technology infinite charm and infinitely unlimited"
7907793865,5079993010360760,赋能,Empowerment
1773175994,5079956237583730,加油,come on
2320154377,5080017161685700,无限,unlimited
3201540184,5079967569022080,人工智能 景大 模型 举办 智能 经济 博览会 创新 成果 精彩 亮相,Artificial Intelligence Scenic Model Holds the Innovation results of the Intelligent Economic Expo exclusively debut
7862999148,5079909243030720,成果,Achievement
7901237656,5079902048748440,科技 赋能 技兴,Science and technology empowerment technology
2565390733,5079894071182460,数据,data
7775146639,5080289332166700,人工智能 景大 模型 举办 智能 经济 博览会 创新 成果 精彩 亮相 视频 感受 科技 无限 魅力 无限,"Artificial Intelligence Scenic Model Holds the Innovation results of the Intelligent Economic Expo, the exciting appearance of the video, the technology of technology infinite charm and infinitely unlimited"
7828871635,5079960684855880,回避 打算 回应 阻止 恶魔 阻止 抓捕 面具,Avoiding plans to respond to prevent the demon from stopping the arrest mask
1760075947,5080087143124830,加油,come on
1865091063,5079886817399370,举办 智能 经济 博览会 创新 成果 精彩 亮相 视频 感受 科技 无限 魅力 无限,"Holding the innovative results of the Intelligent Economic Expo, the exciting appearance of the video experience the infinite charm of technology"
1738919341,5079888484632590,降低 依赖 联想 紧随 苹果 脚步 增加 制造 能力,Reduce dependence Lenovo to follow Apple's footsteps to increase manufacturing capabilities
7811452028,5079890603018830,国人 购买 联想 产品 利润 补贴 包括 罚款,Chinese people purchase Lenovo product profit subsidies including fines
3537050397,5079896319329950,反贼 反贼,Anti -thief
5769427337,5079897582077060,柳家 忠烈,Liu Jiazhong
3185608302,5079886475821090,联想,Association
2837606834,5079941585305880,联想 企业 总部 企业,Lenovo Enterprise Headquarters Enterprise
7884923627,5079931583204600,看不懂 震撼 联想 级别,Can't understand the shock Lenovo level
5553220701,5079922498340070,电脑 远离 联想,The computer is far away from Lenovo
7898248754,5079939005812930,联想,Association
2128810661,5079936475598280,联想 企业 总部,Lenovo Enterprise Headquarters
2846811710,5079938908295060,电气 盾构 包括 高铁 没看 避开 大坑,"Electric shields, including high -speed rail, do not see the large pit"
5955232034,5079911528139320,联想,Association
5477378923,5080497793532090,建厂 壮大 电动汽车 反贼 评论 理解 外资 撤离,Construction factory expansion electric vehicle anti -thief comments and understanding foreign capital evacuation
7894147956,5079981340493880,联想 板块 笔记本 业务 笔记本 组装 实在 含金量 小米 笔记本 组装 业务,Lenovo Laulin Notebook Business Notebook assembly is really gold content Xiaomi notebook assembly business
7369898479,5079934429823970,联想 破产,Lenovo bankruptcy
2198935377,5081156296385910,降低 依赖 魔性 拓展 市场 全球 布局 格局 提上来,Reduce dependence on the global layout pattern of dependence on the magic expansion of the market
2376883134,5080004569862590,联想 企业,Associated enterprise
7219341109,5079939000304860,远离 联想,Stay away from Lenovo
7282114482,5080235225908700,联想 良心,Lenovo conscience
7804018088,5079934608871120,联想 讨厌 敌人 敌人 等于 朋友 技术 转移,Lenovo hates enemy enemies equal to friends technical transfer
