评论,fenci,情感分类,主题概率,主题类型
"我去取货,发现降价了,郁闷,右托盘好象有点合不拢,有缝隙,开机硬盘响 那一下,声音比较大,听了不舒服.没有设相头.",去取 发现 降价 郁闷 托盘 合不拢 缝隙 开机 硬盘 声音 舒服 相头,neg,"[(0, 0.011017257), (1, 0.011020441), (2, 0.9338967), (3, 0.011019462), (4, 0.011006408), (5, 0.011008802), (6, 0.0110308975)]",2
系列本身就厚重一些，内存不好装，第一次拆害怕给拆坏了。联想自带的开机软件太多了，影响速度。,系列 厚重 内存 不好 第一次 害怕 拆坏 联想 自带 开机 软件 影响 速度,neg,"[(0, 0.526448), (1, 0.4223495), (2, 0.010248545), (3, 0.010225727), (4, 0.01023511), (5, 0.010240776), (6, 0.010252304)]",0
14寸的宽屏小了一点，比以前4:3的屏幕使用率低了一些，不过分辨率提高了，也算弥补了，就是字显得下了些,一点 屏幕 使用率 分辨率 提高 弥补 显得,neg,"[(0, 0.017918061), (1, 0.017950656), (2, 0.017915163), (3, 0.13286301), (4, 0.7775299), (5, 0.017913006), (6, 0.017910196)]",4
同等配置下比别的贵不少，大品牌是要广告费的！光驱装得和有点凹陷，添装内存也有点麻烦，不过瑕不掩瑜！,同等 配置 下比 品牌 广告费 光驱 装得 凹陷 添装 内存 麻烦 瑕不掩瑜,neg,"[(0, 0.011011145), (1, 0.011055077), (2, 0.011039878), (3, 0.011017102), (4, 0.011012776), (5, 0.9338343), (6, 0.011029755)]",5
1、光驱读盘声音有点大；,光驱 读盘 声音,neg,"[(0, 0.035757888), (1, 0.7850128), (2, 0.03594174), (3, 0.035728633), (4, 0.035815895), (5, 0.03589153), (6, 0.03585153)]",1
自带软件多且过于复杂，不适合超级菜鸟使用，连驱动都是很大一片，装的累死。,自带 软件 适合 超级 菜鸟 驱动 很大 累死,neg,"[(0, 0.015913846), (1, 0.015942972), (2, 0.9044766), (3, 0.015897369), (4, 0.015918776), (5, 0.015892986), (6, 0.01595747)]",2
做工较之系列的相差很远，虽然价格差的也很多。收到货之后发现屏幕右下角液晶屏和边框之间缝隙比较大，隐约能看到里边拉丝的双面胶。装内存的时候更看到机器里边不少用胶布或者双面胶的地方。当然，这跟京东无关。,做工 系列 相差 价格 收到 发现 屏幕 右下角 液晶屏 边框 之间 缝隙 隐约 里边 拉丝 双面胶 内存 机器 里边 胶布 双面胶 地方 京东 无关,neg,"[(5, 0.9655387)]",5
价格偏高点了（虽然买了，总觉得和市场上的差别越来越小了，没有了优势）；系统速度慢；没有摄像头；装内存费劲；屏幕合上后右边合不严实，有点哐当；这个价位了还没有随机赠送鼠标；分区不合理；,价格 高点 市场 差别 越来越 优势 系统 速度慢 摄像头 内存 费劲 屏幕 合上 右边 合不 严实 哐当 价位 随机 赠送 鼠标 分区 不合理,neg,"[(1, 0.1701883), (3, 0.4984128), (6, 0.30744)]",3
对于只会用电脑，不懂电脑的人，简直就是挑战，幸好有懂行的朋友帮忙要不真搞不定：1、加装内存条太麻烦，须把键盘卸下；2、使用不习惯；3、光驱岗启动有异响，几秒钟后正常，不知是啥原因,电脑 电脑 挑战 幸好 懂行 朋友 帮忙 搞不定 加装 内存条 麻烦 键盘 卸下 习惯 光驱 启动 有异响 几秒钟 不知 原因,neg,"[(6, 0.9590528)]",6
1内存需要自己加，希望具备一定规模的自提点能够设立能够提供技术支持的人员。,内存 希望 具备 规模 自提点 设立 提供 技术支持 人员,neg,"[(0, 0.014321123), (1, 0.8152524), (2, 0.014327891), (3, 0.014333448), (4, 0.01431894), (5, 0.014409573), (6, 0.113036595)]",1
小了一颗螺丝，本来要在现场装内存的，那个工作人员说装内存要斯掉条形码（他说有螺丝压在条形码下面），所以就没帮我装，回来自己看说明书，条形码下根本没有螺丝,一颗 螺丝 本来 现场 内存 工作人员 说装 内存 条形码 螺丝 条形码 回来 说明书 条形码 螺丝,neg,"[(6, 0.94630134)]",6
刚取的时候没发现屏幕有问题，拿回家之后发现右上角有一个小红点，运气不够好，不过不影响使用。后来用的时候，看电影时偶尔卡机，不知道什么问题。,发现 屏幕 回家 发现 右上角 小红点 运气 影响 电影 卡机,neg,"[(0, 0.9218549), (1, 0.013020976), (2, 0.013028346), (3, 0.013055203), (4, 0.013016722), (5, 0.013008844), (6, 0.013015023)]",0
ＸＰ的驱动不是很全，应该在改进，虽然ＸＰ要退出历史舞台，可是现在还是主流系统，400应该跟进。,驱动 改进 退出 历史舞台 主流 系统 跟进,neg,"[(0, 0.017907592), (1, 0.017922718), (2, 0.41981247), (3, 0.01791115), (4, 0.49057683), (5, 0.017912716), (6, 0.017956533)]",4
"应该直接装,没有驱动盘,开机时光驱声音很响,京东又不解决,叫我自己直接联系,不方便,还没解决",驱动 开机 光驱 声音 京东 解决 解决,neg,"[(0, 0.017894601), (1, 0.8924556), (2, 0.01794108), (3, 0.017874729), (4, 0.017913556), (5, 0.017970908), (6, 0.017949509)]",1
这款本装肯定不行必须升级，而华硕提供的主板驱动都是的，没有系统的驱动，问客服只能从官网下，去官网下打不开页面，刷新多次才行，打开靠运气。如果没预装可以让客户选择购买呀太懒了也！,款本 肯定 不行 升级 华硕 提供 主板驱动 系统 驱动 客服 只能 官网 网下 打不开 页面 刷新 打开 运气 预装 客户 选择 购买 太懒,neg,"[(1, 0.8395189), (2, 0.13059646)]",1
奥特蓝星的音箱比我想象中的差，声音较小，不知道是不是我没调整好！,奥特 蓝星 音箱 想象 声音 调整,neg,"[(0, 0.02046302), (1, 0.8771658), (2, 0.020502454), (3, 0.020466236), (4, 0.020478046), (5, 0.02045504), (6, 0.02046936)]",1
华硕装了太多软件在里面，影响开机速度！正版的系统用起来不习惯，打算换成!那么高的配置用起来还没有我原来那台老台式的快（2200+1 768)不知道是什么原因造成的？,华硕 软件 影响 开机 速度 正版 系统 习惯 打算 换成 配置 台式 原因,neg,"[(0, 0.010240157), (1, 0.7320028), (2, 0.010244021), (3, 0.010222718), (4, 0.010237731), (5, 0.010234837), (6, 0.21681774)]",1
"整机左边都有点热,口设计也不是很合理,右边应该也设个口,装系统比较麻烦点,下驱动费时间.",整机 左边 设计 右边 个口 系统 麻烦 驱动 费时间,neg,"[(0, 0.014319109), (1, 0.014329707), (2, 0.51702064), (3, 0.014302518), (4, 0.014327375), (5, 0.014313467), (6, 0.4113872)]",2
"不是键盘左边热,是整机左边都有点热,口少了点,设计也不是很合理,口都在左边,相信大多数人都是右手用鼠标,鼠标线还要转一圈到右边",键盘 左边 整机 左边 设计 左边 右手 鼠标 鼠标 一圈 右边,neg,"[(0, 0.011971274), (1, 0.011959949), (2, 0.011958118), (3, 0.011919871), (4, 0.011950955), (5, 0.011926922), (6, 0.9283129)]",6
键盘左边真的很热。。。。,键盘 左边 真的,neg,"[(0, 0.03575625), (1, 0.03574369), (2, 0.035813186), (3, 0.035817757), (4, 0.035850853), (5, 0.03600914), (6, 0.78500915)]",6
12寸感觉是小了点，眼睛不好的酌情考虑哟。仍旧感觉是鸡肋，食之无味弃之可惜！,感觉 眼睛 不好 酌情 感觉 鸡肋 食之 无味 弃之可惜,neg,"[(0, 0.014328708), (1, 0.014348508), (2, 0.014335142), (3, 0.014308193), (4, 0.9139369), (5, 0.014340675), (6, 0.014401866)]",4
驱动较为难装，去网站下载后的声卡，驱动依然不能使用，最后需要使用驱动精灵来帮助安装，问题已经自己解决了。。,驱动 网站 下载 声卡 驱动 依然 驱动 精灵 安装 解决,neg,"[(0, 0.01299866), (1, 0.013027114), (2, 0.013032236), (3, 0.0129946545), (4, 0.013020109), (5, 0.012999732), (6, 0.9219275)]",6
看电影有时会黑屏，动一下鼠标就没事了，不知道从哪进行节能设置。,电影 黑屏 鼠标 没事 节能 设置,neg,"[(0, 0.020613253), (1, 0.020568356), (2, 0.020541158), (3, 0.020604808), (4, 0.3829737), (5, 0.020554388), (6, 0.51414436)]",6
散热系统比以前差多了 3小时烫手     到京东   说道多   检测耽误15个三包日 ，没法   到国家质检总局  也不了了之。   显示屏也差。 遇到个次品，无语。,散热 系统 小时 烫手 京东 说道 检测 耽误 三包 没法 国家 质检 总局 不了了之 显示屏 次品,neg,"[(0, 0.8246116), (1, 0.1331904)]",0
无光驱，1内存太小，真烂，开机连我老公这个慢性子的人都受不了，电池太不顶用了，快递也差，说北京24小时送货，实际我等了3天,光驱 内存 太小 真烂 开机 老公 慢性子 受不了 电池 顶用 快递 北京 小时 送货,neg,"[(5, 0.9424386)]",5
续航时间略显不足，但也还可以接受了。显示效果差，只适合文字处理上网。图像处理严重不足。,续航 时间 略显 接受 显示 效果 适合 文字处理 上网 图像处理 严重不足,neg,"[(0, 0.011967094), (1, 0.011944368), (2, 0.011949705), (3, 0.011932129), (4, 0.011956894), (5, 0.01198369), (6, 0.9282661)]",6
就一个分区 还有10的隐藏分区，哎 不过现在的本都这样，硬盘一定要换一个大的,分区 隐藏 分区 硬盘 要换,neg,"[(0, 0.023837663), (1, 0.023849891), (2, 0.8567857), (3, 0.023875698), (4, 0.023842234), (5, 0.023890281), (6, 0.0239185)]",2
内存小了点，不过加2百多可以加条2的，普通是够用的了。原配电池比较不耐用，电量可以再购买9芯电池来拓展。,内存 百多 够用 原配 电池 耐用 电量 购买 电池 拓展,neg,"[(0, 0.013028454), (1, 0.01301326), (2, 0.013018686), (3, 0.01300502), (4, 0.013005894), (5, 0.92191994), (6, 0.0130087035)]",5
为什么不预装？硬盘初始分区只有一个，此产品的工程师自己不用电脑？,预装 硬盘 初始 分区 产品 工程师 不用 电脑,neg,"[(0, 0.01590095), (1, 0.015922124), (2, 0.9045259), (3, 0.015900338), (4, 0.015905455), (5, 0.015910689), (6, 0.015934516)]",2
商品本身没什么问题，不过京东商城的配送服务要提高质量了，原本用的，商城疏忽给我改成快递了。好在交易结束后退还了邮费。,商品 没什么 京东 商城 配送 服务 提高质量 原本 商城 疏忽 改成 快递 交易 结束 后退 邮费,neg,"[(0, 0.70959973), (4, 0.11206418), (5, 0.14461958)]",0
壳那条装饰的东西衔接的不平整，功能键处手指按下去有浮动，屏幕应该还可以升级为屏幕，4芯电池果然不是很耐用，最高性能时候只有一个小时，其他的到也没什么不好的了。,那条 装饰 东西 衔接 平整 功能键 手指 浮动 屏幕 升级 屏幕 电池 耐用 性能 小时 没什么 不好,neg,"[(0, 0.87859434), (1, 0.081559196)]",0
2拖还是有点吃力的，后盖里面金属框架确实有点像翻新的，寒一个。,吃力 金属 框架 确实 有点像 翻新,neg,"[(0, 0.020451378), (1, 0.020437343), (2, 0.8773405), (3, 0.020432765), (4, 0.020448055), (5, 0.02043793), (6, 0.020452011)]",2
系统用起来不熟练；,系统 熟练,neg,"[(0, 0.047705952), (1, 0.04777215), (2, 0.047813695), (3, 0.047729198), (4, 0.047707208), (5, 0.047759842), (6, 0.71351194)]",6
4. 驱动难找：这是  一贯、联想也一贯的问题，两者加起来就是非常、非常吃力。联想提供的驱动都有问题，从  上费力找到一个通用无线和通用以太网卡驱动，手工搞定，折腾一大半天,驱动 一贯 联想 一贯 吃力 联想 提供 驱动 费力 找到 通用 无线 通用 以太网卡 驱动 手工 搞定 折腾 大半天,neg,"[(1, 0.9570114)]",1
硬盘只有一个区，为什么呢，而且在下载更新时，竟然说联想在改变软件更新的方式，不能更新，不明白。,硬盘 下载 更新 联想 改变 软件 更新 方式 更新 明白,neg,"[(0, 0.013026616), (1, 0.013061361), (2, 0.013039043), (3, 0.0130051235), (4, 0.92183936), (5, 0.012998639), (6, 0.0130299125)]",4
唯一不足是送的东西中少了原装包，让我怎么拎啊？而且一直没有人主动联系我什么时候补送，好象没有这回事似的，令人遗憾！,唯一 东西 原装 主动 补送 回事 令人遗憾,neg,"[(0, 0.01800324), (1, 0.01807848), (2, 0.017944582), (3, 0.017941333), (4, 0.89214283), (5, 0.017925141), (6, 0.017964387)]",4
1、预装的系统默认一个分区，拿到联想去问也说改不了，只能再压缩出一个盘来，是这样的吗？2、系统运行有点慢，是预装的东西太多了吗？3、功能键在最左下角，常常按错，也许是还没用惯。,预装 系统 默认 分区 拿到 联想 改不了 只能 再压缩 盘来 系统 运行 预装 东西 功能键 左下角 也许 没用,neg,"[(1, 0.9546845)]",1
我以前买过也见到新笔记本都有屏幕保护膜，这次没有，不会是返修或用过的吧，肯请大家告诉你们也是吗？,买过 见到 笔记本 屏幕 保护膜 返修 用过 肯请 告诉,neg,"[(0, 0.014342123), (1, 0.01434828), (2, 0.0144313015), (3, 0.014353125), (4, 0.91374564), (5, 0.014313609), (6, 0.014465871)]",4
右手腕那里有一个口，貌似读卡器扩展口，没盖板，难看。,手腕 貌似 读卡器 扩展 盖板 难看,neg,"[(0, 0.020447731), (1, 0.02047313), (2, 0.020462576), (3, 0.02045904), (4, 0.020580072), (5, 0.87699187), (6, 0.020585584)]",5
内存太小，偶配了2根“金条”，目前兼容。但不知道是内存不兼容还是什么，有时会听到硬盘“咔咔”运行的声音。预置系统下是2007试用版，偶自装2003，则每次启动弹出正版增值计划窗口，很麻烦！,内存 太小 金条 兼容 内存 兼容 听到 硬盘 运行 声音 预置 系统 试用版 偶自 每次 启动 正版 增值 计划 窗口 麻烦,neg,"[(1, 0.070090026), (2, 0.89731747)]",2
1、货源紧张，6月19号下的单，27号才到,货源 紧张,neg,"[(0, 0.047728382), (1, 0.047728002), (2, 0.7135073), (3, 0.047727853), (4, 0.047728136), (5, 0.047728147), (6, 0.04785221)]",2
就是这次的送货员态度有点不好，可能是因为忙吧，希望以后不管怎么，能好好说话,送货员 态度 不好 是因为 希望 不管怎么 好好 说话,neg,"[(0, 0.015908357), (1, 0.01592949), (2, 0.015906457), (3, 0.16292995), (4, 0.015909705), (5, 0.75750107), (6, 0.015914924)]",5
镜面的容易留指纹，休眠后开机老出问题，可能是备份的问题，还没搞懂,镜面 指纹 休眠 开机 备份 搞懂,neg,"[(0, 0.020454714), (1, 0.020464476), (2, 0.87726384), (3, 0.020442031), (4, 0.02043494), (5, 0.020445392), (6, 0.02049465)]",2
散热不咋地 这个说法是和系列的比较,散热 不咋地 说法 系列,neg,"[(0, 0.028712591), (1, 0.028626328), (2, 0.028655838), (3, 0.028601477), (4, 0.82813233), (5, 0.028643362), (6, 0.028628055)]",4
预装的速度让人不爽 而且键盘感觉有点软 外壳感觉不是那么结实 好像很薄一样,预装 速度 不爽 键盘 感觉 外壳 感觉 结实 好像,neg,"[(0, 0.0143162), (1, 0.014356109), (2, 0.014362312), (3, 0.01432954), (4, 0.24336293), (5, 0.014350145), (6, 0.6849228)]",6
"黑边太大,屏幕还可以再大些,没有光驱,送的瑞星还是光盘版的,内存条需要自己装,系统太不好用,跟很多软件都不兼容.没有触摸板不太方便.还有就是只有一个分区有点郁闷.",黑边 太大 屏幕 大些 光驱 瑞星 光盘版 内存条 系统 不好 软件 兼容 触摸板 分区 郁闷,neg,"[(5, 0.67840284), (6, 0.27674446)]",5
内存小，才1，不是独立显卡，无摄像头，硬盘不是320。接口布局不是很方便，不过要像普普那么布置的话，估计散热不好。要追求独立显卡、摄像头的，又不是这个价格了。系统用着很不爽。,内存 独立 显卡 摄像头 硬盘 接口 布局 普普 布置 估计 散热 不好 追求 独立 显卡 摄像头 价格 系统 不爽,neg,"[(2, 0.33317336), (5, 0.5196922), (6, 0.118477814)]",5
"硬盘分1个区实在无法接受。随机的1内存上很吃力，加了2后飞快。 下无法分区，分区软件都不兼容，没办法换回了,预装了一个没用的系统。",硬盘 个区 实在 接受 随机 内存 吃力 飞快 分区 分区 软件 兼容 办法 换回 预装 没用 系统,neg,"[(2, 0.18774), (6, 0.77247375)]",6
