Unnamed: 0,发表时间,作者,评级,标题,内容,fenci,sentiment
,2024-06-16 20:07:43,希区柯克的交叉蒙太奇,1,好讨厌哔哩哔哩也学别人搞信息茧房,天天推送一类内容，我都点不感兴趣了还推送我也是无语了。哥们儿,推送 内容 推送 无语 哥们儿,正面
,2024-06-16 19:46:38,过桥的熊,1,b站全家死绝的摇一摇,垃圾,垃圾,负面
,2024-06-16 19:14:06,xxxf g h,1,差👎,现在这种软件搞得是什么？广告满天飞。稍微晃一晃就给我们跳进广告页面。观看效果极差。,软件 广告 一晃 跳进 广告页面 观看 效果 极差,负面
,2024-06-16 18:46:00,价格相对于今年,1,淘宝是收购你了嘛？,打开站天天自动弹开，淘宝真无语,打开 动弹,负面
,2024-06-16 18:26:17,伊蕾娜的旅途,3,😅,追番全是绯红之王,追番 全是,正面
,2024-06-16 18:00:11,12899号的改变都能做,1,推荐恶心,（该条评论已经被删除）我对明星绯闻，以及广告不感兴趣,评论 删除 绯闻 广告,负面
,2024-06-16 17:47:04,WQ不止,1,开屏摇一摇广告，会员权益变更,开屏的摇一摇广告巨讨厌，会员的币券也不能给自己充电了,开屏 广告 讨厌 会员 币券 充电,负面
,2024-06-16 17:00:08,jwteng,1,开屏广告,开屏也开始加入摇一摇弹广告了，必须1星,开屏 广告,正面
,2024-06-16 15:51:43,荔枝二号,1,广告太频繁,应用切换频繁的显示广告，误触广告，真的烦人,切换 频繁 显示 广告 误触 广告 烦人,负面
,2024-06-16 15:28:34,粽子渣,1,跳转广告恶心死人,开屏广告怎么不跳转到设计者你母亲的棺材链接啊？,开屏 广告 跳转 设计者 母亲 棺材 链接,正面
,2024-06-16 15:22:13,爱玩手机88,1,广告弹窗,点击打开，会直接跳转到购物，每次都以为点错了，差劲👎,点击 打开 跳转 购物 点错 差劲,负面
,2024-06-16 14:32:07,ehhsjehw,5,哔哩哔哩,特别好，真的特别喜欢看，别的什么软件都不看，就看站,喜欢 软件,正面
,2024-06-16 13:58:49,。。。。--,1,呵呵,切出去以后再回来，必会跳转到京东或者淘宝，而且明明点了“取消”，这推广费非得赚得这么难看吗,切出去 回来 跳转 取消 推广 难看,负面
,2024-06-16 13:38:44,我就不信和我重名,2,越来越像微博了,拜托你是个视频软件能不能不要在热门视频上面放热搜话题啊，看的真的很难受，像是口罩缝在了西装上让人别扭和难受😅😅,视频 软件 热门 视频 放热 话题 难受 像是 口罩 缝在 西装 别扭 难受,负面
,2024-06-16 13:28:51,舟行啊舟行,5,很好,环境还算好，审核也没四，不明生物也会被处理,环境 审核 不明 生物,负面
,2024-06-16 13:23:45,吴双磊,3,为什么平板越更新清晰度越差更新一次差一次,（该条评论已经被删除）能不能改回来,评论 删除,负面
,2024-06-16 13:09:26,g94188,1,垃圾,垃圾软件老是跳转广告,垃圾 软件 跳转 广告,负面
,2024-06-16 13:03:40,b站8年＋大会员用户,1,垃圾广告,现在站切个后台回来就是开屏广告，应用内也是各种软广告真恶心，前两年国家整治不敢露头，现在又开始搞这些了。乌烟瘴气就该狠治一波。,后台 回来 开屏 广告 广告 恶心 国家 整治 露头,负面
,2024-06-16 12:47:10,54554343436467才开始玩,1,打开手机倾斜一下就跳商城,垃圾软件，打开手机倾斜一下就跳商城，打开手机倾斜一下就跳商城，打开手机倾斜一下就跳商城，打开手机倾斜一下就跳商城，打开手机倾斜一下就跳商城,垃圾 软件 打开 手机 倾斜 打开 手机 倾斜 打开 手机 倾斜 打开 手机 倾斜 打开 手机 倾斜,负面
,2024-06-16 12:30:24,小何1456,3,京东广告软件嘛,进一次就自动打开京东,打开,正面
,2024-06-16 12:26:54,Sfdzsddxddasfffsaasxf hb,1,点开就跳淘宝,这广告也太司马了,广告,正面
,2024-06-16 12:20:57,Lil r0cky,1,摇一摇广告太恶心,能不能不要搞摇一摇广告啊！,广告,正面
,2024-06-16 12:12:06,jialuilouwabg,1,差评,（该条评论已经被删除）广告多的让人恶心,评论 删除 广告 恶心,负面
,2024-06-16 12:12:05,ranxiang,1,疯狂的自动弹窗广告,站你要疯 6用户最近被弹窗广告闹腾的考虑卸载了 自重吧站,用户 弹窗 广告 闹腾 卸载 自重,负面
,2024-06-16 11:46:09,Niuniuba,1,能不能把扭一扭广告去了,能不能把扭一扭广告去了,广告,正面
,2024-06-16 11:16:36,夜里了,1,恶心的广告,即使你充会员也无法跳过恶心的开屏广告,会员 恶心 开屏 广告,负面
,2024-06-16 10:12:32,gundamif,1,你这开屏跳转哪个天才设计的,有点震动就跳转，我大会员也年年冲了，设计这种有点震动就跳转的开屏广告有意思吗？昨天开手机对照视频攻略打游戏，进了10几次京东，太恶心了。,跳转 会员 跳转 开屏 广告 手机 视频 攻略 恶心,负面
,2024-06-16 10:05:11,1245868657668569856845,1,开屏广告吃相难看,就天天看广告了,广告,正面
,2024-06-16 09:57:34,ricky12364～,1,开屏广告真恶心,现在切个后台回来也加开屏广告，穷疯了？大会员不打算续费了,后台 回来 开屏 广告 会员 打算,负面
,2024-06-16 09:54:56,这个应用挺好的😄,2,Ipad不能看短视频,抖音看短视频很爽，哔哩哔哩的短视频却只能在手机上看，版本还有短视频入口,视频 很爽 哔哩 哔哩 视频 只能 手机 上看 版本 视频,正面
,2024-06-16 09:50:29,Fcjjddt,1,犯的什么病，锁屏后台听视频，没过一分钟解锁就跳到广告了,什么时候倒闭呢，我年度大会员天天被恶心成这样，真不如一根•ᴗ•💧,倒闭 年度 会员 恶心,负面
,2024-06-16 09:20:30,浅清颜,1,开屏广告,（该条评论已经被删除）你站要是活不起了就死了算了，几秒钟切个屏回来就进开屏广告？试了很多次，每次都进广告，有什么大病吧？,评论 删除 算了 几秒钟 回来 开屏 广告 广告 大病,负面
,2024-06-16 08:31:07,lumiacolor,1,广告？,（该条评论已经被删除）真广告也太频繁了吧,评论 删除 广告 频繁,负面
,2024-06-16 08:18:03,你啊擦擦擦13213,1,别下载了。,全是买课的，优质视频已经消失了？全是答辩视频,全是 买课 优质 视频 消失 答辩 视频,正面
,2024-06-16 08:07:44,马小奋,1,什么垃圾产品质量，崩溃太多了,这是一家上市公司的品控么？每次用都崩溃？多年前还在某技术大会上和次站的小伙伴交流过，觉得站也是很厉害的，结果现在用起来真闹心……要不是用户体验太差了，我才懒得过来这反馈，我就是来吐槽一下……,的品 控么 崩溃 技术 大会 次站 小伙伴 交流 厉害 闹心 用户 体验 懒得 反馈,负面
,2024-06-16 07:54:54,bootsao,1,没事弄什么摇一摇广告，真恶心,越来越不堪了,不堪,负面
,2024-06-16 05:33:19,lemonlo,1,差评,打开老是跳转到淘宝 烦死了,打开 跳转 烦死,负面
,2024-06-16 04:39:35,ㅕ더야요놑,1,开屏摇一摇广告加切屏广告,谁研究的，开屏摇一摇广告加切屏广告！也不积功德！我祝愿子孙满堂，不孕不育！,开屏 广告 广告 功德 祝愿 不孕 不育,正面
,2024-06-16 03:24:26,南小濡,1,简直是丧心病狂,（该条评论已经被删除）打开站还没反应过来就跳转到淘宝了，这种垃圾软件行为苹果商店是怎么审核上架的？,评论 删除 打开 跳转 垃圾 软件 苹果 商店 审核 上架,负面
,2024-06-16 02:56:38,dnsjdbw,1,广告广告一堆广告,该有的没有 用很久了很多动漫没得看就不定会员了 现在广告满天飞,很久 动漫 没得 会员 广告,负面
,2024-06-16 02:03:25,djfjvjngg,3,老用户关于淘宝广告的抗议,十几年了，站，现在广告满天飞，各种强性软性强制进入购物，618 双十二前重灾区 ，支持阿接广告，但别硬弹和挂在特容易点到的地方啊…..最近我挂个画中画回去一次弹一次淘宝…………提点意见..短视频比重越来越重，担忧很多优质都做不下去内容…不要跟短视频平台越来越同质化了 。记得小学时候一开始站要答题，站用爱发电，氛围好，也没广告，现在会员年年冲，给充电，在站买周边，都在支持，广告这么飞不如搞个付费去广告咯，主们哪天要是都走了，我必将头也不回,广告 强性 软性 强制 购物 重灾区 支持 广告 硬弹 点到 地方 画中画 回去 意见 视频 比重 担忧 优质 内容 视频 平台 同质化 记得 小学 答题 站用 氛围 广告 会员 充电 支持 广告 付费 广告 主们,负面
,2024-06-16 00:51:54,1429617823,1,16.6.1系统，更新之后进不去了！？,离谱，软件越更新越呆，越更新越卡顿,离谱 软件,正面
,2024-06-16 00:48:34,遗失悔,1,真的越来越垃圾,每天一打开自动给我跳转到京东，真是有病，站等级6级我现在要删了，垃圾玩意滚,打开 跳转 垃圾 玩意,负面
,2024-06-16 00:16:09,过百万,1,恶心,只要切到桌面，从后台打卡都有广告，现在吃相真的难看,桌面 后台 打卡 广告 难看,负面
,2024-06-15 23:43:36,露西亚呀呀呀呀,1,沙碧开屏广告 卸载了,切屏都弹广告 没地方关 真的恶心,广告 地方 恶心,负面
,2024-06-15 23:39:54,司君无语子,5,差评,明明是哔哩哔哩，结果内容跟哔哩哔哩显示一模一样，很多动漫还搜不出来，差评，简直无语到极致,哔哩 哔哩 内容 哔哩 哔哩 显示 动漫,负面
,2024-06-15 23:36:24,昵称怎样改才能不重复,1,鲨鼻开发人员,一群饭桶工程师，动不动三天两头都在更新，更新宁🐴呢，鲨鼻一样,饭桶 工程师 鲨鼻,负面
,2024-06-15 23:19:03,学好物理…..,5,跳跳学长我超爱,物理课真好,物理课,正面
,2024-06-15 22:26:52,撤 硕 之 主,2,你更新个寂寞,越更越奇怪，遍地走，能不能别拿用户做实验😅我就想正常看个视频怎么你了😅,奇怪 遍地 用户 视频,负面
,2024-06-15 20:53:26,画面和剧情都挺走心的。摇杆不太舒适，动画略长,1,一个视频app用起来手机发热严重不知道为啥,用着手机烫手啊…一个视频功耗那么高的吗😂,手机 烫手 视频 功耗,正面
,2024-06-15 20:48:07,bazooka。,1,垃圾软件全是广告,一切出去再切回来直接弹到软件广告 难绷,回来 软件 广告,负面
,2024-06-15 19:50:57,孤独久了会变疯,1,吃相太难看,不开大会员，就在画面边上一直显示（成为大会员）这几个字，挡着一点画面恶心着你！想钱想疯了吧，这种招式都用出来了？,开大 会员 画面 显示 会员 画面 恶心 招式,负面
,2024-06-15 19:44:55,66629719,1,b站已经让我失望太多了,越来越多的广告，越来越差的风气，还有一到购物节，打开站啥也没干就跳转到京东淘宝，已经彻底失望了….,广告 风气 购物 打开 跳转 失望,负面
,2024-06-15 19:10:06,UREEIRO,5,阿,站真神,真神,正面
,2024-06-15 18:52:17,小虎牙丶的爱,4,开屏广告,如果把开屏广告取消就好了,开屏 广告 取消,负面
,2024-06-15 18:46:11,音游王,1,能不能不要再用AI审核了？不会审核可以不审,所有平台中就数你删评论删的最离谱，最有花样，删了也不通知就悄悄地删了，还有一些评论仅自己可见，骂人引战阴阳怪气的言论不删，理性讨论的大段言论特别容易被删，你站现在这个平台环境比贴吧里面最恶臭的孙笑川吧还差是可以说的吗？ -----------------------------------------------------------------------------------------  开发者回复：小伙伴的评论情况如果出现被删除或不能显示，建议您可以尝试一下申诉哦~如果您的评论核实无问题会帮您恢复哒~链接（://../5//）成功与否都会在24内会在系统通知给您反馈哒~有劳小伙伴啦,平台 评论 离谱 花样 通知 评论 骂人 引战 言论 不删 理性 讨论 大段 言论 被删 平台 环境 比贴 恶臭 开发者 回复 小伙伴 评论 情况 删除 显示 申诉 评论 核实 恢复 链接 成功 内会 系统 通知 反馈 有劳 小伙伴,负面
,2024-06-15 18:34:00,举报美团32114,1,举报了,开屏广告这么恶心，居然没政府整治一下,开屏 广告 恶心 政府 整治,负面
,2024-06-15 18:29:39,亚斯茗,1,广告广告还还广告,怎么越来越多司马恶心的广告,恶心 广告,负面
,2024-06-15 18:28:31,）@m,3,我喜欢哔哩,但是发现最近主页广告太多了，很影响我继续看它…,发现 主页 广告,负面
,2024-06-15 18:26:10,美团老祖宗,1,垃圾,垃圾,垃圾,负面
,2024-06-15 18:08:54,15486764861378,1,特地来给你评论 天天弹淘宝京东广告 真有你的,动一下就弹动一下就弹 谢谢你 给你一分鼓励,弹动 鼓励,正面
,2024-06-15 17:37:33,Flyoutsan,2,广告太多,广告过多，尤其是618期间，切个屏再回来也弹,广告 回来,负面
,2024-06-15 17:15:58,喵喵山,5,适合年轻人,内容丰富，主们非常有才,内容 主们,正面
,2024-06-15 17:14:13,夏帅顶呱呱,1,垃圾，开屏摇一摇跳转第三方广告,垃圾,垃圾,负面
,2024-06-15 16:57:38,fichcwicehub,1,用了两年了，有些恶心人的问题,如果不在后台清理站，有时一打开加载界面，上个视频的声音就在播放，恶心人,后台 清理 打开 加载 界面 视频 声音 播放 恶心,负面
,2024-06-15 16:16:55,骑龟撵兔子,3,开屏广告烦的要死,一切就看一次广告,广告,正面
,2024-06-15 16:01:43,我是散兵兵的主人,5,感谢你让我从原神小萌新变成大佬,非常喜欢爱死了，每到周六就迫不及待想看,喜欢,正面
,2024-06-15 15:37:20,一炮崩飞你,1,狠狠的碎了,你个小垃圾,垃圾,负面
,2024-06-15 14:48:27,对b站彻底失望,1,吃相太难看了,首页四个框一个广告链接一个广告视频剩下两个视频还可能是商单真有你的,广告 链接 广告 视频 剩下 视频 商单,负面
,2024-06-15 14:35:50,在风中吹,1,跟风竖屏，满屏推广,越来越恶心,恶心,负面
,2024-06-15 12:52:46,徐瑜💘💘,5,有件事一定要说,无法言语，这些东西也可以通过这些方式去爱一。,方式,正面
,2024-06-15 12:52:02,Billy Mar*ks,5,多少年了,别搞我家站。,别搞,负面
,2024-06-15 12:38:18,有hvv好,1,广告,真是要了命了切个屏都会蹦出广告，关闭跳转功能又会跳点一点广告，开会员都没有用，你们赚钱我真不羡慕，心真的太黑了,蹦出 广告 关闭 跳转 功能 广告 会员 赚钱 羡慕,正面
,2024-06-15 12:13:37,ぁ董玉华,5,要不然某音某手盗什么盗）但是特别烦的就是那群小学生,，守护全世界最好的坤坤。,守护 全世界,正面
