content,fenci
别人说村超被业余联赛踢爆你就说热爱 别人说热爱你就说国足垃圾不配讨论。 就国内一年上千万高考人数千军万马走独木桥的情况 基础的青年联赛没人重视 普通家庭供养不起孩子踢球 从小砸锅卖铁去踢了球进不了高级联赛反而把身体踢废 有门路的回家还能找关系做个体育老师混一辈子，没门路的回老家带着一身伤打螺丝都没人要。拿头去跟那些足球氛围浓厚不上学要靠踢球发家致富的国家去比啊。但凡这种话题能持续下去让更多人重视一下都是好的 而不是时不时把国足拉起来鞭下 蹭下热度。,业余 国足 垃圾 人数 独木桥 情况 基础 普通家庭 孩子 踢球 身体 门路 回家 关系 体育老师 门路 回老家 螺丝 足球 氛围 上学 踢球 国家 话题 国足拉 热度
国足被骂了那么多年，但是有用吗,国足
这国家的足球很厉害，连村队都有国家队的水平,国家 足球 村队 国家队 水平
村超激情四溢,激情
农村包围城市,农村 城市
我知道你为村超骄傲，也觉得村超营造了国足这几乎十年内都没达到的影响力，但是你这标题这样写很容易引起冲突，“其水平远超国足”，谁都知道国足水平低十几亿人发展不起来足球，足协一群吸血虫抓都抓不完，骂声一片没人反驳因为事实如此，但我们不能说与事实不符的东西，竟然也有别人跟你说了职业和半职业业余的区别，你就该知道，扭曲事实反而容易给村超招黑破坏了现在这个纯粹的足球环境，互联网你把握不住，咱们就宣传宣传村超近况分享一下足球氛围别搞对立，我已经很理智了，我很羡慕贵州能搞出这样的氛围，也很想来看看，但是把纯粹的足球带到肮脏的互联网本来就得承受质疑，你还搁这搞对立，贬低国足可以，但千万别说假话，有心人会抓住尾巴,国足 影响力 标题 水平 国足 水平 足球 吸血虫 骂声 事实 东西 职业 职业 业余 区别 事实 足球 环境 互联网 近况 足球 氛围 理智 贵州 氛围 足球 互联网 假话 有心人 尾巴
所谓的专业去年输给甘肃泾川文汇，今年又高高在上贬低村超了,专业 甘肃 泾川 文汇
是怎么说出“不道德”这种话的在体育上的专业不意味着站在道德制高点。说到底，在不喜欢球的人看来，不过就是一场体育游戏罢了，前面加再高的级别都不能吸引不喜欢的人去看。都是凭着一股子热爱的话，谁比谁高贵呢除非有的人凭的不是热爱，而是其他。,专业 道德 制高点 游戏 级别 人凭
要是国足能踢成这样我就信国足的话了哈哈哈,国足能 信国
国家队除了张玉宁家有钱外，其他都是平民出身，随便举个例子，前国家队的蒿俊闵是湖北黄陂农村的，踢得好一路保送。至于村足，看看热闹就好。像中国这样的大国，发展足球也是从城市社区足球开始。,国家队 张玉宁 平民 例子 国家队 蒿俊闵 湖北 黄陂 农村 村足 中国 大国 足球 城市 社区 足球
笑死，海参吃到狗肚子里去了吧，还不如吃点猪蹄,海参 肚子 猪蹄
泪目了,泪目
国足，咱们别看科幻片,科幻片
一个国家的足球运动想要有长足的发展就是需要这样的基础   这样的热爱    我觉得世界上每一个足球强大的国家都是这样的吧,国家 足球运动 基础 世界 足球 国家
专业我知道了，煮海参最专业了。,专业 海参 专业
有句话就很中肯，霍金来了，都得敬两圈酒,中肯 霍金
折耳根比海参顶,耳根 海参
请问国足能打世界杯吗，不能打为啥还不解散,国足能 世界杯
不要说什么这个意义那个意义的，只要是人民喜欢的，他就有意义,意义 意义 意义
我支持董路。,董路
因为职业和非职业差异就是很大。,职业 差异
不能因为你不喜欢他，而刻意曲解他的意思。,曲解
他是因为非常了解村超和中超的差别到底在哪。,和中超
所以告知一些人事实是什么样子。,事实 样子
职业和非职业 用来类比 迈克尔杰克逊的舞蹈和广场舞有啥问题呢。,职业 杰克逊 舞蹈 广场
董路即使很大嘴巴。但是他真的在做事情。,董路 嘴巴 事情
我真不很理解他为什么会被曲解成这个样子。,曲解 样子
非法踢球,踢球
为什么啊，因为这里有的是对足球的热爱，而那里的热爱的除了足球都有,足球 足球
我们的足球圈已经烂透了，需要抓一批，枪毙一批,足球圈 烂透
国足是生意，村超是爱好,国足
 不是中国足球不好，是资本,中国 足球 资本
什么时候玩个运动也要专业了,专业
好个村级世界杯,村级 世界杯
说实话吧，中国足球人才肯定有，但是足协跟中超那边……唉,中国 足球 人才
其实很多外国参加赛事的队伍都不是职业的。。只有印度会专门去培养运动员,外国 赛事 队伍 职业 印度 运动员
村超别打赢国足了，先问能不能踢过同济大学校队吧,同济大学 校队
中国足球看村超 ,中国 足球
村超足球出贵州,足球 贵州
村超有这国足没有的激情，但是肯定打不赢国足，不管是体力还是技巧，但是看村超有意思些,激情 国足 体力 技巧
老是有人说，看过最近国足的比赛都不会这么说，怎么了国足什么时候值得骄傲了?成绩呢选手就知道买买买，成绩有吗最近比赛踢的好，那世界赛呢谁不知道啊，打压其他队，裁判一路保驾护航，球员自己下场买买买。,国足 国足 成绩 成绩 世界 保驾护航 球员 下场
希望中超球员继续保持，记住你们是专业的，。,球员 专业
看人家业余比那些专业踢得好就蚌埠住了吧，自己苦苦维护的高贵的“专业”形象被贵州村超轻易超越，这些人心里不知道有多恨呢，我们说运动不就应该是这样吗难道一个运动还分高低贵贱为什么国外的足球风气那么好，不管是城市还是乡下，西装革履的中年男人会踢，光脚穿粗布的孩童在踢，路过的人看到有人在玩足球都愿意去凑个热闹。而看国内，很多人嘴上骂着国足，事实上根本不懂球，没碰过球，地方非专业搞出较高水平足球却被叫停，非专业就不配踢足球吗我想这才是中国足球落后的原因，风气太不好，太多人置身事外当旁观者。泱泱大国，蹴鞠自战国时期出现，汉代盛行，你要说全中国找不出来会踢足球的人，我不信。,业余 专业 蚌埠 专业 形象 贵州 足球 风气 城市 光脚 孩童 足球 国足 过球 地方 高水平 足球 踢足球 中国 足球 原因 风气 旁观者 蹴鞠 战国时期 中国 踢足球
理智理智一点，村超无论是技术还是观赏性都不及中超的十分之一，中乙的一半，但是村民们对足球的爱无可否认也无法质疑总之，不要拿村超贬低我们的职业联赛，和我们的国家队,理智 理智 技术 观赏性 中乙的 村民 足球 职业联赛 国家队
我能理解你的意思，但“沦为消费国足的道具”或许也不是打架有意，毕竟是同一个运动。但凡有热爱、纯粹的因素，就自然能去“消费国足”。但坚定自己的科学发展道路是对的，村超、女足这些完全不需要去在意国足这个大男子主义的运动，该怎么踢怎么踢，时间长了大家意识提上来了，自然就不会再去拿一个烂组织跟他们去对比,消费国 道具 因素 消费国 科学 道路 女足 大男子主义 时间 意识
还是有一说一 国足解散 把那些钱拿来干点正事不是多好,正事
没有海参的足球不是好足球,海参 足球 足球
中国足球的未来在哪在土豆，在白菜，就是不在海参和鲍鱼,中国 足球 土豆 白菜 海参 鲍鱼
我踢了足球时，沙土地倒挂金钩一身土，浑身伤因为有梦想有机会在绿茵场地上自由的踢球机会太少了有这机会我们必然全力以赴,足球 沙土地 浑身 梦想 机会 绿茵场 踢球 机会 机会
不好意思这个才叫做体育精神。比海参足球高级太多了。喷子还是用键盘踢球吧。,体育精神 海参 足球 喷子 键盘 踢球
下次可不可以假期举办，外地人想去看,外地人
国足之前不就输给民间队了,民间
玩个游戏好玩才是关键,游戏 关键
哈哈哈哈 村超连中乙最底层的球队都踢不过 传递都能被打蒙 村超只能起到气氛作用 对足球进步有帮助吗有一点 但很少 因为参加的都是几十岁的老头子 而小孩子更不可能踢出去 别跟我说踢得好 村超所有水平加起来还不如17踢得好 喜欢村超可以 别拿村超和国足比 如果你比 那我只能说你不看球 你更不懂球 你只是在啃食村超的热度,中乙 最底层 球队 气氛 足球 老头子 小孩子 别跟我 水平 热度
远超国足也太扯了，纯纯在捧杀，人家好好的村超被你说的像炒作,超国
我把话撩着，足球的话，汉族血统真不行,足球 汉族 血统
国足相关协会以及无脑颜值拜金粉给爷，村镇里从小到大喜欢踢足球的人们无敌,协会 无脑 颜值 金粉 村镇 踢足球
村超从各方面讲都对中国足球有帮助，至少可以培养很大一批球迷，但是现阶段和职业比有点扯，希望村超也来越好，带动更多的国人喜欢上足球,中国 足球 球迷 职业 国人 足球
看了半天，还是觉得开头和封面好看，我喜欢,封面
足球在咱这纯粹就是个生意，不走高端哪来的大钱。所以，水平不一定多高，但是待遇一定要高。足协找村超，也是想丰富一下产品线而已。,足球 高端 大钱 水平 待遇 产品线
村超在用自己的兴趣，挑战别人说饭碗，自然就有人坐不住了。,兴趣 饭碗
。。。村超水平这么高怎么进中冠联赛被踢了个11:1，中冠是业余联赛,超水平 中冠 业余
村长也是真性情,村长 真性情
中国冰岛队,中国 冰岛
那体育不应该是包容的吗体育运动不是一个很有包容性的吗难道体育运动是只有有钱人才能做的某些人别太荒谬,体育运动 包容性 体育运动 有钱人 人别
我不知道国足怎么样，我只知道我原来的学校有一栋是足球学校的，那些大部分人素质超低，一点不喜欢他们,学校 足球学校 素质
村里人天天吃的都是山珍，我们国足的海参竟然做不到每人每天5斤，所以国足继续吃海参,村里人 山珍 国足 海参 海参
