content,fenci
村超确实体现了中国人民队足球的热爱，也为下一代中国足球的发展打下了基础，但竞技水平我实在不敢恭维，没有经受过专业训练的人组的队连中冠都踢不过的，这题目起的有点太外行了,确实 热爱
不专业 才很专业 应为纯粹的热爱,热爱
好奇村超是什么组织组织的,好奇
村超踢中冠(四级联赛，业余最高水平）都被干的妈都不认识，吹实力真没必要但村超这种基层比赛的热情对足球的热爱和青少年培养这种基础才是中国足球需要的根基，也是猪协最不重视的环节,热爱
搞这挺好的，顺便还能发展些旅游业，服务业,顺便
真以为技术好就高贵呢，说到底是表演给人看的，足球也好篮球也好，不管是世界杯还是没观众你啥也不是,高贵
两级号是大号没了么以为上面说村超踢的了中超这种憨傻言论就算了没想到蔓延到哔哩哔哩了还有这么多若智附和。,憨傻
客观而言，我也不信业余的能踢过专业的，但是我们吐槽的是技术吗，吐槽的是态度、黑幕、腐败、潜规则等等这些大家都心知肚明的东西，我觉得多搞搞村超就挺好的，能看到运动最本质的热血激情，至于中超和国足，来看他们努力吃海参吗,腐败 挺好 努力
不要用有自己的爱好挑战别人的专业，容易砸人饭碗,爱好
不要拿自己的爱好挑战别人饭碗，不然别人可能就没饭吃了,爱好
不说别的了快乐就完了,快乐
一个地区的经济跟知名度增长不会以一场球赛而增长，就好比你给小孩一把枪，给穷人一个亿，隐患很多的，一个地区的经济要的是平稳发展，在你们看来这真的是足球的事，这种看法太肤浅了,平稳 肤浅
不管专不专业，至少村超充满了对于足球的爱。这是中超比不了的。,充满
足泄的人接触过，只能说非常高傲。运动是大家的。,高傲
起码大家看的开心，热情高涨，在那里玩应该很快乐吧,快乐
当一个职业队被“粉丝”拿来跟业余对比，还要他们出来较量一下的时候，业余就已经赢了，职业已经没脸了。。中国成绩不好的运动不止足球，为啥只喷国足因为其他各种项目的工资加一起都没有国足高。。拿着顶尖的工资奖金，打着最差的成绩。。就好比一个业绩最差的销售员拿着销冠的待遇。。想想就可笑,最差 最差
足球永远都是需要热爱和激情的运动，水平不够可以去练，激情没了踢什么足球，国足没有这种激情,热爱
人家踢的是熱情，對足球熱愛超過了本身利益關係。,熱愛
国足委：村超很好，我宣布为将励广大群众对足球的热爱，将着时安排国足与村超的促进联谊赛。（结果：个人妄意安排不合理比赛，取消其任职）,热爱
中国足球的成绩对得起中国足球的环境，但凡一周踢两场稍微正规点点球，都说不出这么逆天的评论,正规
希望能够有更多为热爱而生的低级别联赛，但是从顶级联赛中超就是假球黑哨横生了，低级别联赛怎么一路混得过来,热爱
到现在还有人在扯18年冰岛队都业余球员如何如何，那麻烦去查下当时冰岛队的球员，都在那些球队效力我就这么说吧，大部分球员都是英超跟意甲效力，人家冰岛可是有成熟的青训体系甚至被认为是世界上最科学的青训体系，18年冰岛队那帮可是妥妥的冰岛黄金一代，一半的球员都在五大联赛效力，有的球员甚至是当赛季英超最佳，总身价超过了1亿欧元，你跟我说这是业余球员那怕是最玄幻的门将，虽然有导演的身份，可人家6岁就跟着当地的职业球队参考训练。你们不会真的世界杯这种舞台找一帮业余球员来踢吧，网络营销搞的爽文看看就得还真当真啊,麻烦 成熟 妥妥 玄幻
至少村超现在还是干净的，踢的是球，挣得是荣誉，,干净
一想到进少年队的那些小孩子，需要行贿才能选拔上，我就觉得根都坏掉了。哪里踢的是热情热爱热血踢的全是人情世故和生意来往。,热爱
村超氛围很好，很快乐，都乐在其中，但是说水平超国足，是不是没踢过球。。。标题党,快乐
没有利益羁绊，只靠热爱，是无法长久的:全中国一亿人里面找不出一个会踢球的，这是耻辱还是智障,热爱
没有利益的热爱你搁这搁这呢,热爱
业余的都比职业的厉害，男足脸都不要了,厉害
锅猪那是烧钱才能上场踢球，别人全村超用热爱上场踢球那能一样吗锅猪没钱就跑不动，跑得动还闲弃太少。说到锅猪就恶心,热爱
国足：只要把比我强的都禁了，我就是中国最强的,最强
把国足和村超做对比的，本身就是一笑话，村超是热爱，国足是什么,热爱
抛开水平不论，村超肯定有意思的多，人家是以热爱为前提，我建议奖品加贵州辣椒油，一人一瓶,热爱
专业吃海鲜自助，高工资足球队。男足真正实力足球员有吗全靠关系和砸钱进去的，有实力的和天赋的贫穷喜爱足的跟本进不去。帮足协洗脚的我劝你还是别洗了没人在乎丢了国家的脸而且还是国际比赛，这就是你们说专业他们不要脸国家还要脸呢,贫穷
中超好踢，输还不简单,简单
不要用你的职业脏了别人的爱好,爱好
未必不是一条出路，毕竟原来的路已经明显不通了，走走又何妨呢。,不通
拿钱上班和热爱相比,热爱
核心讲的是对足球的热爱和尊重，有的人偏要和专业比，中超怎么不和世界顶级足球队比呢，只敢窝里横是吧。,热爱 尊重 偏要
职业国足只有敷衍，农村足球才能看得出热爱,热爱
人家村超踢的是对足球的兴趣和热爱，某足那些踢的是什么狗屎，都是想着怎么买外围赚钱和踢黑球，还有最近的斯诺克不也是一堆演员搞外围。,热爱
毕业我们是业余的，热爱，开心就好,热爱
国安输给泾川，确实国安上的都是没见过的人，但是哪条规则也没规定国安不能上外援不能上主力，不管国安出于何种考虑上了预备队，你敢这样踢就要输的起，敢于承担输球的后果，不要又当又立,确实
就看看现在的青少年平时都在干什么，中国男足未来机会渺茫,渺茫
我再说最后一遍，不要拿自己的专业挑战别人的爱好。听到了吗男足，说的就是你。,爱好
我们的女足还是很厉害的，不行的只有男足,厉害
不说别的，现在中超能办的这么热闹吗踢的尼玛跟屎一样臭。伤了亿万中国球迷的心是一点都不知道，我早已经不支持国足了，从08年以后就再也没关注过中国足球。我宁愿去看台球也不会去看中国足球。,热闹
国足那些人只是把足球当做赚钱的途径罢了，真正热爱足球的孩子根本没有上专业赛场的希望,热爱
努力赢到的猪那还能下去嘴吃了吗,努力
足球如此昂贵的运动器材，是这些穷人能踢的吗，他们不配，在中国足球只有富贵人才踢得起,昂贵 富贵
热闹开心啊，就是在村里办办人家自己喜欢踢观众喜欢参与，碍的谁了。整个那么多的道德标杆干嘛，去世界杯是国足的事，关人家村里踢足球什么事，人家自己开心就够了。不愿看别看啊,热闹
村超的价值在于普及这项运动，让跟多的人喜欢参与到足球运动中来。有了群众基础才能更好的去建设梯队，提升水平和质量。村超的热情和火爆，对中国足球发展是很有益的。但是你们自媒体，要是真的喜欢足球，就不要把村超捧到他不应该有的高度上。中国足球已经很低谷，肉眼可见未来会更低谷，已经没有本钱让你们在嚯嚯了。,火爆
最烦那些憨皮些非要说什么意义论，非要业余和职业比专业水平。那就算你拿了世界杯又怎样，你就能长生不老了你就能全世界横着走了你做着普通人或者不是普通人，你迟早要死，干嘛不直接去死。,最烦
首先，热爱和专业还是有差距的，但是我觉得踢球的前提是热爱，如果只是赚钱的工具而不热爱这项运动，那一辈子也踢不出来。我们的体制问题决定我们大部分热爱足球的人没办法踢上职业，而职业的人又不那么热爱足球，所以才会导致这样的局面,热爱 热爱 热爱 热爱 热爱
把相声搞成文宣的主力 那就不对 足球也是个众乐乐的体育运动 搞臭了 还不许别人自己玩吗曲高和寡 不走群众路线 是足协一手造成 不是这个运动强弱的问题,乐乐 强弱
笑死，你这村超，厉害但是也不挣钱啊，人家踢球是专业的挣钱的，你这村超有啥好也不挣钱，还妨碍国家队挣钱，真的是太过分了，断人财路,厉害
对底层容忍不起来,容忍
你可以热爱一直球队，但记不住所有球员的名字。你也可以热爱一个故事，却记不住它的含义。你可以喜欢上一片花海，却记不住花海本来的颜色。热爱就是热爱，热爱是最纯粹的，热爱是自由的，热爱应当是没有任何压力的。,热爱 热爱 热爱 热爱 热爱 热爱 自由 热爱
别来职业指导，看的就是他们失误一大堆，偶尔的那惊艳一脚。,惊艳
你厉害就禁止你,厉害
烦不烦，我觉得这很好玩。去看看，去玩玩就得了。职业队来烦什么你跟职业的踢就得了。觉得这个好玩，就去看这个，觉得职业队好看就去看职业队。这有啥好比的,不烦
