Unnamed: 0,content,Unnamed: 2,综合评分,type,情感type,主题概率,主题类型
1333,最最 时间 太久 异味  轴距 乘坐  富裕  三个 一点 拥挤  日常 家用 续航 隔音 车漆,,4.88,0,neg,"[(0, 0.931254), (1, 0.031481907), (2, 0.037264068)]",0
1334,路上 感觉 信心十足 暂时 不合理 地方 感觉  充足 宽裕 漂亮 操控 方向盘 轻重   乘坐  储物  驾驶 视线  后备箱 续航 隔音 车漆,,4.63,0,neg,"[(0, 0.95510304), (1, 0.02260653), (2, 0.022290396)]",0
1335,减震 过坑 井盖 减速带 价格   稍微 一点  让给  座椅 排座位  后备箱 续航 隔音 车漆,,4.75,0,neg,"[(0, 0.02971227), (1, 0.028765753), (2, 0.94152194)]",2
1336,内饰 颜色 希望 能出 超长 续航 版本   后备箱 车长 轴距  二郎腿 续航 隔音 车漆,,5.0,0,neg,"[(0, 0.5165418), (1, 0.026449116), (2, 0.4570091)]",0
1337,在生活中 驾驶 驾驶  车子 整体  较大 储物  排放 东西 续航 隔音 车漆,,4.13,0,neg,"[(0, 0.046243165), (1, 0.42590275), (2, 0.527854)]",2
1338,拍下来 感受 要说 地方  高速 风噪 声音 一点  台车  一家 三口 油耗   平时 东西 动力 贴心 地方 不足 小储物  续航 隔音 车漆,,4.88,0,neg,"[(0, 0.95099795), (1, 0.022945678), (2, 0.026056387)]",0
1339,昂贵 时间 减震 感觉 偏硬 一点 过滤 路面 震感 效果  车身 宽大 内部 自然  三个 大人 宽松 后备箱  整体 感 续航 隔音 车漆,,5.0,0,neg,"[(0, 0.9559021), (1, 0.020603037), (2, 0.02349482)]",0
1340,地方 操控 顺手 轿车 原因 市区 掉头  外形 内部  宽阔  乘坐 驾驶室 富裕   续航 隔音 车漆,,4.88,0,neg,"[(0, 0.46423718), (1, 0.029209167), (2, 0.50655365)]",2
1341,办法 想要 配置 有点 旗舰 配额 只能 接受 了低 拿到  系统 一米 前 充裕 两拳 续航 隔音 车漆,,4.88,0,neg,"[(0, 0.026695928), (1, 0.025409624), (2, 0.94789445)]",2
1342,时间 车子 缺点 时间   一家人 动力 驾驶室  头部 腿部 充足 舒展 续航 隔音 车漆,,5.0,0,neg,"[(0, 0.5037475), (1, 0.040766295), (2, 0.45548618)]",0
1343,等车 订车 哥们 经历 电车 买车 订车 哪门子 说法 威马 汽车 有点 比亚迪 担心 汽车 电车 这块 异味  这款 车子 苦苦 两个  系统 体重 车子 乘坐 感觉 不到 压抑 车子 轴距 乘坐  亮点 尊贵 配置 主副 化妆镜 老婆 化妆 座椅 一体式 运动 座椅 包裹 四门 车窗 一键 升降 功能 时间 独立 空调 接口 小小的 储物格 手机 充电  扶手  感受  后备 容积 家里 小孩子 出行 东西 平时 婴儿车 带上 出差 垃圾 大大小小  支持 储物  油耗 家人 乘坐 评价 小孩 父母 五口  二郎腿 坐到  地板 全平 价格 续航 隔音 车漆,,5.0,0,neg,"[(2, 0.9887716)]",2
1344,行驶 高架桥 快速路 高速 情况 噪会 新车 昂贵 一点    车长 轴距  地面 平坦 位置 价格 续航 隔音 车漆,,4.63,0,neg,"[(0, 0.027058782), (1, 0.5480502), (2, 0.424891)]",1
1345,尾箱  有待 改善    三个 成年人 一点 拥挤   紧凑 颠簸 续航 隔音 车漆,,5.0,0,neg,"[(0, 0.03789604), (1, 0.035467383), (2, 0.9266366)]",2
1346,轮胎 轮胎 打滑 过分 大大降低 台车 总分 轮胎 档次 提升 好几级 刹车 偏软   油耗 家用 轿车 好多  亮点 年轻漂亮 符合 年轻人 审美 续航 隔音 车漆,,4.13,0,neg,"[(0, 0.015955538), (1, 0.013959155), (2, 0.97008526)]",2
1347,驾驶室 体积 原因 凑合   动力 上下班 通勤 一年 回家 两次 尾箱 相对来说 一点点 续航 隔音 车漆,,4.63,0,neg,"[(0, 0.8343433), (1, 0.023304123), (2, 0.14235257)]",0
1348,新车 开车 小心 几天 开车 习惯 察到 傍边 地方   宽大 颠簸  人性化 包括 储物 贴心 续航 隔音 车漆,,4.88,0,neg,"[(0, 0.9490327), (1, 0.02370115), (2, 0.027266147)]",0
1349,黑色 黑色 灰色   油耗 排比  亮点 凸起 家里 老婆 特别 有点 后备 容积 油耗 家人 乘坐 评价 一半 媳妇 油耗 续航 隔音 车漆,,4.5,0,neg,"[(0, 0.019826647), (1, 0.019619955), (2, 0.9605534)]",2
1350,提车 太久 时间   异味   价格  续航 隔音 车漆,,4.25,0,neg,"[(0, 0.07031512), (1, 0.053408097), (2, 0.8762768)]",2
1351,加油 发动机 声音 旗舰版 配置 窗玻璃  发动机 声音 加油 听见 后备箱 声音  车长 宽度 扭矩  做满 拥挤 续航 隔音 车漆,,4.63,0,neg,"[(0, 0.9598751), (1, 0.02082164), (2, 0.01930325)]",0
1352,用到 感觉 续航 不稳 一点 跟开 空调 关系   后备箱  两个  整体  续航 隔音 车漆,,4.63,0,neg,"[(0, 0.040962916), (1, 0.034387294), (2, 0.9246498)]",2
1353,有待 提高 地方 高速行驶  到位  平时 开车 父母 朋友 出去玩 反馈  充足 续航 隔音 车漆,,4.63,0,neg,"[(0, 0.94465137), (1, 0.026481414), (2, 0.028867234)]",0
1354,用车 过程 以下几点 自驾 出门 甘肃 车辆 行驶 公里 车辆 发动机 声音 增大 速度 车辆 发动机 声音 特别 参考 油车 发动机 声音 类似 摩托车 第一 时间 沟通 回复 车辆 故障 行驶 情况 间接性 发动机 声音 价格 只能 充电 行驶 西安 第一 时间 电脑 检查 行车 数据 故障 厂家 回复 情况 云南 地区 等待 升级 即可 行驶 过程 高德 导航 电流 换成 百度 地图 解决 头顶 眼镜盒 位置 有异响 暂时 未找到 系统升级 发动机 声音 逻辑 感觉 类似 卡罗 满电 情况 只能 保电 到达 速度 车辆 发动机 介入 提车 升级 体验 感差 比亚迪 升级 属实 搞懂  大汉 轻轻松松  后备箱 坐人   办法 电池 续航 隔音 车漆,,4.38,0,neg,"[(1, 0.9911683)]",1
1355,太太 太久 足足   家人 日常 乘坐 驾驶 需求 续航 隔音 车漆,,5.0,0,neg,"[(0, 0.041897416), (1, 0.26535073), (2, 0.6927518)]",2
1356,特别 实在 要说 外面 太贵  乘坐   续航 隔音 车漆,,4.75,0,neg,"[(0, 0.60890204), (1, 0.3417231), (2, 0.04937485)]",0
1357,刹车 新手 开车 紧张 很重 导致  两个 价格   家里人  身材 感觉 感觉 身材 魁梧 车子 坐上去 拥挤 这部 感觉 续航 隔音 车漆,,4.0,0,neg,"[(0, 0.023626244), (1, 0.020293064), (2, 0.9560807)]",2
1358,版本 提车 车主 强烈建议 升级 服务  四口 之家 颠簸 油耗 再多 不行 符合 定位 续航 隔音 车漆,,4.5,0,neg,"[(0, 0.02334001), (1, 0.023175437), (2, 0.95348454)]",2
1359,说实话 车标 有点 老气 横生 换成 比亚迪 品牌 表会 有点  相比 轿车 有点  功能性  高分 续航 隔音 车漆,,4.75,0,neg,"[(0, 0.9473442), (1, 0.025454137), (2, 0.027201721)]",0
1360,尊贵 电动 尾门 尾门 开关 打开 过后 系统 不高 女生 关门 困难 建议 全系 标配 电动门      乘坐     动力 续航 隔音 车漆,,5.0,0,neg,"[(0, 0.0188084), (1, 0.9627712), (2, 0.018420449)]",1
1361,抬头 显示 加装      大小 总体 续航 隔音 车漆,,5.0,0,neg,"[(0, 0.9075313), (1, 0.043430682), (2, 0.049038053)]",0
1362,机系统 特别 灵敏 有时候 唤醒 尾门 多种 方式 打开 驾驶 按钮 打开 手机 钥匙 操作 手动 开启 生硬 感觉 把手 伸进去 按动 脱手 开启 瞬间 感觉 压住 尾门 只能 开启   后备箱 五个 紧张 乘坐 体验 续航 隔音 车漆,,4.88,0,neg,"[(0, 0.62784183), (1, 0.3610063), (2, 0.011151922)]",0
1363,运气 不是太好 方向盘 轻微 滋滋 声音 关窗 低速 音乐 空调 听不出来 盖住 沟通 配件  全家 感觉   座椅 放平 平躺 睡觉 续航 隔音 车漆,,4.63,0,neg,"[(0, 0.01690494), (1, 0.96653116), (2, 0.016563889)]",1
1364,比亚迪 中控 异味 辣鸡 用车 第三天 路边 临时 停车 东西 回来 影像 王经理 中控 重启 新车 内心 崩溃 芯片 完美 一点 开车 第一天 感觉 好像 玻璃 雨滴 窗户 声音 本来 打算 声音 没了 回事  前  身子 尾箱 感觉 太小 能放  续航 隔音 车漆,,4.63,0,neg,"[(0, 0.9770883), (1, 0.011442248), (2, 0.011469539)]",0
1365,大坑 颠簸 车身 特别  起伏 后备箱 底盘 感觉 刹车  体重   尚可 储物   稍微 感觉 深度 续航 隔音 车漆,,4.25,0,neg,"[(0, 0.03006318), (1, 0.9408129), (2, 0.029123964)]",1
1366,驾驶 感觉 减震 异味 太差 大小 颠簸 地盘 悬挂 稍微 刹车 感觉 坐船 晃晃悠悠 刹车 顶脚 踩下去 感觉 反弹力 感觉 郁闷 方向盘 抖动 速度 沟坎 感觉 方向盘 悬挂 震动 共振 气味 新车 放在 仪表盘 记忆 每次 上车 设置 仪表盘 界面 能量 打火 仪表 界面 回到 初始 界面  系统 感觉 不到 局限 驾驶 位置 头部 两拳  两拳 储物  还好 扶手箱 位置 感觉 手机 合适 位置 无线 充电 手机 看不到 手机 屏幕 短信 微信 信息 侧门 储物  一瓶 矿泉水 绰绰有余  不稳 硬伤 还好 设置 两段 深度 同竟 阔裕 家用 勉强 出行 满载 考虑一下 物品 放置 手套  放置 隐私 物品 勉强 油耗 媳妇 手包 难看 异味 袖珍 续航 隔音 车漆,,3.63,0,neg,"[(1, 0.99147034)]",1
1367,车里 味道 过段时间 没什么 后悔 没选 定速巡航 只能 头疼 高速  前  油耗 续航 隔音 车漆,,5.0,0,neg,"[(0, 0.026186435), (1, 0.025221052), (2, 0.9485925)]",2
1368,价格 希望 一点 车窗 视野 腿部 塑料 圆角 习惯 靠着 边上 踩油门 膝盖 直流 功率 交流 充电 限速 适合 有家 外面 充电 感受 最快 小时 充到 开车 提速 挺快 频繁 减速 导致 坐车 晕车 时间 过长 销售 细说 一言难尽 直流 转接头 麻烦 锁车 逻辑 钥匙 离车 自动 上锁 打火 状态 遥控 钥匙 锁车 熄火 临时 路边 停车 立开 几分钟 不到 锁车 驾驶 车窗 自动 升降 几次 锁车 自动 控制系统 升级 过后 门下 踏板 强制 保电 功能 店里 电池 检测 顺带 升级 系统 熄火 再启动 好像 自动 变为 智能 保电 主动 刹车 雷达 雷达 检测 停稳 不动 几次 识别 噪和风 噪略 车机 系统软件 常用软件 竖屏 音乐 默认 版权 导航 高德 能换 默认 导航 横屏 习惯 横屏 两者之间 抉择 储物  钱包 油卡 抽纸 扶手箱 超深  指望 手机 支架 手机 合适  马力 起步 踩油门 听到 烧胎 声音 灯光 车灯 远光灯 一小块 位置 油耗 不到 期望值 汽车 不行 副驾驶 头顶 黑色 音响 位置 粘牢 修复 车顶 影响 开车 店用 热熔胶 简单 音响 没和 顶上 车窗 记住 锁车 自动 升起 之外 两段式 自动 车窗 升降 自动 升起 自动 下降 底部 情况 提车 一半 玻璃 玻璃 晃动  乘坐  不稳 后备箱 扶手箱 储物格 门上 储物格  合适 扶手箱 地方 适合 安装 手机 支架 细碎 抽纸 油卡 钱包 地方 续航 隔音 车漆,,4.13,0,neg,"[(0, 0.57788783), (1, 0.41994986)]",0
1369,别克 习惯     家里人 出去玩 轿车 拥挤 续航 隔音 车漆,,4.5,0,neg,"[(0, 0.038705), (1, 0.036525473), (2, 0.9247696)]",2
1370,提车 两天 发现 地方 要说 续航 版本 价格 太贵 性价比 角度 出发 只能 选择 公里 版本 相比之下 一万 高出 级别 唐高 续航 版本 一万 续航 增加 配置 续航 版本 坑人   后备箱 试驾 认同 座椅 长度 棒棒  异味 不怎么样 发现 比亚迪 大型  一年 几次 放满 东西 有限  优先 乘客 分项 续航 隔音 车漆,,4.5,0,neg,"[(2, 0.9819839)]",2
1371,新车 异响 每次 刹车 踩下去 抬起 方向盘 位置 嗡嗡响 踩油门 一段时间 停止 两次 原因 嗡嗡响 声音 难受 耳鸣   五个   高度 稍微 差点 续航 隔音 车漆,,4.0,0,neg,"[(0, 0.9651843), (1, 0.018152691), (2, 0.016662994)]",0
1372,车子 内饰 颠簸性 感觉 车子 营造 内饰 氛围  比较简单 素气 没什么 科技 时尚 带给 视觉效果 买回来 新车 异味 车子 性 速度 稍快 时胎 噪声 噪声 安静 驾驶 环境  一辆 紧凑型 车子 内部 别有洞天 乘坐  储物  日常 绰绰有余 平常 全家人 满载 出行 压力 拥有 充裕 活动  腿部  充足 腿脚 随意 挪动 二郎腿 轻松 续航 隔音 车漆,,5.0,0,neg,"[(0, 0.9825445)]",0
1373,提车 速度 订车 提车 东西 贴膜 拿走 不行 异味 内饰 耐脏  后备箱 杯架 只能 矿泉水 东西 地方          续航 隔音 车漆,,4.75,0,neg,"[(0, 0.37286198), (1, 0.026806159), (2, 0.60033184)]",2
1374,不足 异味 新车 异味 较大  杯架 没法 茶杯  后备箱  乘坐 空空  储物  略显 局促  续航 隔音 车漆,,4.63,0,neg,"[(0, 0.94792694), (1, 0.024522103), (2, 0.02755096)]",0
1375,用料 不稳 就别 方向盘 皮革 异味 质感  一米 压力 之家 乘坐 颠簸度 满分  油耗 续航 隔音 车漆,,4.38,0,neg,"[(0, 0.9530547), (1, 0.022725254), (2, 0.024220008)]",0
1376,  气味 内饰 雨刮器 大灯 自动 感应  整体    储物   下沉 深度 建议 厂家 后续  调整 续航 隔音 车漆,,4.13,0,neg,"[(0, 0.949393), (1, 0.023695055), (2, 0.026912019)]",0
1377,暂时 驱有 执念 哈哈哈哈  乘坐   稍稍 小点 老款 欧蓝德 相比 油耗 续航 隔音 车漆,,5.0,0,neg,"[(0, 0.027106956), (1, 0.025516165), (2, 0.9473769)]",2
1378,车头 中置 喇叭 螺丝 松动 发出 异响 很快 解决 钢琴 烤漆 内饰 异味 受限  座椅 震动 高速 失速 放心 没事 高速 定速巡航 模式 发动机 动力 输出 高速 强制 保电 啥事 续航 隔音 车漆,,4.75,0,neg,"[(0, 0.012032536), (1, 0.14461735), (2, 0.8433501)]",2
1379,新车 异味 驾车 吸收 买点 活性炭 味道 去除 刹车 点头 那种 避震 太软 筷子 悬架 原因  轴距  表现  前  系统  腿部  头部   余量 家用 续航 隔音 车漆,,4.57,0,neg,"[(0, 0.55968344), (1, 0.01705624), (2, 0.4232603)]",0
1380,款车 体验 唯一 保养 次数 赠送 感觉  超大 车身  造就 超大 不足   成年人 拥挤  更是 日常 大件 排放 大大增加 车辆 运载 能力 续航 隔音 车漆,,5.0,0,neg,"[(0, 0.018264282), (1, 0.016569898), (2, 0.96516585)]",2
1381,车型 女生 每次 出门 开车 担心 停不 交警 内饰 手感   有点   中控  简单 大气 高级 质感 拉满 凸显 属性 特别 适合 周末 一家人 春游 野餐 续航 隔音 车漆,,4.29,0,neg,"[(0, 0.015671605), (1, 0.014383723), (2, 0.96994466)]",2
1382,时间 时间 时间 事情 三遍 异味 恶心 差点 接近 三个 交过去 一度 诈骗 交完 一点 消息 电话 估计 第一次 感觉 花钱 比亚迪 悬架 不行 十几万 二三十万 车比 感觉 荣放差 荣放 八万多 底盘 价位 中规中矩 平常 坏路 城市 跑跑 减速带 感觉 油耗    看着   没的说  不稳 讨厌    充裕 点儿 肯定   感觉 动力   还能 一拳 距离 续航 隔音 车漆,,4.57,0,neg,"[(0, 0.14326143), (1, 0.8475666)]",1
1383,要说 一点 底盘 底下 电池 有时候 路况  异味 担心 电池 包装 护板 意料之外 增加 费用 不爽 杯架 保温杯 没法  改进   定位 紧凑型  优秀   动力 第二排  父母 孩子 坐在 后座 颠簸  同级 车型 优秀 平时 周末 出门 周边 游玩 孩子 东西 一家人 生活用品 推车 动力 家人 这辆  赞不绝口 续航 隔音 车漆,,4.86,0,neg,"[(2, 0.9820413)]",2
1384,发现 要说 车车 味道 香包 影响  系统 开车 拥挤 伸不开 感觉  双座 之间 放水 储物  地方 后备箱 有点  两座 掏空 小孩 杂碎 东西 放进去  储物  宽大 日常 续航 隔音 车漆,,4.86,0,neg,"[(0, 0.015875543), (1, 0.8365328), (2, 0.1475917)]",1
1385,百分之十 百分之八十 降速 充电站 充电 效率 充电 区间 百分之七十 六七十 公里 家里 充电 小心 一点 充电站 充电 只能 六七十 公里 一点 当初 纯电  车子  同级 车子  坐垫 长度 合适 车子   油耗 支持 比例 进一步 拓展  后续 外面 垫子 车上 休息 后备 容积  异味 好好 夸一  表现 没得说 横向 纵向  优势 续航 隔音 车漆,,4.29,0,neg,"[(2, 0.98370254)]",2
1386,地方 是从 订车 提车 长时间 不稳 心急 款车 备胎 配备 补胎 充气泵 东西 以备 急用 有心  乘坐  没得说 不稳 五座 一体式 运动 座椅 坐上去 价格 副驾驶 座椅 通风 加热 十几万 算是 续航 隔音 车漆,,4.86,0,neg,"[(0, 0.013507017), (1, 0.012595331), (2, 0.97389764)]",2
1387,底盘 车型 点点 平常 开车   很好 整体  同级 车型 优秀 储物格  看着 扶手箱 占比 纵深 东西 适合 收纳 证件 钱包 平时 家人 外出 自驾游  动力  容量 出远门 东西 容纳得下 车子 续航 隔音 车漆,,4.86,0,neg,"[(0, 0.9729724), (1, 0.013025003), (2, 0.014002602)]",0
1388,这辆 槽点 异味 难受 没想到 国产车 技术 产量 跟不上 订车 提车 整整 接近 三个 受不了 地方 定金 交出去 没了 声音 中途 打电话 几次 算是 三个 提到 了车 幸亏 着急 用车 事后 汽车行业 朋友 汽车行业 更新换代 车企 生产 车辆 大部分 订车 趋势 明白 东西 遇见 有点 提前 订车 耽搁 用车 听说 提车 一个多月 提车 当初 订车 原因 反正  一辆  无论是   感到 价格 感觉  一种  感到 压抑 很挤 感觉   座椅 异味 价格 沙发 葛优 内个 加长 坐垫  座椅 价格  没什么 家用  充足 平常 过节 礼品 排放 货车 续航 隔音 车漆,,4.88,0,neg,"[(0, 0.1961151), (1, 0.5963465), (2, 0.20753837)]",1
1389,比亚迪 控制 款车 静音 优化 高速行驶 过程 听到 车辆  发动机 声响 清晰 听见   出色 不足  颠簸   乘客 伸展  后备 储物  动力 日常 购物 旅行 整体 款车 提供 动力  长途旅行 感到 颠簸 放松 续航 隔音 车漆,,4.86,0,neg,"[(0, 0.013887284), (1, 0.012696984), (2, 0.97341573)]",2
1390,提车 段时间 款车 优点 发现 缺点 缺点 车子  特别 驾驶 高速 车速 很快 车子 噪声 噪声 每次 高速 闹心   表现 定为 紧凑型  动力 一家 四口 乘坐 储物 特别 轻松 一米 八多 大个子  腿部 头部  充足 续航 隔音 车漆,,4.86,0,neg,"[(0, 0.96954083), (1, 0.013810224), (2, 0.016648961)]",0
1391,看车 内饰 留给 第一印象 很好 特别 有点  无线 充电 功能 车子 肯定 用车 过程 就让 失望 无线 充电 面板 充电 速度 比较慢 充电 过程 发热 情况  车身 尺寸 占优势 不足 乘坐  不稳  车身 尺寸   后备箱  深度 受限 是因为 台车 电控 系统 部件 后备箱 程度 影响  实用性 续航 隔音 车漆,,4.71,0,neg,"[(0, 0.979157), (1, 0.010222496), (2, 0.010620518)]",0
1392,备胎 出行 自驾游 玩意 只能 拖车     堪比 合资 品牌 中型 尺寸   颠簸 头部  腿部  感觉 空旷 一排 比不上  乘坐  颠簸性 略宽 车身 乘坐 价格 系统 调整 坐姿  二郎腿    车身 尺寸  储物 能力 到位 乘坐 拥挤 感觉 平时 家人 朋友 聚会 满载 影响 乘坐 感受 面上 零碎 储物  强大 储物格 扶手箱  东西 好处 轿车 能装 装大 物件 灵活  利用率 轿车 续航 隔音 车漆,,4.57,0,neg,"[(0, 0.55436563), (2, 0.4380217)]",0
1393,买车 地方 肯定 价格 便宜 物件 随便 选选 内饰 异味 原因  台车   腿部   一绝 家里 两个 孩子 平时 出门 孩子 动力 乱七八糟 款车  油耗 续航 隔音 车漆,,4.86,0,neg,"[(0, 0.018643018), (1, 0.016533045), (2, 0.96482396)]",2
1394,这辆 去年 买回来 一段时间 车子 挺好 当初 这车 昂贵    讨厌 第二排  续航 隔音 车漆,,4.71,0,neg,"[(0, 0.93546844), (1, 0.03072187), (2, 0.033809718)]",0
