关键词,标题,提问时间,提问内容,地方,官方答复,答复时间,提问内容_positive_probs,提问内容_negative_probs,官方答复_positive_probs,官方答复_negative_probs
病毒,隔离点,2022-03-27 12:34,尊敬的领导，您好！位于利辛县城关镇淝河大道商业闹市区的**酒店作为新冠病毒隔离点，严重影响附近居民健康安全以及给周边商户造成极大的经济损失，望领导考虑到居民和商户的生命财产安全给予重视，建议将此隔离点移至人流量较少的非商业区。,留言对象：安徽省省长王清宪,"尊敬的网友：
    您好！您提出的将疫情防控集中隔离点调换至非商业区的建议，亳州市政府高度重视，立即责成利辛县政府认真办理。现将有关情况回复如下：
    根据疫情防控需要，经市、县新冠肺炎疫情防控应急指挥部验收同意，利辛县启动了前进路皖北商城临近的格菲酒店作为集中隔离点。该隔离点严格按照《安徽省集中隔离场所设置管理工作规范》要求设置、管理。下一步，利辛县将根据疫情防控形势，适时解除格菲酒店集中隔离点，消杀环境，解除警戒。
    3月29日，利辛县新冠肺炎疫情防控应急指挥部工作人员与您联系，详细解释了相关情况。
    感谢您对我们工作的监督和支持！如有相关问题，请与利辛县新冠肺炎疫情防控应急指挥部侯萍银联系，电话：0558—8816126。
 
                                                                                                                                                                                                                                                                                                       亳州市人民政府
                                                                                                                                                                                                                                                                                                        2022年4月2日
",2022-04-02 19:00,0.0466,0.9534,0.2063,0.7937
病毒,城西海曲明珠幼儿园在院内饲养小动物是否安全,2022-03-20 09:06,近期发现城西海曲明珠幼儿园，在园内西侧饲养了兔子等动物，幼儿园是聚集性场所，不知道这些动物对孩子有无安全隐患，一旦动物携带病毒，或者是卫生处理不及时，安全隐患还是很大的，希望能够监管一下，看能否可以在幼儿园内养小动物。,留言对象：山东省日照市东港区委书记,"尊敬的人民网网友，您好！
      您反映的问题，东港区教育和体育局工作人员于3月25日使用电话3696822与您联系并告知办理情况。
      衷心感谢您对我们工作的理解与支持！   ",2022-03-30 16:37,0.0309,0.9691,0.9427,0.0573
病毒,广武路康泰路东五十米人行道污水外流,2022-02-26 11:42,尊敬的领导您好，广武路康泰路东五十米路南人行道下边污水管道堵塞导致小区污水排不出去外溢出来两个月，臭气熏天无人处理！天马上热了这样细菌病毒滋生有损人民群众健康，还望领导百忙之中抽一点时间过问一下！谢谢,留言对象：河南省郑州市荥阳市委书记,经过繁荣社区工作人员与市政公司沟通协调，已有工作人员对下水管道疏通，并且已做好消杀工作，下一步，会加强排查，严防此类事件再次发生。,2022-03-29 11:11,0.1183,0.8817,0.0586,0.9414
病毒,增建一些健身、跑步、运动的场地、工具、跑步道,2022-12-22 15:55,"希望这一大片空地平整一下，增建健身器材、运动场地、跑步道路。
原因：第一、附近居民没有运动场地；第二、不管老人还是孩子，都需要加强锻炼来抵抗病毒。第三：此块空地自我搬过来近两年一直闲置，杂草丛生，不仅影响环境还影响市容。",留言对象：天津市委书记陈敏尔,"市民：
您好！感谢您的留言。收到您的留言后，我区高度重视，立即责成区体育局调查核实，现回复如下：
工作人员已与您沟通，您建议在泗水道人人乐后面一直闲置的空地上，增建健身器材、运动场地、跑步道路。工作人员已第一时间赶赴现场实地查看，此片空地为河西区统一规划用地，后续将按规划用途使用。附近周边建有河西区浯水道综合体育设施，涵盖“一大两小”足球场、天然草皮足球场、排球、沙滩排球、体操、室内外网球等健身运动场地，基本满足附近居民健身运动需求。工作人员已向您解释相关情况，您表示满意。
再次感谢您对我区工作的理解与支持，祝您生活愉快！",2023-01-12 17:55,0.0619,0.9381,0.9832,0.0168
病毒,请还一个干净，整洁的旗岭,2022-09-05 10:24,领导你好，位于广州市花都区狮岭镇旗岭河滨西路新民市场周边乱摆卖家禽情况十分猖狂，甚至于在步行街尾私自搭建竹棚售卖家禽，主干道怕你仍多处摆卖家禽，导致粪便恶臭，气味难闻，大量细菌病毒繁殖，多次投诉情况仍未得到有效处理，请责成有关部门处理，,留言对象：广东省广州市市长郭永航,"网友，你好！你的留言收悉，现答复如下:   
       关于狮岭镇河滨西路部分路段活禽乱摆卖的问题。 狮岭镇政府对此开展了专项整治工作。近日来，狮岭镇政府共计出动150余人次，对河滨西路段范围内可能存在的活禽乱摆卖区域进行拉网式排查，对附近乱摆卖高发区域一处擅自饲养活禽点进行强力整治，拆除饲养活禽窝棚多处，清走占地集装箱一个、活禽近百只；在乱摆卖高发区域树立多块警示牌；不间断地用喇叭循环播放禁止活禽乱摆卖的相关规定。目前河滨西路段活禽乱摆卖现象整治效果明显。",2022-10-21 09:50,0.003,0.997,0.0044,0.9956
病毒,在人员密集较多的小区、地段多设核酸检测点,2022-09-01 10:24,按{彭州市新型冠状病毒肺炎疫情防控指挥部关于加强社会面疫情防控的通告}要求，社会面需要做核酸的市民较多，因市民需要做核酸，提前在单位请假，排成长队，严重影响了大家的生活和工作，建议：防疫部门实地调研，在人员密集较多的小区、地段多设核酸检测点，方便市民就近核酸检测。,留言对象：四川省成都市彭州市委书记,"网友：您好！
        您留言人员密集较多的小区、地段多设核酸检测点的建议，现由彭州市卫健局回复如下。
        经核实，为方便广大市民朋友及时、就近、有序进行核酸检测，按照疫情防控要求，彭州市目前设置了86个常态化核酸采样点，具体点位设置及工作时间发布在“健康彭州”公众号。因近期成都市疫情形势严峻，群众核酸检测需求激增，特别是临近开学季，学生及家长核酸检测需求陡增。为确保核酸采集点位有序运行，各点位已相应增加工作人员，增设采样台。8月31日，我局再次安排部署，要求各采样点位根据核酸检测需求适时增加采样工位及医务人员，延长采样时间，保障核酸检测工作顺利开展。",2022-09-07 17:26,0.0494,0.9506,0.2457,0.7543
病毒,鸽子严重污染,2022-08-13 08:33,"                                   1、违建养鸽子多年叫声扰民
2鸽子排泄物落楼下窗户无法清理；
3私搭鸽棚违建 气味污染。
4危害防疫安全，小区到处飞核酸检
测后落地觅食，鸽子自身携带多种病毒
细菌危害居民生存安全！
反应给社区和物业都没有执法权无法解
決！以上反映绝对属实，请委派防疫
城建 执法部门彻底解决",留言对象：吉林省长春市委书记张志军,尊敬的网民，您好：接到您的留言后，相关部门第一时间到现场踏查，宽城区城管局联合相关部门已对鸽子笼予以拆除。如有其它事宜，请与属地街道联系，感谢您的留言。,2022-09-28 16:33,0.0011,0.9989,0.6977,0.3023
病毒,有关查酒驾设备建议,2022-07-02 21:54,亚泰大街繁荣路上高架桥入口处查酒驾，每个路过司机，摘口罩吹气，验酒仪器，第一个吹过后，就直接给第二个人吹，不经消毒，在疫情未根绝时，此种做法有传播病毒风险。疫情还在，放松不得！执法人员理应率先垂范，主动做好疫情防控，今日如此行为应该予以纠正。,留言对象：吉林省长春市委书记张志军,尊敬的网民，您好：您反映的问题，在查处酒醉驾违法行为行动中提出要求：所有警力要主动做好疫情防控措施，查处酒驾时必须全程佩戴口罩，与被测人保持安全距离。由于测酒器性质特殊，无法用酒精即时消毒，故在查处酒驾的过程中使用一次性吹管进行测试，每日使用完测酒器后要第一时间进行消毒，既要做好酒醉驾违法行为查处工作，又要杜绝疫情传播隐患。,2022-08-19 15:26,0.006,0.994,0.674,0.326
病毒,垃圾转运车在小区院里人行道装载生活垃圾,2022-06-23 15:55,高新区月桂路21号院自交付以来垃圾转运车每天早上和晚上都在院子里人行跑道上行驶并装载居民生活垃圾，严重危害行人生命安全，造成环境污染和噪音污染.尤其是在夏天，高温情况下更容易滋生细菌病毒，也不利于疫情防控.恳请领导予以指导帮助.,留言对象：河南省郑州市委书记安伟,"接到人民网“领导留言板”留言后，经高新区梧桐办事处调查，现回复如下：
经了解，目前小区生活垃圾存放于垃圾分类房，一天定时清运两次，上午9点前一次，下午7点前一次。目前，周边小区生活垃圾清运也是垃圾转运车进小区进行清运，垃圾清运车进小区是为方便清运，避免垃圾桶来回挪动垃圾一路散落。针对安全和噪音问题，办事处要求物业监督清运车辆进入小区时，减速慢行，避免因急速启动或者刹车而造成噪音污染和安全隐患。另外，要求物业及时做好消毒消杀工作，营造小区干净卫生环境。",2022-07-04 10:46,0.0057,0.9943,0.0071,0.9929
病毒,公共厕所卫生很差（10道街市医院东侧）,2022-06-22 10:47,"这个公共厕所环境卫生太差了，再这样下去，就要成为细菌病毒的中转站。

诉求如下：
1、男士小便池子堵了无人管、内部卫生差了。
2、一进屋差点没把我熏出来，气味太骚臭了，请监督卫生员清理一下吧。
3、屋内地面垃圾遍地，是没人管理吗？
请领导帮助解决。",留言对象：黑龙江省绥化市安达市委书记,"网民朋友:
    您好！感谢您的留言。您反映的公共厕所环境卫生太差。安达市城市管理综合执法局立即办理，现将有关情况答复如下：
经安达市城市管理综合执法局环境卫生服务中心工作人员调查：因十道街市医院东侧公共厕所人流量较大，工作人员未能及时清理，造成您反映情况的发生。现安达市城市环境卫生服务中心已对十道街市医院东侧公共厕所进行加派人手，保证不会在发生此类情况。对给您带来生活不便，我们深表歉意，祝您生活愉快！
    如您再有需要可拨打电话0455-7612319
    再次感谢您的留言及对我们工作的理解。",2022-06-28 08:40,0.0036,0.9964,0.6819,0.3181
