user-name,comment-date,content,评价,content1,分词,主题概率,主题类型,emotion_type
匿名用户,2021年10月3日,风景一般！而且以前不知道这个景区管理如此混乱，到处是坑。首先停车场不论多长时间，注意是不论多长时间，小车停1分钟也是20元。其次只要你进停车场必然有一个大姐会跟着你，推销吃饭免费停车，而且还可以买打折门票。结果老公耳根子...,0.0,风景一般！而且以前不知道这个景区管理如此混乱，到处是坑。首先停车场不论多长时间，注意是不论多长时间，小车停1分钟也是20元。其次只要你进停车场必然有一个大姐会跟着你，推销吃饭免费停车，而且还可以买打折门票。结果老公耳根子.,风景 景区 管理 混乱 停车场 多长时间 多长时间 小车 分钟 停车场 大姐 跟着 推销 吃饭 免费 停车 打折 门票 老公 耳根子,"[(0, 0.019143859), (1, 0.017573336), (2, 0.96328276)]",2,负面
匿名用户,2021年12月31日,好地方，值得去玩，强烈推荐啊。,1.0,好地方，值得去玩，强烈推荐啊。,地方 值得 强烈推荐,"[(0, 0.09371763), (1, 0.8008686), (2, 0.10541379)]",1,非负
匿名用户,2021年12月31日,好地方，值得去玩，强烈推荐。,1.0,好地方，值得去玩，强烈推荐。,地方 值得 强烈推荐,"[(0, 0.093718104), (1, 0.80081457), (2, 0.105467305)]",1,非负
PJC207727308,2021年12月20日,还可以吧，灯比较漂亮，但是冰灯的种类不是很多,1.0,还可以吧，灯比较漂亮，但是冰灯的种类不是很多,漂亮 冰灯 种类,"[(0, 0.11397045), (1, 0.7807766), (2, 0.10525292)]",1,非负
JDf227611312,2021年9月21日,很好的游玩地，家人们玩得很开心，山间小船的意境特别美。重要的事情说三遍：一定一定一定一定要坐船，一定要坐船，一定要坐船。还有那个龙里面的电梯设计得很好，孩子们很喜欢。真是不错的地方，去年国庆去的，有时间今年还想打卡一次。,1.0,很好的游玩地，家人们玩得很开心，山间小船的意境特别美。重要的事情说三遍：一定要坐船，一定要坐船。还有那个龙里面的电梯设计得很好，孩子们很喜欢。真是不错的地方，去年国庆去的，有时间今年还想打卡一次。,游玩 玩得 开心 山间 小船 意境 特别 事情 三遍 坐船 坐船 电梯 设计 孩子 喜欢 不错 地方 去年 国庆 时间 打卡,"[(0, 0.019847382), (1, 0.1251949), (2, 0.8549577)]",2,非负
匿名用户,2021年10月20日,想来蹦极，问了好几个工作人员，蹦极在哪，有个还好说好像不开放了，让我再问问，最后知道蹦极得坐船去，100块钱的门票，看票的那个人我问他了蹦极在哪，他说了。最后我坐船去了，到地方再问，告知蹦极不开放了，我真服了，就为了10... ,0.0,想来蹦极，问了好几个工作人员，蹦极在哪，有个还好说好像不开放了，让我再问，最后知道蹦极得坐船去，10块钱的门票，看票的那个人我问他了蹦极在哪，他说了。最后我坐船去了，到地方再问，告知蹦极不开放了，我真服了，就为了10. ,想来 蹦极 好几个 工作人员 蹦极 有个 还好 好像 开放 蹦极 坐船去 块钱 门票 看票 蹦极 坐船去 地方 告知 蹦极 开放 真服了,"[(0, 0.016710851), (1, 0.9670225), (2, 0.016266666)]",1,负面
郭晶jjm,2021年10月3日,古村民宿离景区很近，小院很温馨，老板娘很热情，饭菜做的可口，想来游玩的朋友们这家店是个不错的选择哦?,1.0,古村民宿离景区很近，小院很温馨，老板娘很热情，饭菜做的可口，想来游玩的朋友们这家店是个不错的选择哦?,村民 宿离 景区 很近 小院 温馨 老板娘 热情 饭菜 可口 想来 游玩 朋友 这家 不错 选择,"[(0, 0.957267), (1, 0.020325053), (2, 0.022407945)]",0,非负
王霞2649,2021年12月14日,设施齐全，服务周到，环境优美,1.0,设施齐全，服务周到，环境优美,设施 齐全 服务周到 环境优美,"[(0, 0.8383682), (1, 0.08121779), (2, 0.080414)]",0,非负
北海丶已北,2021年9月24日,爬山爬一半不敢爬了  下雨  路太滑   船儿感觉还好  要说玩儿的也没啥玩儿的  就是看看景儿  在加上现在去有点凉了,1.0,爬山爬一半不敢爬了 下雨 路太滑 船儿感觉还好 要说玩儿的也没啥玩儿的 就是看景儿 在加上现在去有点凉了,爬山 一半 下雨 路太滑 船儿 感觉 还好 要说 玩儿 玩儿 看景儿,"[(0, 0.02877726), (1, 0.94263625), (2, 0.028586486)]",1,负面
无心打酱油000,2021年12月11日,很不错的景区，感觉挺好的，非常值得体验,1.0,很不错的景区，感觉挺好的，非常值得体验,不错 景区 感觉 值得 体验,"[(0, 0.85529876), (1, 0.062043853), (2, 0.08265739)]",0,非负
doudou13333,2021年9月12日,周日吃过午饭突发奇想，一家人去了延庆龙庆峡景区游玩。一路听着潺潺流水，呼吸着新鲜的空气，小跑来到景区。走过瀑布，发现有电梯可以乘坐，电梯尽头是乘坐游船的码头。在船上，观看四周山水，景色宜人，江面凉爽，不愧是人们常说的小漓江啊！,1.0,周日吃过午饭突发奇想，一家人去了延庆龙庆峡景区游玩。一路听着潺流水，呼吸着新鲜的空气，小跑来到景区。走过瀑布，发现有电梯可以乘坐，电梯尽头是乘坐游船的码头。在船上，观看四周山水，景色宜人，江面凉爽，不愧是人们常说的小漓江啊！,周日 午饭 突发奇想 一家人 延庆 龙庆峡 景区 游玩 一路 流水 呼吸 新鲜 空气 小跑 来到 景区 走过 瀑布 发现 电梯 乘坐 电梯 尽头 乘坐 游船 码头 船上 观看 四周 山水 景色宜人 江面 凉爽 不愧 常说 漓江,"[(0, 0.0114141265), (1, 0.010698399), (2, 0.9778875)]",2,非负
傅雪小车,2021年10月3日,很好玩，就是有点凉了，完美的没有下雨，孩子很开心，不用爬山太多的好去处，如果夏天来肯定很凉快的，北京的秋天太美啦,1.0,很好玩，就是有点凉了，完美的没有下雨，孩子很开心，不用爬山太多的好去处，如果夏天来肯定很凉快的，北京的秋天太美啦,好玩 完美 下雨 孩子 开心 不用 爬山 太多 好去处 夏天 肯定 凉快 北京 秋天 太美,"[(0, 0.02421272), (1, 0.9531056), (2, 0.022681704)]",1,非负
小贺兄弟,2021年12月2日,还好吧还可以挺冷的天气还行，就太冷了,1.0,还好吧还可以挺冷的天气还行，就太冷了,还好 天气 太冷,"[(0, 0.109267004), (1, 0.8024372), (2, 0.08829581)]",1,负面
WEED512,2021年12月4日,奔驰全新紧凑型轿车改装项目清单曝光,1.0,奔驰全新紧凑型轿车改装项目清单曝光,奔驰 全新 紧凑型 轿车 改装 项目 清单 曝光,"[(0, 0.037903216), (1, 0.039010353), (2, 0.92308646)]",2,负面
dlc858344587,2021年12月5日,非常好，很美的地方，我很喜欢。,1.0,非常好，很美的地方，我很喜欢。,美的 地方 喜欢,"[(0, 0.08653106), (1, 0.8241619), (2, 0.089307025)]",1,非负
pKF779953744,2021年11月29日,没得说，就是喜欢去，风景好，喜欢有山有水的地方,1.0,没得说，就是喜欢去，风景好，喜欢有山有水的地方,没得说 喜欢 风景 喜欢 有山有水 地方,"[(0, 0.3018923), (1, 0.6465036), (2, 0.051604114)]",1,非负
匿名用户,2021年11月12日,跟男朋友去的，后来分手了，船太难划了,0.0,跟男朋友去的，后来分手了，船太难划了,男朋友 分手 船太难划,"[(0, 0.8314993), (1, 0.08424099), (2, 0.08425977)]",0,非负
pKF779953744,2021年11月29日,，好几次了，就喜欢去那玩，划划船，风景也不错,1.0,，好几次了，就喜欢去那玩，划船，风景也不错,几次 喜欢 划船 风景 不错,"[(0, 0.6057265), (1, 0.3315691), (2, 0.06270443)]",0,非负
上官啊杨,2021年11月27日,体验一般，去的时候冰都化了全是水，没怎么看就走了,0.0,体验一般，去的时候冰都化了全是水，没怎么看就走了,体验 冰都化 全是,"[(0, 0.812647), (1, 0.084186144), (2, 0.10316693)]",0,非负
小树袋熊5255,2021年11月27日,感觉设施较老，风景不错，价格偏高。,0.0,感觉设施较老，风景不错，价格偏高。,感觉 设施 风景 不错 价格 偏高,"[(0, 0.88758093), (1, 0.060482573), (2, 0.05193648)]",0,非负
axuea5,2021年10月2日,滑道太短，也就游船一个项目，景区半天可完成游玩,0.0,滑道太短，也就游船一个项目，景区半天可完成游玩,滑道 太短 游船 项目 景区 半天 游玩,"[(0, 0.6917028), (1, 0.050850496), (2, 0.25744668)]",0,负面
Hjv608800926,2021年11月24日,还行吧，没有想象题目的好看吧，没有宣传的好,0.0,还行吧，没有想象题目的好看吧，没有宣传的好,还行 想象 题目 好看 宣传,"[(0, 0.06014662), (1, 0.062209636), (2, 0.8776437)]",2,非负
尤晓南,2021年8月17日,停车场费用二十块钱不限时小车，大车40，今去摆渡车单程票一人十块钱，先乘坐大龙电梯再乘船，成人门票+船票140，小孩半价门票20+100船票，坐完船回来坐缆车一人往返50大小同价，然后就是滑道，下山的时候没开所以没玩，基...,1.0,停车场费用二十块钱不限时小车，大车40，今去摆渡车单程票一人十块钱，先乘坐大龙电梯再乘船，成人门票+船票140，小孩半价门票20+10船票，坐完船回来坐缆车一人往返50大小同价，然后就是滑道，下山的时候没开所以没玩，基.,停车场 费用 二十块 限时 小车 大车 今去 摆渡 单程票 一人 十块钱 乘坐 大龙 电梯 乘船 成人 门票 船票 小孩 半价 门票 船票 完船 回来 缆车 一人 往返 大小 同价 滑道 下山,"[(0, 0.012025131), (1, 0.011101532), (2, 0.97687334)]",2,非负
Hjv608800926,2021年11月24日,一般吧，没有想象中的那么好看吧,0.0,一般吧，没有想象中的那么好看吧,想象 好看,"[(0, 0.13665497), (1, 0.12728155), (2, 0.7360635)]",2,非负
uzM303312823,2021年11月9日,和想象的有出入 一般般 晚上七八点钟到的 九点多就出来了 没什么可逛的 冰雕也很少,0.0,和想象的有出入 一般 晚上七八点钟到的 九点多就出来了 没什么可逛的 冰雕也很少,想象 出入 晚上 八点钟 九点 没什么 可逛 冰雕,"[(0, 0.9181563), (1, 0.039890982), (2, 0.04195269)]",0,负面
fyR222667651,2021年11月1日,夏天去很棒，我去的时候，有点冷，有点干，整体主要觉得坐船挺好的，其他的也没有爬上去，就是晒了会儿太阳,1.0,夏天去很棒，我去的时候，有点冷，有点干，整体主要觉得坐船挺好的，其他的也没有爬上去，就是晒了会儿太阳,夏天 很棒 整体 坐船 爬上去 会儿 太阳,"[(0, 0.047802314), (1, 0.90862), (2, 0.04357773)]",1,非负
Cypress李,2021年10月4日,主要是坐船挺不错的。其他没什么。,1.0,主要是坐船挺不错的。其他没什么。,坐船 挺不错 没什么,"[(0, 0.10465541), (1, 0.78870636), (2, 0.10663819)]",1,非负
红尘老赵,2021年9月22日,很棒！,1.0,很棒！,很棒,"[(0, 0.6536982), (1, 0.17846219), (2, 0.1678396)]",0,非负
ruanqing121,2021年11月4日,北京少见的喀斯特地貌，水清景色优美，抽空还想再去转转,1.0,北京少见的喀斯特地貌，水清景色优美，抽空还想再去转,北京 少见 喀斯特地貌 水清 景色 优美 抽空,"[(0, 0.13676877), (1, 0.04819938), (2, 0.8150319)]",2,非负
郭晶jjm,2021年10月2日,干净卫生，吃住都很好?,1.0,干净卫生，吃住都很好?,干净 卫生,"[(0, 0.120356776), (1, 0.2297342), (2, 0.649909)]",2,非负
RQJ937599649,2021年10月23日,我们去的时候天还没有黑所有没有看到太多夜景，不过里面的景色做的也不错，就是太冷了需要多穿衣服,1.0,我们去的时候天还没有黑所有没有看到太多夜景，不过里面的景色做的也不错，就是太冷了需要多穿衣服,夜景 景色 不错 太冷 穿衣服,"[(0, 0.8760727), (1, 0.061307803), (2, 0.062619485)]",0,非负
涛大大哥,2021年10月22日,挺值得一去的，去了绝不后悔，门票也不贵，似乎到了桂林的感觉。,1.0,挺值得一去的，去了绝不后悔，门票也不贵，似乎到了桂林的感觉。,值得 一去 后悔 门票 不贵 桂林 感觉,"[(0, 0.058187936), (1, 0.8838603), (2, 0.057951793)]",1,负面
蓝兒650,2021年7月28日,就刚进门那块  快到龙嘴那  很凉快  就开始做扶梯了  扶梯下来就可以坐船  来回一趟  还是比较值的  重点 在这  圈起来  下船以后  孩子想做缆车  于是  我就到售票处去购买  这姐们一直让我用现金  我说没...,1.0,就刚进门那块 快到龙嘴那 很凉快 就开始做扶梯了 扶梯下来就可以坐船 来回一趟 还是比较值的 重点 在这 圈起来 下船以后 孩子想做缆车 于是 我就到售票处去购买 这姐们一直让我用现金 我说没.,进门 快到 凉快 扶梯 扶梯 坐船 来回 一趟 重点 圈起来 下船 孩子 缆车 售票处 购买 姐们 现金,"[(0, 0.95492923), (1, 0.020002889), (2, 0.02506788)]",0,非负
lgh346223670,2021年10月13日,去过几次，现在有些败落了，人特别少，商业街基本没有商户了。景色还可以,0.0,去过几次，现在有些败落了，人特别少，商业街基本没有商户了。景色还可以,去过 几次 败落 特别 商业街 商户 景色,"[(0, 0.048733525), (1, 0.90561754), (2, 0.045648973)]",1,非负
VYq397351059,2021年10月5日,白天去的，没看到夜景，不过有一个“地下宫殿”，里面全是冰雕，配上灯光，看上去也不错，没去过的可以去看看，值得去一次，但也就值得去一次,1.0,白天去的，没看到夜景，不过有一个“地下宫殿”，里面全是冰雕，配上灯光，看上去也不错，没去过的可以去看，值得去一次，但也就值得去一次,白天 夜景 地下 宫殿 全是 冰雕 灯光 不错 去过 值得 值得,"[(0, 0.03130877), (1, 0.031461515), (2, 0.9372297)]",2,非负
匿名用户,2021年10月11日,天冷了景区人不多，去的早，走路不多，适合带娃，舒服散散心,1.0,天冷了景区人不多，去的早，走路不多，适合带娃，舒服散心,天冷 景区 人不多 走路 适合 带娃 舒服 散心,"[(0, 0.039476246), (1, 0.04051859), (2, 0.9200052)]",2,负面
LIMANNING891017,2021年8月22日,有灯光的照射会更美，就是需要多穿点衣服，太冷了会……,1.0,有灯光的照射会更美，就是需要多穿点衣服，太冷了会…,灯光 照射 穿点 衣服 太冷,"[(0, 0.06760744), (1, 0.6811889), (2, 0.2512037)]",1,负面
GOs980775958,2021年8月19日,没看天气预报来的，其他的没玩就游船走了一圈，雨天别有一番感觉,1.0,没看天气预报来的，其他的没玩就游船走了一圈，雨天别有一番感觉,天气预报 游船 一圈 雨天 别有 感觉,"[(0, 0.8933301), (1, 0.056902494), (2, 0.04976741)]",0,负面
bkz187317785,2021年9月29日,就在延庆家边，从小去到大的景点，很不错上青水秀，适合情侣和家人，多个朋友野营,1.0,就在延庆家边，从小去到大的景点，很不错上青水秀，适合情侣和家人，多个朋友野营,延庆 家边 景点 不错 青水秀 适合 情侣 家人 多个 朋友 野营,"[(0, 0.938567), (1, 0.029570976), (2, 0.03186204)]",0,非负
rDo368269959,2021年10月11日,设施一般，特别是游乐设施少，价格较贵。,0.0,设施一般，特别是游乐设施少，价格较贵。,设施 特别 游乐 设施 价格 较贵,"[(0, 0.05498173), (1, 0.89133793), (2, 0.053680334)]",1,非负
rDo368269959,2021年10月11日,设施一般，价格较贵，餐饮一般。,0.0,设施一般，价格较贵，餐饮一般。,设施 价格 较贵 餐饮,"[(0, 0.07025158), (1, 0.84725773), (2, 0.08249068)]",1,非负
