user-name,comment-date,content,评价,content1,分词
Csw651460640,2021年7月11日,"【环境】晚上去的，看冰灯赏风景，冰灯雕刻的很细致，太好看了，沿路都是形状各异的彩灯，路上走走停停也不觉得很累，拍了很多照片不错哦
【交通】，风景区里有代步的小车，山下有民宿可以住很方便
【项目】冰灯很好看，各种各样的形状都有",1.0,【环境】晚上去的，看冰灯赏风景，冰灯雕刻的很细致，太好看了，沿路都是形状各异的彩灯，路上走停也不觉得很累，拍了很多照片不错哦【交通】，风景区里有代步的小车，山下有民宿可以住很方便【项目】冰灯很好看，各种各样的形状都有,环境 晚上 冰灯 风景 冰灯 雕刻 细致 好看 沿路 形状 各异 彩灯 路上 很累 照片 不错 交通 风景区 代步 小车 山下 民宿 项目 冰灯 好看 各种各样 形状
ybbldn,2021年10月4日,北京的小江南，夏天去是避暑的好地方,1.0,北京的小江南，夏天去是避暑的好地方,北京 江南 夏天 避暑 地方
匿名用户,2021年10月5日,还不错，冰灯很漂亮，造型美观，栩栩如生,1.0,还不错，冰灯很漂亮，造型美观，栩如生,不错 冰灯 很漂亮 造型 美观 栩如生
axuea5,2021年10月2日,游船体验峡谷风光，也就是游船了,1.0,游船体验峡谷风光，也就是游船了,游船 体验 峡谷 风光 游船
欣也360,2021年7月22日,大冬天来的，很冷，好喜欢这个地方啊，虽然离市区还比较远，但是风景真是很好啊，建议11月来，满山都是红叶，这里能爬山，门票挺贵，冬天有冰灯，很冷。反正来了就很喜欢这里过年有马戏，孩子爱看，就是各种冷，延庆太冷。,1.0,大冬天来的，很冷，好喜欢这个地方啊，虽然离市区还比较远，但是风景真是很好啊，建议1月来，满山都是红叶，这里能爬山，门票挺贵，冬天有冰灯，很冷。反正来了就很喜欢这里过年有马戏，孩子爱看，就是各种冷，延庆太冷。,冬天 喜欢 地方 市区 风景 建议 满山 红叶 爬山 门票 挺贵 冬天 冰灯 反正 喜欢 过年 马戏 孩子 爱看 延庆 太冷
misscollarbone,2021年5月25日,"神仙院  游船  金刚寺  电梯 
【环境】入夏了，来避暑，舒爽悠闲，景色宜人
【交通】从东直门附近出发，倒车三趟公交135路??919快??Y43，还算方便
【项目】先爬到了一线天，下来坐船，体验了游船100往返，游船...",1.0,神仙院 游船 金刚寺 电梯 【环境】入夏了，来避暑，舒爽悠闲，景色宜人【交通】从东直门附近出发，倒车三趟公交135路?919快?Y43，还算方便【项目】先爬到了一线天，下来坐船，体验了游船10往返，游船.,神仙 游船 金刚 电梯 环境 入夏 避暑 舒爽 悠闲 景色宜人 交通 东直门 出发 倒车 三趟 公交 项目 一线天 坐船 体验 游船 往返 游船
hunterwqy,2021年9月3日,总体不错，来看看，湖面不算大，但也清净,1.0,总体不错，来看，湖面不算大，但也清净,总体 不错 湖面 不算 清净
飘飘侠儿,2021年10月3日,景色不错哦，帝都小桂林,1.0,景色不错哦，帝都小桂林,景色 不错 帝都 桂林
bkz187317785,2021年9月29日,带着弟弟和弟妹一起去的，带着纸牌和吃的，可以呆一天,1.0,带着弟和弟妹一起去的，带着纸牌和吃的，可以呆一天,弟妹 纸牌
清酒凉茶喝,2021年10月1日,多买一张票还不给退，一点人情味都没有,0.0,多买一张票还不给退，一点人情味都没有,多买 一张 一点 人情味
bkz187317785,2021年9月29日,总是去，虽然都转过，都玩过，但是很适合多人野营,1.0,总是去，虽然都转过，都玩过，但是很适合多人野营,转过 适合 多人 野营
飘飘侠儿,2021年10月3日,景色不错,1.0,景色不错,景色 不错
匿名用户,2021年9月18日,挺好的，冰灯造型很多。就是观灯的人太多了，想照一张没人的照片有点点费劲。,1.0,挺好的，冰灯造型很多。就是观灯的人太多了，想照一张没人的照片有点费劲。,冰灯 造型 观灯 人太多 想照 一张 没人 照片 费劲
匿名用户,2021年9月22日,来了以后什么都不开放，什么都玩不了，白白浪费一上午,0.0,来了以后什么都不开放，什么都玩不了，白浪费一上午,开放 浪费 一上午
匿名用户,2021年7月11日,整体来说还是可以的 因为我去的比较早所以人还没有多就很好 游船一定要做大的！！不要做小游船 视野没有那个好不说，有的开船人说话挺横的 不太好 里边的项目都单收费倒也不是很贵 也能接受,1.0,整体来说还是可以的 因为我去的比较早所以人还没有多就很好 游船一定要做大的！不要做小游船 视野没有那个好不说，有的开船人说话挺横的 不太好 里边的项目都单收费倒也不是很贵 也能接受,整体 游船 游船 视野 开船 说话 不太好 里边 项目 收费 倒也不是 接受
ztzzu,2021年8月9日,到时十二点多，先被周边村民热心的说他家开的农家乐，不热拒绝热心，结果被坑，不好吃还贵。进门之后，除了坐船坐索道没有别的选择，来了一趟，没有看见山上的风景，悻悻而归，在边上的小河沟里玩了半天。,0.0,到时十二点多，先被周边村民热心的说他家开的农家乐，不热拒绝热心，结果被坑，不好吃还贵。进门之后，除了坐船坐索道没有别的选择，来了一趟，没有看见山上的风景，悻而归，在边上的小河沟里玩了半天。,十二点 周边 村民 热心 他家 农家乐 不热 拒绝 热心 好吃 还贵 进门 坐船 索道 选择 一趟 山上 风景 悻而归 边上 小河沟 半天
匿名用户,2021年9月18日,人有点多，冰灯看着还行。,1.0,人有点多，冰灯看着还行。,冰灯 看着
osm779909611,2021年9月7日,景区里面还不错，就有一些服务人员态度不好，让人很不舒服。但是大部分服务人员还是不错的。,1.0,景区里面还不错，就有一些服务人员态度不好，让人很不舒服。但是大部分服务人员还是不错的。,景区 不错 服务 人员 态度 不好 舒服 大部分 服务 人员 不错
飞如幻,2021年8月1日,适合出去旅行，人还是比较少的,1.0,适合出去旅行，人还是比较少的,适合 旅行
Iwt703041330,2021年7月9日,没事了可以来转转。一日游的话还是不错的，别爬梦幻亭,1.0,没事了可以来转。一日游的话还是不错的，别爬梦幻亭,没事 一日游 不错 梦幻
Bjs483193246,2021年9月11日,旅游圣地，游山玩水！值得一去！！！！！,1.0,旅游圣地，游山玩水！值得一去！,旅游 圣地 游山玩水 值得 一去
QOx915396805,2021年9月5日,没啥景，宣传册上好看外真的地方太差了,0.0,没啥景，宣传册上好看外真的地方太差了,宣传册 好看 真的 地方 太差
QDi999655249,2021年8月18日,客服电话态度恶劣，话没问完直接把我电话挂了。在景区门口被问题拦住，本来很着急，需要协助。这个客服女的简直火上浇油,0.0,客服电话态度恶劣，话没问完直接把我电话挂了。在景区门口被问题拦住，本来很着急，需要协助。这个客服女的简直火上浇油,客服 电话 态度恶劣 电话 景区 门口 拦住 本来 很着急 协助 客服 火上浇油
老男孩阿伟,2021年8月29日,下着小雨，雾气弥漫，宛如人间仙境！,1.0,下着小雨，雾气弥漫，宛如人间仙境！,小雨 雾气 弥漫 宛如 人间仙境
洋阳688,2021年8月26日,还行吧，孩子喜欢，就是得早点来来晚了玩啥啥排队！！,1.0,还行吧，孩子喜欢，就是得早点来晚了玩啥排队！,还行 孩子 喜欢 早点 来晚 排队
jie莫惊水,2021年7月26日,爬山太热了，水上坐船感觉不错，风景很美！,1.0,爬山太热了，水上坐船感觉不错，风景很美！,爬山 太热 水上 坐船 感觉 不错 风景
WaG685880674,2021年8月28日,不错 风景很美,1.0,不错 风景很美,不错 风景
洋阳688,2021年8月26日,滑道还行，冰灯样式稍微少了点？,1.0,滑道还行，冰灯样式稍微少了点？,滑道 冰灯 样式 稍微
ztzzu,2021年8月9日,不建议去，超级差，八十年代景区的感觉，处处是坑，感觉被迫花钱游玩，很不舒服，设施和管理都很落后,0.0,不建议去，超级差，八十年代景区的感觉，处是坑，感觉被迫花钱游玩，很不舒服，设施和管理都很落后,建议 超级 八十年代 景区 感觉 感觉 被迫 花钱 游玩 舒服 设施 管理 落后
匿名用户,2021年8月22日,山青水秀，景色特别好，合适带孩子放松的好地方,1.0,山青水秀，景色特别好，合适带孩子放松的好地方,山青水秀 景色 特别 合适 孩子 放松 地方
平凡合一,2021年8月21日,停车场太远了，带孩子走好远才到冰灯的地方,0.0,停车场太远了，带孩子走好远才到冰灯的地方,停车场 太远 孩子 冰灯 地方
AOG144714256,2021年8月17日,带着老人和孩子去的总体还可以吧就是单收费项目太多不花钱就不能玩,1.0,带着老人和孩子去的总体还可以吧就是单收费项目太多不花钱就不能玩,老人 孩子 总体 收费 项目 太多 花钱
HFW374029042,2021年8月23日,风景很好，北方桂林山水。环境清幽,1.0,风景很好，北方桂林山水。环境清幽,风景 北方 桂林山水 环境 清幽
藏猫猫70,2021年8月19日,很向往的一个地方，适合老人游玩，不用走很多路,1.0,很向往的一个地方，适合老人游玩，不用走很多路,向往 地方 适合 老人 游玩 不用
匿名用户,2021年8月17日,玩了四个小时吧，挺好的凉快凉快凉快,1.0,玩了四个小时吧，挺好的凉快,四个 小时 凉快
AOG144714256,2021年8月17日,还不错就是花钱的太多风景很美里面不太大,1.0,还不错就是花钱的太多风景很美里面不太大,不错 花钱 风景 不太大
光着小脚丫669,2021年8月21日,很方便,1.0,很方便,
vHo97525522,2021年8月11日,没啥意思。！？！？100块门票感觉不太值，里面项目还单花钱,0.0,没啥意思。！？10块门票感觉不太值，里面项目还单花钱,啥意思 门票 感觉 不太值 项目 还单 花钱
iSm282420707,2021年6月28日,强烈推荐给大家，绝对的不虚此行！！！！,1.0,强烈推荐给大家，绝对的不虚此行！,强烈推荐 不虚此行
ljh19860326,2021年8月12日,第一次看夜景冰灯，挺好！,1.0,第一次看夜景冰灯，挺好！,第一次 夜景 冰灯
ljh19860326,2021年8月12日,挺好,1.0,挺好,
美天团mtmt,2021年5月15日,5月份放假迎来的第一次说走就走的旅行，爬山还是坐电梯上去的，给简短的行程来了一次惊喜，快船凉风湖水美景让人心旷神怡，让上午疲惫的旅行迎来一次放松，因为时间紧没有参加上漂流，但还是很佩服景区安排的合理行程，占?。,1.0,5月份放假迎来的第一次说走就走的旅行，爬山还是坐电梯上去的，给简短的行程来了一次惊喜，快船凉风湖水美景让人心旷神怡，让上午疲惫的旅行迎来一次放松，因为时间紧没有参加上漂流，但还是很佩服景区安排的合理行程，占?。,月份 放假 迎来 第一次 说走就走 旅行 爬山 坐电梯 简短 行程 惊喜 快船 凉风 湖水 美景 心旷神怡 上午 疲惫 旅行 迎来 放松 时间 参加 漂流 佩服 景区 安排 行程
fcK992990344,2021年8月5日,挺好的，可惜疫情了，以后有机会带孩子去,1.0,挺好的，可惜疫情了，以后有机会带孩子去,可惜 疫情 机会 孩子
匿名用户,2021年7月20日,设施？没有啥服务的设施。服务一般般，也不需要啥服务，都是自己瞎玩。去的时候冷的要死，哪天风特大，带10岁以下娃的最好不要去。,0.0,设施？没有啥服务的设施。服务一般，也不需要啥服务，都是自己瞎玩。去的时候冷的要死，哪天风特大，带10岁以下娃的最好不要去。,设施 服务 设施 服务 服务 要死 哪天风 特大
大东北熊爷,2021年7月31日,来过多次龙庆峡. 非常不错的环境. 你值得一来！,1.0,来过多次龙庆峡. 非常不错的环境. 你值得一来！,来过 龙庆峡 不错 环境 值得
GWj783132294,2021年7月24日,第二次去！感觉没啥意思！没第一次去的时候做的好！可能暖冬的问题吧！都是水,0.0,第二次去！感觉没啥意思！没第一次去的时候做的好！可能暖冬的问题吧！都是水,第二次 感觉 啥意思 第一次 暖冬
zhh000308,2021年7月29日,其实不是很好，没有太多能看的。,0.0,其实不是很好，没有太多能看的。,太多能
zhh000308,2021年7月29日,一般般吧！其实没有太多能看的。,0.0,一般吧！其实没有太多能看的。,太多能
匿名用户,2021年7月23日,全程旅游。但是没有导游 工作人员也很少 指挥不到位,0.0,全程旅游。但是没有导游 工作人员也很少 指挥不到位,全程 旅游 导游 工作人员 指挥 到位
