content,class,fenci
早晨五点起床，不管冬天夏天先去操场跑操，然后站着上早读，一天除了课就是自习穿插着考试，食堂对我的意义仅仅就是维持生命，晚上想和同学说几句话都要卡着静宿前的十分钟，压制情感、娱乐每一方面的欲望，我高中的每一天就是这么度过的，最后拼死累活考上985现在看来未来依旧模糊不清，最近在申国外学校了，如果成功的话我一定会完成我些许年前发下的誓，在国外结婚生子留在国外，让他接受的教育体系，让我年少未经受过的故事由他代我体验一遍。,群体对立,起床 操场 跑操 早读 自习 食堂 意义 同学 静宿 压制 情感 欲望 度过 拼死 考上 学校 成功 发下 结婚 生子 留在 接受 体系 年少 受过 故事 体验
我评论对外地人不公平有人来跳脸，站在你的角度上告诉我你们这是什么心理？不是谁在急翻翻评论不很明显吗？,相对剥夺,评论 外地人 公平 角度 告诉 心理 翻翻 评论
挺好的吧，我们这地就是小县城也有少年宫，我小学就听说很多同学去那边上补习班啊兴趣课之类的但我从没去过，我那个时候过的挺自由的,污名化,县城 少年宫 小学 听说 同学 补习班 兴趣 自由
我一个北京人也没见过少年宫，貌似从2000年开始就淘汰了，但编课本的人还没跟上时代,污名化,没见 少年宫 貌似 淘汰 课本 时代
我们小县城有，我小学时那办了个小小的恐龙展，那是我最后一次进去。在大一前的暑期，我想趁此空闲学点东西，可笑的是，我只敢在一楼望了两眼，就灰溜溜地走了,相对剥夺,县城 小学 空闲 可笑 一楼
小时候去少年宫学过一年京剧,污名化,小时候 少年宫 京剧
国企矿区长大的有少年宫，在我姐小时候（92年生人）那个年代是有会特长的（比如手风琴、吉他、素描什么的）工人、学校老师下班后免费去教的，家长有认识的打个招呼就能跟着学。到本世纪初，我刚上小学那会 这些地方就已经是收费开班了,相对剥夺,矿区 少年宫 小时候 生人 特长 手风琴 素描 工人 学校 老师 下班 家长 打个招呼 跟着 小学 地方 收费 开班
回复  :哈哈，围城是吧，学了要学好几年从小学一年级学到六年级，每年还要参加比赛和考级。而且只能学特定的曲子，你想学的曲子学不了,相对剥夺,回复 围城 要学 小学 学到 参加 只能 曲子 曲子
回复  :没法子这很正常，知道上大学我才见过少年宫，我们那里复习班都没有,不良示范,回复 大学 少年宫 复习班
很多年听过青少年宫这个词了，让我回忆起我在小学的时候我们县城有一个青少年宫，当时还算是地标性建筑指路问路都会提到。但是上了初中之后几乎再也没听到这个词了，现在回忆起来原来青少年宫各种兴趣班辅导班变成了早餐店洗脚按摩会计班之类的。青少年宫这个词已经在05后这一代遗忘掉了。,相对剥夺,青少年宫 小学 县城 青少年宫 算是 地标 建筑 指路 问路 提到 听到 回忆 青少年宫 兴趣班 辅导班 早餐 洗脚 按摩 会计 青少年宫 遗忘
回复  :同为河南人，我现在快大学毕业了也不知道少年宫是啥。,污名化,回复 河南人 大学毕业 少年宫
回复  :应该有补贴，我在上海生活的时候考进艺术团学费是全免的。,污名化,回复 补贴 考进 艺术团 学费
回复  :少年宫一直有吧，北京市的原来在景山那边吧，每个区还都有呢。街道还有少年之家,其他,回复 少年宫 街道
回复  :郑州洛阳肯定有少年宫，小城市县城就不好说了。,污名化,回复 肯定 少年宫 县城
我以为是关少年犯的，因为有听说过二进宫啥的，我就这么觉得了。从小到大都避着少年宫走。有时候自己认为就是这么回事，但是也没跟人说过讨论过，别人也没提过，就这么一直误会下去。我还记得小时候听说上大学分全日制和非全日制，我以为是大学模式是学日本模式的和不是日本模式的，到考大学进大学校园了才知道区别,群体对立,听说 少年宫 讨论 提过 误会 记得 小时候 听说 大学 大学 模式 模式 模式 考大学 大学校园 区别
少年宫制度还是很好的，相当于平价课外兴趣班，几百就能学到绘画、音乐、书法、围棋等项目了，有些大城市可能还有更多的花样。不过这两年没怎么听见消息了，五年前有事还在少年宫待过半年，但似乎改成了幼儿园？而且人也很少，就一个班左右。不少教室闲置，少数租给外部人员了（比如我们画室）。初三学校补课也是在少年宫，那时候就没什么人了。市中心还有个老少年宫，曾经就是兴趣班模式，但少年宫搬走后也不知道老少年宫什么情况了。大城市和中西部县城什么情况不知道，少年宫模式在我们这被专业兴趣班打得节节败退，虽然贵上好几倍，但少年宫毕竟是业余的，竞争不过专业班也不奇怪,污名化,少年宫 制度 很好 相当于 平价 课外 兴趣班 学到 绘画 音乐 书法 围棋 项目 花样 听见 消息 少年宫 改成 教室 闲置 租给 人员 画室 学校 补课 少年宫 市中心 少年宫 兴趣班 模式 少年宫 搬走 少年宫 情况 县城 情况 少年宫 模式 专业 兴趣班 贵上 少年宫 业余 专业班 奇怪
太真实了 前段时间去广州考试，经过少年宫，我问我姐少年宫是什么，我说只在小学试卷上见到过,污名化,前段时间 少年宫 少年宫 小学 试卷 见到
少年宫你们城里没有？我们一个县城都有 有什么奇怪的吗  也是无语 是你不去不是没有 你自己懒宁愿出去玩你都不去了解,污名化,少年宫 县城 奇怪 出去玩
有没有一种可能这才是高中本来该有的样子，高中本应该为环境更加开放的大学打基础的，按理说就该多搞一点社交活动开始铺垫大学生活，结果现实中大部分高中都变成了衡水那样，做题机器，一天到晚脑子里只有一种东西。衡水好歹还是名校，其他普通高中抄衡水模式抄个四不像，抄了之后也没见有多厉害，一天天又是寸头又是蘑菇头，制定一堆反人类的规矩，交钱坐三年牢，坐牢的途中还要拼命和你的“狱友”内卷那可怜的本科率，，,污名化,有没有 样子 环境 开放 大学 社交活动 铺垫 大学 现实 机器 脑子里 好歹 名校 模式 四不像 没见 厉害 寸头 蘑菇 制定 人类 规矩 交钱 坐牢 拼命 狱友 内卷 可怜
只会做题没毛病 比学习还不一定比得过四中学生呢,不良示范,做题 毛病 学习 学生
回复  :我之前在河北高中，早上五点半起床，晚上九点40下课，三周放一天假，升高三的暑假要晚放假早开学补课，有了线上会议这个东西寒假在家就过年那几天能歇会，平时的活动撑死就是个半天的运动会，大部分河北高中生都是这个情况，甚至更惨,污名化,回复 起床 下课 升高 放假 开学 补课 会议 寒假 能歇会 撑死 运动会 情况 更惨
回复  :我当时是早上7点跑早操，之后早读，晚自习到9点多，好像也差不多。高一高二双休，高三是单休，然后学校有各种社团，每周五下午都有社团活动，学校还不定期举办一些校园活动，拔河比赛，看电影，植树，舞会，还有一些书法比赛之类的，当时国家要求给学生减负，所以高中三年（10到12年）感觉过得还算多姿多彩。现在这学生我感觉跟坐牢差不多了，我原以为一个高中舞会评论区应该都是怀念高中生活的，没想到，好家伙，直接阶级对立都搞起来了，太离谱了,不良示范,回复 早操 早读 晚自习 好像 学校 社团 学校 举办 校园 拔河比赛 电影 植树 舞会 书法 国家 学生 减负 感觉 学生 感觉 坐牢 舞会 评论 怀念 阶级 对立 离谱
回复  :。。。害怕，我初中三年都是双休，还是在甘肃一小县城上的，唯一的噩梦就是早上7点的早操，平时各种课余活动挺多，过节学校还会举办活动，学生上台施展才艺什么的。。当时宣传的德智体美全面发展的口号到现在是完全不管了？学生直接成做题机器了感觉，哎，我又怀念当年胡和江在位那些年了，现在教育这块被瞎搞成什么了都,污名化,回复 害怕 县城 噩梦 早操 课余 学校 学生 才艺 口号 学生 成做 机器 感觉 怀念 在位 瞎搞
回复  :作为河南人来说，我童年的记忆仅在于小学五年级在农村幼儿园跳跳皮筋玩玩石子，跟着园长在期末联欢晚会跳一些小儿科舞蹈，从六年级以后我的童年就结束了，2012年小学六年级，从那以后到现在基本无任何娱乐活动，纯纯做题机器。,污名化,回复 河南人 记忆 小学 农村 跳皮筋 玩玩 石子 跟着 园长 舞蹈 结束 小学 娱乐活动 纯纯 机器
回复  :绝了，我高中山西的，也有这些校园活动，我是真没想到这帮人看见人家办个舞会就能破防，说真的挺没出息的，自己过得不如意就逮住别人狂喷,不良示范,回复 校园 舞会 破防 逮住
回复  :那你太原的？可惜，我也是山西的，整天却只能早六晚十一地坐牢，就为了一份卷子,污名化,回复 可惜 只能 坐牢 卷子
回复  :差不多是了，我就是甘肃人，我上的高中是市里排名第二的中学，高一的时候下午有40分钟自由活动时间，所有人去操场，高二就改成教室里上自习了；最大的活动就是运动会！社团什么的就没见过。高二的时候已经进入到高三的状态，所有的自习课有老师在教室里看着。高二下学期，引进了衡水模式，早上6:50，操场集合跑步，什么脚尖对脚跟，集中注意力这种的，结束跑步去吃早饭，然后上自习！前两节课上完做课间操，无语的是校长带着领导还有学生会在操场巡逻，会抓做的不标准的同学出来！早上四节课，中午一点五十，教导主任开始在校门口抓迟到的，卡点抓人。下午安排了两节课，两节自习，高二下学期是老师盯着自习，高三就是讲卷子！晚自习两节，一节做卷子，一节讲卷子（这是老师自己出的题，不批改，随做随讲）。晚上九点半下晚自习，住校生继续上晚延，十点半回宿舍，十一点宿舍熄灯，十一点二十分起，宿管阿姨开始巡逻（宿舍6层，阿姨在一层住）。基本就是这样了.我们学校的图书馆日常是锁着的，我上高中整整三年，就开了一回，是有人捐助了我们市的所有中学吧，开了个艺术展览，开完之后，图书馆又锁上了我是16年高中毕业的，不知道现在什么情况了,污名化,回复 排名 中学 自由 时间 所有人 操场 改成 教室 自习 运动会 社团 没见 状态 自习课 老师 教室 看着 学期 引进 模式 操场 集合 跑步 脚尖 脚跟 注意力 结束 跑步 早饭 自习 两节课 完做 课间操 校长 领导 学生会 操场 巡逻 抓做 标准 同学 四节课 教导 校门口 迟到 卡点 安排 两节课 自习 学期 老师 自习 卷子 晚自习 卷子 卷子 老师 批改 晚自习 住校生 宿舍 宿舍 熄灯 宿管 巡逻 宿舍 学校 图书馆 捐助 中学 开了个 艺术 展览 图书馆 锁上 情况
