评论,fenci,情感分类,主题概率,主题类型
无法打开中的，驱动程序光盘中没能找到补丁，一旦打开进立即蓝屏。,打开 驱动程序 光盘 没能 找到 补丁 打开 蓝屏,neg,"[(3, 0.60931283), (6, 0.29540202)]",3
拿回来装系统的时后才发现屏幕有个坏点 当时验机的时候我就怕有坏点 系统没法验证,回来 系统 发现 屏幕 有个 坏点 验机 坏点 系统 没法 验证,neg,"[(1, 0.9225857)]",1
"系统太难装了,花了我一天时间.其它. 今天上来,又特价1999,更超值呀",系统 时间 特价 超值,neg,"[(0, 0.014294274), (1, 0.014294314), (2, 0.81417453), (3, 0.014294193), (4, 0.014294195), (5, 0.014294192), (6, 0.014294229), (7, 0.014294265), (8, 0.014294346), (9, 0.014294324), (10, 0.014294183), (11, 0.014294267), (12, 0.014294376), (13, 0.014294286)]",2
"可能是被我遇到了极个别案例， 新机器，开机白屏，无任何显示，更加没有出现华硕,提货当天已送回，要求退货，事件正在处理中。",极个别 案例 机器 开机 白屏 显示 华硕 提货 当天 送回 退货 事件,neg,"[(8, 0.92848593)]",8
1、键盘有待提高；2、电池是3芯的；3、电源线太粗了！才40的电源，用得着这么粗的线吗？都可以去烧开水了！白白增加成本！最主要的是增加了重量！削弱了上网本轻巧的优势！4、微星笔记本售后太差,键盘 有待 提高 电池 电源线 太粗 电源 用得着 开水 增加 成本 增加 重量 削弱 上网 轻巧 优势 微星 笔记本 售后,neg,"[(7, 0.14282581), (8, 0.8163139)]",8
就是电池的时间有点短，显示2小时，但到可30分钟以内时就基本得插电源了，否侧怕突然断电。连个包也不送，还得自己去买，呵呵。,电池 时间 显示 小时 分钟 以内 电源 断电 个包,neg,"[(4, 0.39962658), (9, 0.5145474)]",9
自带的系统不是的，使用起来有点烦，准备过两天去借一个外置光驱重装系统。,自带 系统 有点烦 两天 外置 光驱 重装系统,neg,"[(9, 0.64320546), (10, 0.24960402)]",9
显示屏清晰度不够，在白色背景下是灰蒙蒙的，如同磨砂玻璃，不白亮，整个屏幕有无数雪花点或横条。俗称“雪花屏”。优化大师检测结果是：友达品牌的屏幕，制造日期为：2006年第一周。,显示屏 清晰度 白色 背景 灰蒙蒙 磨砂玻璃 不白亮 屏幕 无数 雪花 横条 俗称 雪花 优化大师 检测 友达 品牌 屏幕 制造 日期 第一周,neg,"[(10, 0.95774394)]",10
预装 我觉得还不如装个。一般新手不会做系统 菜鸟吧会做系统却不知道要重建，说明书全英文， 售后只有省会有。,预装 装个 新手 系统 菜鸟 系统 重建 说明书 全英文 售后 省会,neg,"[(3, 0.08227104), (9, 0.8462542)]",9
不是系统，而是系统 超级不习惯  不过对于研究的朋友们倒是个选择,系统 系统 超级 习惯 研究 朋友 选择,neg,"[(8, 0.47990912), (9, 0.41292968)]",8
声音小，适配器是黑色的。+硬盘，已经折磨死我了，做引导盘，深度-3 删除并且重新分区，现在还是不识别硬盘，装不上系统，那位帮帮忙！,声音 适配器 黑色 硬盘 折磨 引导盘 深度 删除 分区 识别 硬盘 装不上 系统 那位 帮帮忙,neg,"[(5, 0.94190663)]",5
最大的缺点：预装的 系统太难搞了，界面非常漂亮，比还好，配置太困难了，无线网络不会设置，还没有合用的股票软件，只能准备装了。分区相当难删，直接送售后了。,缺点 预装 系统 难搞 界面 漂亮 还好 配置 困难 无线网络 设置 合用 股票软件 只能 分区 售后,neg,"[(9, 0.9453495)]",9
1：只要使用风扇就一直转不停，2：硬盘有杂音，答刺答刺的很刺耳。3：色差有冷暖之分，我们南方适应的是暖色，我这个是冷色的，如是正常的冷色就无所谓，但我的颜色不是一般的冷。影响到画面的颜色了，能换货吗？,风扇 不停 硬盘 杂音 答刺 答刺 刺耳 色差 冷暖 南方 暖色 冷色 冷色 无所谓 颜色 影响 画面 颜色 换货,neg,"[(2, 0.9535323)]",2
没有送包，没有蓝牙，没有系统，硬盘，装系统可是费了劲了，最后花30去电脑城装的系统，还不能用备份！！！！！！！倒了,蓝牙 系统 硬盘 系统 电脑城 系统 备份,neg,"[(9, 0.8839011)]",9
正在刷新、装系统、装驱动，工程没完，不知道长期使用怎么样。听网上说无线网卡有些问题，有点怕！,刷新 系统 驱动 工程 没完 长期 网上 无线 网卡,neg,"[(1, 0.9070897)]",1
还没有发现什么不足.还没有发现什么不足.还没有发现什么不足.还没有发现什么不足.,发现 发现 发现 发现,neg,"[(0, 0.014285906), (1, 0.014285903), (2, 0.014285897), (3, 0.014285891), (4, 0.014285902), (5, 0.0142859), (6, 0.014286018), (7, 0.014285907), (8, 0.014285889), (9, 0.014285924), (10, 0.014285933), (11, 0.81428313), (12, 0.014285903), (13, 0.014285922)]",11
京东的物流让人抓狂，4号一起下的单，这个已经收货了，另一单还在北京没有发货，效率不是一般的底下。,京东 物流 抓狂 收货 另一单 北京 发货 效率 底下,neg,"[(0, 0.78360325), (4, 0.13057289)]",0
操作系统啊   真不好  加一个又用不了多少钱？  建议  增加安装系统的服务,操作系统 不好 建议 增加 安装 系统 服务,neg,"[(8, 0.88392276)]",8
京东的包装要做的皮实点，送过来的时候就外面一个包装盒包着，看着怪心疼的。,京东 包装 皮实 送过来 外面 包装盒 看着 心疼,neg,"[(0, 0.31018218), (12, 0.5944747)]",12
1内存用太低了，感觉散热方面还需提高，上次用时硬盘温度升得很快。,内存 感觉 散热 提高 上次 硬盘 温度 很快,neg,"[(0, 0.4878903), (8, 0.31250456), (12, 0.112257086)]",0
才到手的东西，运行时间太短，暂时还没暴露出明显的缺陷。但愿能持久耐用！,到手 东西 运行 时间 太短 暂时 暴露出 缺陷 持久 耐用,neg,"[(0, 0.22624311), (12, 0.69579184)]",12
内存较小！驱动不是很全！声卡驱动安装需先安装888111补丁！才能安装！,内存 驱动 声卡 驱动 安装 需先 安装 补丁 安装,neg,"[(6, 0.9071191)]",6
"银色边的漆以后可能会被磨掉.感觉16:9的屏幕太扁,毕竟看得多的是网页.还是老的4:3的14寸屏幕好.建议买16:10的屏幕(电影爱好者除外).",银色 磨掉 感觉 屏幕 网页 屏幕 建议 屏幕 电影 爱好者,neg,"[(1, 0.5047694), (12, 0.4172459)]",1
对宽屏不了解，现在用起来极不舒服；上下距离太窄，宽度又太宽。只相当于12寸的屏。屏太亮，而且改了设置后只要重启就又要改,舒服 距离 宽度 相当于 屏太亮 设置 重启,neg,"[(1, 0.8838081)]",1
配的驱动，好像是上用的，看了一下，这个是一个败笔。不过在官网都能找到驱动，就没什么了，注意和版本是不一样的。,驱动 好像 上用 败笔 官网 找到 驱动 没什么 版本,neg,"[(6, 0.40539002), (8, 0.40218633), (13, 0.11375695)]",6
买了6台 其中一台键盘鼠标爆掉，新买的机器哦，第二天键盘鼠标坏掉，换货中，其他还没有发现什么大的问题，哦，还有比较热。,一台 键盘 鼠标 爆掉 机器 第二天 键盘 鼠标 坏掉 换货 发现,neg,"[(11, 0.9225733)]",11
缺点也有，但都不大，1，机器盖子上的商标有划痕，京东应该反映给厂家，很多网友都遇到了；2。驱动难下，的驱动下了一夜，还差一个摄像头的驱动没下来，服务器太差了，好在摄像头的驱动能通用，也应反映给厂家,缺点 机器 盖子 商标 划痕 京东 厂家 网友 驱动 难下 驱动 一夜 摄像头 驱动 服务器 摄像头 驱动 通用 厂家,neg,"[(8, 0.7011312), (9, 0.2559734)]",8
个人感觉散热不是很好，摸起来有的温手，没我的华硕8的散热好，另外键盘有点硬，间距有点下，打字还有点不习惯。电源管理之类的附加软件不多。,个人感觉 散热 温手 华硕 散热 键盘 间距 打字 习惯 电源 管理 附加 软件,neg,"[(4, 0.167597), (7, 0.77113295)]",7
要是带蓝牙、摄像头就完美了。不过价格就高上去了。 刚买一星期又跌了200元，不爽。,蓝牙 摄像头 完美 价格 星期 不爽,neg,"[(0, 0.010209699), (1, 0.010209812), (2, 0.6658959), (3, 0.010209714), (4, 0.010209724), (5, 0.010209801), (6, 0.01020976), (7, 0.010209715), (8, 0.010209813), (9, 0.010209747), (10, 0.010209707), (11, 0.010209737), (12, 0.21158718), (13, 0.010209756)]",2
装，说明书却是教使用，没有使用说明，也没有重装系统注意事项提醒，害的我这菜鸟差点新机刚到手还没用就得拿去维修。,说明书 却是 重装系统 注意事项 提醒 菜鸟 差点 新机 到手 没用 维修,neg,"[(0, 0.8186076), (9, 0.10989206)]",0
最大的缺点就是内存太小，好在另外买了根1的。,缺点 内存 太小,neg,"[(0, 0.017858552), (1, 0.017858544), (2, 0.017858537), (3, 0.017858604), (4, 0.017858567), (5, 0.017858533), (6, 0.017858565), (7, 0.017858574), (8, 0.01785861), (9, 0.22856499), (10, 0.017858632), (11, 0.55713207), (12, 0.017858628), (13, 0.017858615)]",11
装不了网卡驱动！！哪位大侠知道怎么装网卡驱动？？从官网下载，没有网卡驱动！！好晕！,网卡 驱动 哪位 大侠 网卡 驱动 官网 下载 网卡 驱动,neg,"[(4, 0.915556)]",4
键盘手感有待提高，陪的驱动竟然只有的，的驱动还要去网站下载，非常不人性化。,键盘 手感 有待 提高 驱动 驱动 网站 下载 人性化,neg,"[(1, 0.43580633), (6, 0.30693108), (8, 0.17866941)]",1
1、回来装系统搞了好半天；,回来 系统 半天,neg,"[(0, 0.017858947), (1, 0.017859055), (2, 0.017858965), (3, 0.017858949), (4, 0.017858973), (5, 0.017858962), (6, 0.76783323), (7, 0.017858995), (8, 0.017858958), (9, 0.017859066), (10, 0.01785902), (11, 0.017858969), (12, 0.017858949), (13, 0.017859012)]",6
触控面板的地方左边会向上翘起，键盘不平中间高，内存少了点，没买多久就降了200元。,触控 面板 地方 左边 向上 翘起 键盘 不平 内存 没买 多久,neg,"[(8, 0.9225478)]",8
1、装比较费事,费事,neg,"[(0, 0.035728205), (1, 0.035728212), (2, 0.035728134), (3, 0.035728134), (4, 0.035728134), (5, 0.035728134), (6, 0.035728134), (7, 0.035728134), (8, 0.035728134), (9, 0.035728134), (10, 0.035728134), (11, 0.0357284), (12, 0.53553385), (13, 0.035728134)]",12
键盘设计不太合理，键太远 键太短；按键手感偏硬。裸机+电池将近5斤，偏重。,键盘 设计 太短 按键 手感 裸机 电池 偏重,neg,"[(5, 0.6304364), (12, 0.2742734)]",5
驱动没有配 7 64的驱动，安装完之后，让 7 自己上网安装的，安装完之后，效果还算可以，性能评分得到3分，最低分是桌面特效。得分5，还算可以。,驱动 驱动 安装 上网 安装 安装 效果 性能 评分 最低 分是 桌面 特效 得分,neg,"[(6, 0.8266409), (7, 0.116176285)]",6
做工有待改善。,做工 有待 改善,neg,"[(0, 0.017870223), (1, 0.017870309), (2, 0.017870238), (3, 0.01787022), (4, 0.01787029), (5, 0.017870339), (6, 0.017870305), (7, 0.7676862), (8, 0.017870238), (9, 0.017870225), (10, 0.017870333), (11, 0.017870242), (12, 0.017870462), (13, 0.01787039)]",7
屏幕转轴有点松，不知道是不是个例,屏幕 转轴 个例,neg,"[(0, 0.017870111), (1, 0.017870188), (2, 0.01787015), (3, 0.017870162), (4, 0.01787013), (5, 0.017870115), (6, 0.017870119), (7, 0.7676879), (8, 0.017870089), (9, 0.017870145), (10, 0.017870335), (11, 0.017870164), (12, 0.017870214), (13, 0.017870171)]",7
买到没装系统，很麻烦。。不过也算是省钱了。,买到 没装 系统 麻烦 算是 省钱,neg,"[(0, 0.010212796), (1, 0.010212822), (2, 0.010212817), (3, 0.010212803), (4, 0.010212838), (5, 0.010212817), (6, 0.010212827), (7, 0.86723334), (8, 0.01021281), (9, 0.010212835), (10, 0.010212819), (11, 0.010212803), (12, 0.010212799), (13, 0.010212858)]",7
跟很多买家一样遇到了表面金属标牌划痕问题，但知道没法退货，去商场看了样机，基本每台都有划痕，所以不知道是问题，还是普遍现象。使用中有散热问题，但基本能接受。虽然有蓝牙图标，但其实并没有硬件支持。,买家 表面 金属 标牌 划痕 没法 退货 商场 样机 划痕 普遍现象 散热 接受 蓝牙 图标 硬件 支持,neg,"[(3, 0.08857197), (9, 0.86376745)]",9
没有24小时免费服务电话联系十分不便，请尽快解决，你们每天9---21时才接电话，你们难道在欧洲，我们7：30就上班了，上帝都上班了，你们难道还要睡觉，等上帝给你们叫醒送钱给你们吗？快改改了，拜托！,小时 免费 服务 电话 不便 解决 接电话 欧洲 上班 上帝 上班 睡觉 上帝 叫醒 改改 拜托,neg,"[(8, 0.9453167)]",8
第一 散热一般。。。用了一会托腕处就发烫了?,第一 散热 一会 腕处 发烫,neg,"[(0, 0.01191212), (1, 0.011912034), (2, 0.8451433), (3, 0.011912046), (4, 0.011912066), (5, 0.011912049), (6, 0.011912032), (7, 0.01191206), (8, 0.011912123), (9, 0.011912039), (10, 0.011912041), (11, 0.0119120395), (12, 0.011912039), (13, 0.011912039)]",2
有些厚重吧，这跟京东没关系，呵呵，毕竟只花3999元银子嘛，这个价格比市面要低！,厚重 京东 没关系 银子 价格比 市面,neg,"[(0, 0.010214007), (1, 0.8672181), (2, 0.010213993), (3, 0.010213976), (4, 0.0102140065), (5, 0.010213985), (6, 0.0102140065), (7, 0.0102140345), (8, 0.010213978), (9, 0.010213977), (10, 0.010214017), (11, 0.010213993), (12, 0.010213976), (13, 0.010213984)]",1
开始大意了，直接格式化安装，发现失败。搞了几个小时才装好。,大意 格式化 安装 发现 失败 几个 小时,neg,"[(11, 0.88382626)]",11
自己加了根2的三星的800内存，原来带的内存是667的，如果是667的就好了，稍微差了一点，,三星 内存 内存 稍微 一点,neg,"[(0, 0.011905368), (1, 0.011905365), (2, 0.0119053945), (3, 0.01190539), (4, 0.011905416), (5, 0.011905387), (6, 0.011905382), (7, 0.011905375), (8, 0.011905394), (9, 0.011905394), (10, 0.8452299), (11, 0.011905432), (12, 0.01190538), (13, 0.011905399)]",10
驱动盘只有的驱动，装成我相信99%的人不会用。笔记本基本扩展口都没有。接口太少！,驱动 驱动 装成 笔记本 扩展 接口,neg,"[(0, 0.01020939), (1, 0.010209443), (2, 0.622085), (3, 0.010209421), (4, 0.2554017), (5, 0.010209518), (6, 0.010209489), (7, 0.010209472), (8, 0.010209432), (9, 0.010209441), (10, 0.010209429), (11, 0.0102094235), (12, 0.010209402), (13, 0.010209469)]",2
的系统从来没玩过，面做工稍欠缺，塑料感强。不过对得起价格。,系统 没玩过 做工 欠缺 塑料 感强 对得起 价格,neg,"[(2, 0.8967158)]",2
键盘感觉不太爽，可能用用就习惯成自然了吧。看图以为触摸板是多点触控的，其实不是的，请各位注意了。散热我觉得做的一般，可能是出风口太小吧。,键盘 感觉 太爽 用用 习惯成自然 触摸板 多点 触控 散热 出风口 太小,neg,"[(8, 0.92256564)]",8
"键盘稍微的不是太人性化,货到手时感觉有划痕,本来还打算换呢,后来发现把表面的贴膜去掉是完好的,没划痕 ,稍稍有点重 2,如果上下班开车或者偶尔背着上下班的就无所谓了,自我感觉能接受.",键盘 稍微 人性化 到手 感觉 划痕 本来 打算 发现 表面 贴膜 去掉 完好 划痕 稍稍 上下班 开车 背着 上下班 无所谓 自我感觉 接受,neg,"[(6, 0.095270745), (10, 0.09460037), (13, 0.7759379)]",13
键盘比想象中的要烂，光驱有时候声音会比较大，摄像头是个鸡肋功能，不错有比没有好...,键盘 想象 要烂 光驱 有时候 声音 摄像头 鸡肋 功能 不错,neg,"[(5, 0.22202677), (8, 0.22284977), (9, 0.36930642), (13, 0.12080275)]",9
