original_content,processed_content
　共通基準を策定する背景には、中国による過剰生産問題がある。米国などは、中国政府による自国企業への産業補助金で旧世代半導体やＥＶ、太陽光パネルが安価に世界市場に氾濫している現状を問題視している。バイデン米政権はＧ７を通じて圧力を強めたい考えだ。,共通 基準 策定 背景 中国 過剰 生産 問題 米国 中国 政府 自国 企業 産業 補助 世代 半導体 太陽光 パネル 安価 世界 市場 氾濫 現状 問題 バイデン 政権 圧力 強め たい 考え
　一方、日本や欧州にとって中国は重要な貿易相手国だ。日欧は、中国製品の排除は避け、重要物資を巡り中国への依存度を下げてリスク低減を目指す考えで、経済安保分野では中国の名指しはしない見通しだ。,日本 欧州 中国 重要 貿易 相手 中国 製品 排除 避け 重要 物資 巡り 中国 依存 下げ リスク 低減 目指す 考え 経済 安保 分野 中国 名指し 見通し
Title: ＥＵが中国ＥＶに最大３８・１％の追加関税、ＢＹＤは１７・４％追加…「差し迫った損害もたらす」,中国 最大 追加 関税 追加 差し迫っ 損害 もたらす
【ブリュッセル＝秋山洋成】欧州連合（ＥＵ）の執行機関・欧州委員会は１２日、中国製の電気自動車（ＥＶ）の輸入に対し、最大３８・１％の追加関税を暫定的に課すと発表した。中国政府の補助金を受けた中国製ＥＶが、不当に安い価格で欧州市場に流入していると判断した。,ブリュッセル 秋山 欧州 連合 執行 機関 欧州 委員 中国 電気 自動車 輸入 最大 追加 関税 暫定 課す 発表 中国 政府 補助 受け 中国 不当 安い 価格 欧州 市場 流入 判断
　欧州委によると、メーカー別では上海汽車に最も高い３８・１％、吉利汽車に２０％、ＥＶ大手ＢＹＤに１７・４％の関税を現行の１０％に追加で課す。ＥＶ大手テスラなど外国メーカーの中国製も対象となる。,欧州 よる メーカー 上海 汽車 最も 高い 吉利 汽車 大手 関税 現行 追加 課す 大手 テスラ 外国 メーカー 中国 対象
　他のメーカーについては、ＥＵの調査に応じたホンダなどには２１％、応じなかった社は３８・１％とする。１２日にメーカー側に通知した後、反論を受け付け、７月５日までに適用する。,メーカー 調査 応じ ホンダ 応じ メーカー 通知 反論 受け付け 適用
　欧州委は昨年１０月、中国製ＥＶに対する補助金の実態調査を進めていた。担当者は「リチウムの精製から車の製造、欧州への輸送までサプライチェーン全体で補助金を受けている。ＥＵの産業に明らかに差し迫った損害をもたらす」と指摘した。,欧州 昨年 中国 補助 実態 調査 進め 担当 リチウム 精製 製造 欧州 輸送 サプライ チェーン 全体 補助 受け 産業 明らか 差し迫っ 損害 もたらす 指摘
　調査研究機関の欧州交通環境連盟（Ｔ＆Ｅ）によると、２０２３年にＥＵで販売されたＥＶのうち中国製は１９・５％を占め、２４年には２５％に伸びる見通し。テスラなどを除いた中国メーカーだけでは１９年は０・４％だったのが、２４年には１１％と大幅に拡大すると推計している。,調査 研究 機関 欧州 交通 環境 連盟 よる 販売 中国 占め 伸びる 見通し テスラ 除い 中国 メーカー 大幅 拡大 推計
　中国製ＥＶを巡っては、米国も現在の４倍となる１００％の制裁関税を８月から課す予定で、中国側は断固として反対するとし、対抗措置を示唆した。,中国 巡っ 米国 現在 制裁 関税 課す 予定 中国 断固 反対 対抗 措置 示唆
Title: ボルボ「EX30」コンパクトな車体、装備充実で人気のSUV　「マイティー・ソー」ゆかりのデザインも,ボルボ コンパクト 車体 装備 充実 人気 マイティー・ソー ゆかり デザイン
スウェーデンの自動車メーカー、ボルボ・カーのスポーツ用多目的車（SUV）「EX30」に試乗した。EXのEは、電気自動車（EV）を示す。ボルボ・カー・ジャパンによると、2024年1～4月に輸入EVの車名別登録累計台数で首位となる942台を販売した。コンパクトな車体、充実の標準装備などが評価されているという。,スウェーデン 自動車 メーカー ボルボ カー スポーツ 多目的 試乗 電気 自動車 示す ボルボ カー ジャパン よる 輸入 登録 累計 台数 首位 販売 コンパクト 車体 充実 標準 装備 評価
　まずは外観を見てみよう。EVのため、エンジンを冷やす空気の取り入れ口の役目を果たすフロントグリルはなく、ボルボのエンブレムしかないすっきりしたデザインだ。その分、目立つのはLED（発光ダイオード）ヘッドライトのデザインだろう。キリスト教が普及する前、スウェーデンなどで信仰されていた北欧神話にトールという戦いの神がいる。映画好きな人であれば、マーベル・スタジオ制作の映画「マイティー・ソー」の主人公「ソー」といった方が分かりやすいだろう。トール（Thor）を英語読みするとソーになる。トールの武器は稲妻を象徴する槌（ハンマー）で、それをデザイン化している。,外観 みよ エンジン 冷やす 空気 取り入れ 役目 果たす フロント グリル ボルボ エンブレム すっきり デザイン 目立つ 発光 ダイオード ヘッドライト デザイン だろ キリスト 普及 スウェーデン 信仰 北欧 神話 トール 戦い 映画 好き マーベル・スタジオ 制作 映画 マイティー・ソー 主人公 ソー いっ 分かり やすい だろ トール 英語 読み ソー トール 武器 稲妻 象徴 ハンマー デザイン
　また、横から眺めると、ボルボ史上最も小さいといわれるコンパクトさがよく分かる。日本の一般的な機械式立体駐車場に入る大きさになっている。タイヤの大径化はここ数年のトレンドで、このクルマも車体と比較してタイヤはやや大き目である。一定速で走る場合は燃費が良くなる、高速走行が安定するなどのメリットがある一方、乗り心地が悪くなるケースやタイヤの維持費がかかるなどのデメリットもなくはない。,眺める ボルボ 史上 最も 小さい いわ コンパクト よく 分かる 日本 一般 機械 立体 駐車 入る 大き タイヤ 径化 トレンド クルマ 車体 比較 タイヤ やや 大き目 一定 走る 場合 燃費 良く 高速 走行 安定 メリット 一方 乗り 心地 悪く ケース タイヤ 維持 かかる デメリット
　室内に入る。北欧車ならではを感じさせるのは天井部分だ。固定式のパノラマ・ガラス・ルーフになっていて、室内は明るく、運転中は気持ちが良い。EVの場合、車体下部に電池があり、室内高が制限されるため、頭上の空間が狭く、圧迫感を受けやすい。このため、ガラスルーフを採用している例が多く、そういう側面もありそうだ。,室内 入る 北欧 ならでは 感じ させる 天井 部分 固定 パノラマ ガラス ルーフ 室内 明るく 運転 気持ち 良い 場合 車体 下部 電池 室内 制限 頭上 空間 狭く 圧迫 受け やすい ガラス ルーフ 採用 多く 側面 そう
　運転席に座ると、正面に速度計などは一切ない。中央部に12・3インチのタブレット型の大型ディスプレーがあり、すべての情報はここに映し出される。便利な反面、慣れるまでは多少違和感を感じてしまう。,運転 座る 正面 速度 一切 中央 インチ タブレット 大型 ディスプレー すべて 情報 映し出さ 便利 慣れる 多少 違和感 感じ しまう
