车辆名称,品牌,价格,上牌时间,上市时间,表显里程,厂商,生产方式,厂商指导价(万元),能源形式,变速箱,车身形式,整车质保,电动机总功率(kW),过户次数
奔驰C级 2022款 改款 C 260 L 运动版,奔驰,29.5O万,2023年,2022.02,1.84万公里,北京奔驰,合资,34.94,汽油+48V轻混系统,9挡手自一体,4门5座三厢车,三年不限公里,150,1次
奔驰GLB 2021款 GLB 200 动感型,奔驰,21.43万,2021年,2020.1,3.O5万公里,北京奔驰,合资,31.88,汽油,7挡湿式双离合,5门5座SUV,三年不限公里,120,0次
奔驰GLA 2022款 GLA 220,奔驰,22.3O万,2022年,2022.05,1.9万公里,北京奔驰,合资,30.9,汽油,8挡湿式双离合,5门5座SUV,三年不限公里,140,0次
奔驰GLC 2021款 GLC 260 L 4MATIC 豪华型,奔驰,3O.6O万,2020年,2020.11,7.39万公里,北京奔驰,合资,42.98,汽油,9挡手自一体,5门5座SUV,三年不限公里,145,0次
奔驰GLA 2020款 GLA 180,奔驰,17.98万,2022年,,1.58万公里,北京奔驰,合资,27.68,汽油,7挡双离合,5门5座SUV,三年不限公里,100,0次
奔驰E级 2022款 改款三 E 300 L 豪华型,奔驰,45.98万,2022年,2022.06,1.69万公里,北京奔驰,合资,50.15,汽油,9挡手自一体,4门5座三厢车,三年不限公里,190,0次
奔驰CLA 2020款 CLA 200 猎跑车(进口),奔驰,22.88万,2021年,2020.07,4.51万公里,奔驰(进口),进口,29.98,汽油,7挡双离合,5门5座旅行车,三年不限公里,120,2次
奔驰GLC 2022款 改款三 GLC 260 L 4MATIC 动感型,奔驰,35.3O万,2022年,2022.03,3.45万公里,北京奔驰,合资,40.63,汽油,9挡手自一体,5门5座SUV,三年不限公里,145,1次
奔驰GLC 2021款 GLC 260 L 4MATIC 豪华型,奔驰,31.1O万,2020年,2020.11,4万公里,北京奔驰,合资,42.98,汽油,9挡手自一体,5门5座SUV,三年不限公里,145,0次
奔驰E级 2020款 改款 E 300 L 殊享版,奔驰,36.O1万,2020年,2020.03,8.59万公里,北京奔驰,合资,49.98,汽油,9挡手自一体,4门5座三厢车,三年不限公里,190,1次
奔驰S级 2021款 S 400 L 商务型(进口),奔驰,76.85万,2021年,2021.01,3.81万公里,奔驰(进口),进口,89.98,汽油+48V轻混系统,9挡手自一体,4门5座三厢车,三年不限公里,230,3次
奔驰A级 2022款 改款三 A 200 L 运动轿车时尚型,奔驰,18.9O万,2023年,2022.09,O.76万公里,北京奔驰,进口,26.48,汽油,7挡湿式双离合,4门5座三厢车,三年不限公里,120,0次
奔驰A级 2020款 改款 A 180 L,奔驰,14.68万,2020年,2020.04,2.35万公里,北京奔驰,合资,21.18,汽油,7挡双离合,4门5座三厢车,三年不限公里,100,0次
奔驰A级 2021款 改款 A 180 L 运动轿车,奔驰,15.6O万,2021年,2021.04,3.21万公里,北京奔驰,合资,23.28,汽油,7挡湿式双离合,4门5座三厢车,三年不限公里,100,1次
奔驰A级 2022款 A 180 L 运动轿车,奔驰,17.O8万,2023年,2021.1,O.94万公里,北京奔驰,合资,23.48,汽油,7挡湿式双离合,4门5座三厢车,三年不限公里,100,0次
奔驰A级 2020款 改款 A 200 L 运动轿车时尚型,奔驰,16.38万,2021年,2020.04,6.89万公里,北京奔驰,合资,26.48,汽油,7挡双离合,4门5座三厢车,三年不限公里,120,2次
奔驰GLB 2020款 GLB 200 时尚型,奔驰,19.85万,2020年,2019.11,5.91万公里,北京奔驰,合资,32.68,汽油,7挡双离合,5门7座SUV,三年不限公里,120,1次
奔驰C级 2022款 C 260 L 运动版,奔驰,28.14万,2022年,2021.08,2.84万公里,北京奔驰,合资,35.12,汽油+48V轻混系统,9挡手自一体,4门5座三厢车,三年不限公里,150,2次
奔驰 迈巴赫S级 2020款 S 450 4MATIC 典藏版,奔驰,93.88万,2020年,2020.03,11.2万公里,梅赛德斯-迈巴赫,进口,145.88,汽油+48V轻混系统,9挡手自一体,4门5座三厢车,三年不限公里,270,2次
奔驰C级 2022款 C 260 L 运动版,奔驰,28.28万,2021年,2021.08,3.27万公里,北京奔驰,合资,35.12,汽油+48V轻混系统,9挡手自一体,4门5座三厢车,三年不限公里,150,3次
奔驰C级 2021款 C 260 L 运动星耀臻藏版,奔驰,26.68万,2020年,2020.09,3.O4万公里,北京奔驰,合资,35.68,汽油+48V轻混系统,9挡手自一体,4门5座三厢车,三年不限公里,135,0次
奔驰C级 2021款 C 260 L 运动星耀臻藏版,奔驰,26.35万,2021年,2020.09,1.26万公里,北京奔驰,合资,35.68,汽油+48V轻混系统,9挡手自一体,4门5座三厢车,三年不限公里,135,1次
奔驰GLS 2020款 GLS 450 4MATIC 动感型(进口),奔驰,84.14万,2020年,2019.11,4.78万公里,奔驰(进口),进口,103.8,汽油+48V轻混系统,9挡手自一体,5门7座SUV,三年不限公里,270,1次
奔驰EQC 2020款 EQC 350 4MATIC,奔驰,18.19万,2020年,2020.06,4.93万公里,北京奔驰,合资,49.98,纯电动,电动车单速变速箱,5门5座SUV,三年不限公里,210,2次
奔驰EQC 2020款 EQC 350 4MATIC,奔驰,18.1O万,2020年,2020.06,4.44万公里,北京奔驰,合资,49.98,纯电动,电动车单速变速箱,5门5座SUV,三年不限公里,210,2次
奔驰C级 2022款 改款 C 260 L 运动版,奔驰,29.33万,2022年,2022.02,2.28万公里,北京奔驰,合资,34.94,汽油+48V轻混系统,9挡手自一体,4门5座三厢车,三年不限公里,150,1次
奔驰EQC 2020款 EQC 350 4MATIC,奔驰,18.25万,2020年,2020.06,3.63万公里,北京奔驰,合资,49.98,纯电动,电动车单速变速箱,5门5座SUV,三年不限公里,210,2次
奔驰GLA 2020款 GLA 180,奔驰,19.1O万,2022年,,2.88万公里,北京奔驰,合资,27.68,汽油,7挡双离合,5门5座SUV,三年不限公里,100,0次
奔驰GLB 2020款 改款 GLB 200 时尚型,奔驰,18.93万,2020年,2020.04,6.35万公里,北京奔驰,合资,32.88,汽油,7挡双离合,5门7座SUV,三年不限公里,120,0次
奔驰C级 2021款 C 260 L 运动星耀臻藏版,奔驰,28.2O万,2021年,2020.09,2.96万公里,北京奔驰,合资,35.68,汽油+48V轻混系统,9挡手自一体,4门5座三厢车,三年不限公里,135,0次
奔驰GLC 2020款 改款 GLC 260 L 4MATIC 豪华型,奔驰,3O.58万,2020年,2020.03,4.47万公里,北京奔驰,合资,42.28,汽油,9挡手自一体,5门5座SUV,三年不限公里,145,0次
奔驰E级(进口) 2020款 E 260 轿跑车(进口),奔驰,33.48万,2020年,2019.12,1.97万公里,奔驰(进口),进口,52.18,汽油+48V轻混系统,9挡手自一体,2门4座硬顶跑车,三年不限公里,135,0次
奔驰GLE 2021款 GLE 350 4MATIC 时尚型(进口),奔驰,56.98万,2021年,2020.11,3.28万公里,奔驰(进口),进口,73.88,汽油,9挡手自一体,5门5座SUV,三年不限公里,190,0次
奔驰B级 2021款 B 200 动感型(进口),奔驰,13.96万,2021年,2020.09,3.33万公里,奔驰(进口),进口,25.98,汽油,7挡湿式双离合,5门5座两厢车,三年不限公里,120,1次
奔驰C级(进口) 2020款 改款 C 200 旅行轿车(进口),奔驰,23.38万,2021年,2020.07,6.14万公里,奔驰(进口),进口,36.08,汽油,9挡手自一体,5门5座旅行车,三年不限公里,115,0次
奔驰EQC 2020款 EQC 400 4MATIC,奔驰,19.45万,2020年,2019.11,3.99万公里,北京奔驰,合资,57.98,纯电动,,5门5座SUV,三年不限公里,300,2次
奔驰EQS 2022款 450+ 豪华版,奔驰,52.62万,2023年,2021.12,4OO公里,梅赛德斯-EQ,进口,119.36,纯电动,电动车单速变速箱,5门5座掀背车,三年不限公里,245,1次
奔驰GLB 2020款 GLB 200 时尚型,奔驰,19.69万,2020年,2019.11,6.O2万公里,北京奔驰,合资,32.68,汽油,7挡双离合,5门7座SUV,三年不限公里,120,0次
奔驰A级 2022款 A 200 L 运动轿车时尚型,奔驰,19.28万,2022年,2021.1,2.68万公里,北京奔驰,合资,26.48,汽油,7挡湿式双离合,4门5座三厢车,三年不限公里,120,0次
奔驰GLA 2020款 GLA 200,奔驰,17.2O万,2021年,2020.07,9万公里,北京奔驰,合资,30.38,汽油,7挡湿式双离合,5门5座SUV,三年不限公里,120,0次
奔驰GLC 2021款 GLC 260 L 4MATIC 豪华型,奔驰,33.98万,2021年,2020.11,3.O4万公里,北京奔驰,合资,42.98,汽油,9挡手自一体,5门5座SUV,三年不限公里,145,1次
奔驰C级 2022款 C 200 L 运动版,奔驰,26.8O万,2022年,2021.08,2.24万公里,北京奔驰,合资,32.52,汽油+48V轻混系统,9挡手自一体,4门5座三厢车,三年不限公里,125,1次
奔驰C级 2021款 C 260 L,奔驰,21.88万,2021年,2020.09,1O.68万公里,北京奔驰,合资,34.68,汽油+48V轻混系统,9挡手自一体,4门5座三厢车,三年不限公里,135,1次
奔驰GLA 2020款 GLA 180,奔驰,17.88万,2021年,,2.77万公里,北京奔驰,合资,27.68,汽油,7挡双离合,5门5座SUV,三年不限公里,100,1次
奔驰GLC 2022款 改款 GLC 260 L 4MATIC 动感型,奔驰,31.9O万,2022年,2021.11,3.29万公里,北京奔驰,合资,39.98,汽油,9挡手自一体,5门5座SUV,三年不限公里,145,0次
奔驰C级 2021款 C 260 L 运动版,奔驰,21.6O万,2021年,2020.09,6.59万公里,北京奔驰,合资,34.68,汽油+48V轻混系统,9挡手自一体,4门5座三厢车,三年不限公里,135,0次
奔驰A级 2021款 改款 A 180 L 运动轿车,奔驰,15.88万,2021年,2021.04,1.73万公里,北京奔驰,合资,23.28,汽油,7挡湿式双离合,4门5座三厢车,三年不限公里,100,1次
奔驰EQC 2020款 EQC 400 4MATIC,奔驰,19.39万,2020年,2019.11,5.19万公里,北京奔驰,合资,57.98,纯电动,,5门5座SUV,三年不限公里,300,2次
奔驰EQC 2020款 EQC 400 4MATIC,奔驰,19.69万,2020年,2019.11,3.48万公里,北京奔驰,合资,57.98,纯电动,,5门5座SUV,三年不限公里,300,2次
奔驰E级(进口) 2021款 E 260 轿跑车(进口),奔驰,35.7O万,2021年,2020.11,3.49万公里,奔驰(进口),进口,52.48,汽油+48V轻混系统,9挡手自一体,2门4座硬顶跑车,三年不限公里,135,1次
奔驰EQC 2020款 EQC 350 4MATIC,奔驰,16.99万,2020年,2020.06,5.2万公里,北京奔驰,合资,49.98,纯电动,电动车单速变速箱,5门5座SUV,三年不限公里,210,2次
奔驰GLB 2020款 改款 GLB 200 动感型,奔驰,19.99万,2020年,2020.04,5.6万公里,北京奔驰,合资,31.88,汽油,7挡双离合,5门5座SUV,三年不限公里,120,1次
奔驰E级 2022款 E 300 L 时尚型,奔驰,42.4O万,2022年,2021.1,2.79万公里,北京奔驰,合资,47.99,汽油,9挡手自一体,4门5座三厢车,三年不限公里,190,0次
奔驰CLA 2022款 CLA 200(进口),奔驰,24.28万,2022年,2021.1,O.93万公里,奔驰(进口),进口,29.98,汽油,7挡湿式双离合,4门5座三厢车,三年不限公里,120,0次
奔驰GLB 2022款 GLB 220 4MATIC,奔驰,26.95万,2022年,2022.03,O.98万公里,北京奔驰,合资,35.33,汽油,8挡湿式双离合,5门7座SUV,三年不限公里,140,0次
奔驰C级 2021款 C 260 L 运动版,奔驰,22.58万,2021年,2020.09,6.7万公里,北京奔驰,合资,34.68,汽油+48V轻混系统,9挡手自一体,4门5座三厢车,三年不限公里,135,0次
奔驰E级 2022款 改款二 E 300 L 时尚型,奔驰,41.7O万,2022年,2022.03,3.75万公里,北京奔驰,合资,47.88,汽油,9挡手自一体,4门5座三厢车,三年不限公里,190,1次
奔驰GLB 2021款 GLB 200 时尚型,奔驰,19.7O万,2020年,2020.1,5.14万公里,北京奔驰,合资,32.88,汽油,7挡湿式双离合,5门7座SUV,三年不限公里,120,0次
奔驰GLC 2021款 GLC 260 L 4MATIC 豪华型,奔驰,32.48万,2021年,2020.11,2.96万公里,北京奔驰,合资,42.98,汽油,9挡手自一体,5门5座SUV,三年不限公里,145,1次
奔驰A级 2020款 改款二 A 180 L 运动轿车,奔驰,15.38万,2020年,2020.08,6.24万公里,北京奔驰,合资,23.28,汽油,7挡双离合,4门5座三厢车,三年不限公里,100,0次
奔驰C级 2023款 C 260 L 运动版,奔驰,3O.58万,2023年,2022.09,O.9万公里,北京奔驰,合资,35.35,汽油+48V轻混系统,9挡手自一体,4门5座三厢车,三年不限公里,150,0次
奔驰E级 2022款 改款二 E 300 L 豪华型,奔驰,45.1O万,2022年,2022.03,2.28万公里,北京奔驰,合资,49.88,汽油,9挡手自一体,4门5座三厢车,三年不限公里,190,3次
奔驰C级 2021款 C 200 L 时尚型运动版,奔驰,22.93万,2021年,2020.09,4.34万公里,北京奔驰,合资,31.98,汽油,9挡手自一体,4门5座三厢车,三年不限公里,115,0次
奔驰C级 2021款 C 260 星耀臻藏版,奔驰,25.38万,2021年,2020.09,5.84万公里,北京奔驰,合资,31.88,汽油+48V轻混系统,9挡手自一体,4门5座三厢车,三年不限公里,135,1次
奔驰C级 2020款 改款 C 200 L 时尚型运动版,奔驰,2O.8O万,2020年,2020.03,5.82万公里,北京奔驰,合资,31.58,汽油,9挡手自一体,4门5座三厢车,三年不限公里,115,0次
奔驰C级 2020款 改款 C 260 L 运动版,奔驰,21.1O万,2020年,2020.03,8.65万公里,北京奔驰,合资,34.68,汽油+48V轻混系统,9挡手自一体,4门5座三厢车,三年不限公里,135,0次
奔驰A级 2021款 A 180 L 运动轿车,奔驰,13.8O万,2021年,2021.01,3.O8万公里,北京奔驰,合资,23.28,汽油,7挡湿式双离合,4门5座三厢车,三年不限公里,100,0次
奔驰C级 2020款 改款 C 260 L 运动版,奔驰,21.68万,2020年,2020.03,7.82万公里,北京奔驰,合资,34.68,汽油+48V轻混系统,9挡手自一体,4门5座三厢车,三年不限公里,135,0次
奔驰S级 2022款 S 450 L 4MATIC(进口),奔驰,99.8O万,2022年,2021.11,3.O5万公里,奔驰(进口),进口,123.89,汽油+48V轻混系统,9挡手自一体,4门5座三厢车,三年不限公里,270,1次
奔驰EQC 2020款 EQC 400 4MATIC,奔驰,2O.4O万,2020年,2019.11,2.99万公里,北京奔驰,合资,57.98,纯电动,,5门5座SUV,三年不限公里,300,2次
奔驰GLC 2022款 改款二 GLC 260 L 4MATIC 动感型,奔驰,32.O8万,2022年,2022.01,3.27万公里,北京奔驰,合资,40.25,汽油,9挡手自一体,5门5座SUV,三年不限公里,145,0次
奔驰A级 2021款 A 200 L 运动轿车时尚型,奔驰,16.4O万,2021年,2021.01,3.87万公里,北京奔驰,合资,26.48,汽油,7挡湿式双离合,4门5座三厢车,三年不限公里,120,0次
奔驰C级 2020款 改款 C 200 L 时尚型运动版,奔驰,18.99万,2020年,2020.03,7.87万公里,北京奔驰,合资,31.58,汽油,9挡手自一体,4门5座三厢车,三年不限公里,115,0次
奔驰C级 2022款 C 260 L 运动版,奔驰,29.48万,2022年,2021.08,1.35万公里,北京奔驰,合资,35.12,汽油+48V轻混系统,9挡手自一体,4门5座三厢车,三年不限公里,150,0次
奔驰E级 2021款 E 260 L 运动型,奔驰,3O.96万,2021年,2020.09,13.1万公里,北京奔驰,合资,43.08,汽油+48V轻混系统,9挡手自一体,4门5座三厢车,三年不限公里,135,0次
奔驰C级 2021款 C 260 L 运动版,奔驰,24.78万,2021年,2020.09,2.25万公里,北京奔驰,合资,34.68,汽油+48V轻混系统,9挡手自一体,4门5座三厢车,三年不限公里,135,0次
奔驰GLE轿跑 2020款 GLE 350 4MATIC 轿跑SUV 豪华型(进口),奔驰,53.5O万,2020年,2020.09,3.23万公里,奔驰(进口),进口,81.88,汽油,9挡手自一体,5门5座SUV跨界车,三年不限公里,190,0次
奔驰GLC 2022款 GLC 260 L 4MATIC 豪华型,奔驰,35.28万,2021年,2021.1,1.65万公里,北京奔驰,合资,42.92,汽油,9挡手自一体,5门5座SUV,三年不限公里,145,1次
奔驰EQA 2022款 EQA 260,奔驰,21.O5万,2023年,2022.04,O.59万公里,北京奔驰,合资,32.18,纯电动,电动车单速变速箱,5门5座SUV,,140,3次
奔驰GLC 2020款 改款 GLC 260 L 4MATIC 豪华型,奔驰,29.21万,2020年,2020.03,8.89万公里,北京奔驰,合资,42.28,汽油,9挡手自一体,5门5座SUV,三年不限公里,145,0次
奔驰C级 2022款 C 260 L 运动版,奔驰,26.7O万,2021年,2021.08,3.53万公里,北京奔驰,合资,35.12,汽油+48V轻混系统,9挡手自一体,4门5座三厢车,三年不限公里,150,2次
奔驰E级 2021款 改款 E 260 L 运动型,奔驰,36.6O万,2022年,2021.03,3.36万公里,北京奔驰,合资,43.99,汽油,9挡手自一体,4门5座三厢车,三年不限公里,145,0次
奔驰GLE轿跑 2020款 GLE 450 4MATIC 轿跑SUV 时尚型(进口),奔驰,58.OO万,2021年,2020.09,4.95万公里,奔驰(进口),进口,86.68,汽油+48V轻混系统,9挡手自一体,5门5座SUV跨界车,三年不限公里,270,0次
奔驰C级 2021款 C 200 L 时尚型运动版,奔驰,22.88万,2021年,2020.09,3.83万公里,北京奔驰,合资,31.98,汽油,9挡手自一体,4门5座三厢车,三年不限公里,115,0次
奔驰GLC 2022款 改款 GLC 260 L 4MATIC 动感型,奔驰,32.98万,2022年,2021.11,4.11万公里,北京奔驰,合资,39.98,汽油,9挡手自一体,5门5座SUV,三年不限公里,145,0次
奔驰C级 2020款 改款 C 200 L 时尚型运动版,奔驰,22.OO万,2020年,2020.03,5.89万公里,北京奔驰,合资,31.58,汽油,9挡手自一体,4门5座三厢车,三年不限公里,115,1次
奔驰GLC 2022款 GLC 300 L 4MATIC 动感型,奔驰,36.48万,2022年,2021.1,2.37万公里,北京奔驰,合资,44.73,汽油,9挡手自一体,5门5座SUV,三年不限公里,190,0次
奔驰GLA 2020款 GLA 200,奔驰,19.26万,2022年,2020.07,1.82万公里,北京奔驰,合资,30.38,汽油,7挡湿式双离合,5门5座SUV,三年不限公里,120,1次
奔驰C级 2020款 改款 C 260 运动版,奔驰,21.O8万,2020年,2020.03,5.34万公里,北京奔驰,合资,31.38,汽油+48V轻混系统,9挡手自一体,4门5座三厢车,三年不限公里,135,1次
奔驰GLC 2021款 GLC 260 L 4MATIC 豪华型,奔驰,32.95万,2021年,2020.11,2.5万公里,北京奔驰,合资,42.98,汽油,9挡手自一体,5门5座SUV,三年不限公里,145,0次
奔驰GLC 2020款 改款 GLC 300 L 4MATIC 动感型,奔驰,32.86万,2020年,2020.03,3.O7万公里,北京奔驰,合资,44.98,汽油,9挡手自一体,5门5座SUV,三年不限公里,190,2次
奔驰GLC 2021款 GLC 260 L 4MATIC 动感型,奔驰,31.58万,2021年,2020.11,5.33万公里,北京奔驰,合资,39.78,汽油,9挡手自一体,5门5座SUV,三年不限公里,145,0次
奔驰A级 2021款 A 200 L 运动轿车时尚型,奔驰,16.7O万,2021年,2021.01,1.6万公里,北京奔驰,合资,26.48,汽油,7挡湿式双离合,4门5座三厢车,三年不限公里,120,1次
奔驰GLC轿跑 2020款 GLC 300 4MATIC 轿跑SUV(进口),奔驰,32.88万,2020年,2019.11,6.79万公里,奔驰(进口),进口,51.78,汽油,9挡手自一体,5门5座SUV跨界车,三年不限公里,190,1次
奔驰C级 2020款 改款 C 260 L 运动版,奔驰,23.23万,2020年,2020.03,4.34万公里,北京奔驰,合资,34.68,汽油+48V轻混系统,9挡手自一体,4门5座三厢车,三年不限公里,135,4次
奔驰B级 2021款 B 180 时尚型(进口),奔驰,13.55万,2021年,2020.09,2.O5万公里,奔驰(进口),进口,23.98,汽油,7挡湿式双离合,5门5座两厢车,三年不限公里,100,1次
奔驰A级 2020款 改款二 A 180 L 运动轿车,奔驰,15.58万,2021年,2020.08,3.53万公里,北京奔驰,合资,23.28,汽油,7挡双离合,4门5座三厢车,三年不限公里,100,0次
奔驰GLC 2021款 GLC 300 L 4MATIC 动感型,奔驰,32.1O万,2021年,2020.11,7.19万公里,北京奔驰,合资,45.48,汽油,9挡手自一体,5门5座SUV,三年不限公里,190,1次
奔驰A级 2022款 A 200 L 运动轿车时尚型,奔驰,16.98万,2022年,2021.1,1.47万公里,北京奔驰,合资,26.48,汽油,7挡湿式双离合,4门5座三厢车,三年不限公里,120,0次
奔驰GLC 2021款 GLC 260 L 4MATIC 豪华型,奔驰,28.7O万,2020年,2020.11,8.22万公里,北京奔驰,合资,42.98,汽油,9挡手自一体,5门5座SUV,三年不限公里,145,1次
奔驰E级 2020款 改款 E 300 L 时尚型,奔驰,34.5O万,2020年,2020.03,5.18万公里,北京奔驰,合资,46.58,汽油,9挡手自一体,4门5座三厢车,三年不限公里,190,1次
奔驰A级 2020款 改款 A 200 L 运动轿车时尚型,奔驰,14.87万,2020年,2020.04,5.32万公里,北京奔驰,合资,26.48,汽油,7挡双离合,4门5座三厢车,三年不限公里,120,2次
