评论,fenci,情感分类,主题概率,主题类型
刚买了不到一个月，前两天觉得用起来非常累眼睛无意间发现原来屏幕跳的特别厉害（就是很晃）我以为是眼睛太累了朋友给我见证了一下是晃的厉害这样太伤眼睛了，其实去年刚出的时候我买了一台用起来很好所以今年过生日男朋友作为生日礼物又送我一台可是却这么不好～～我需要个解释。。。,不到 一个月 前两天 眼睛 无意间 发现 屏幕 特别 厉害 眼睛 朋友 见证 厉害 太伤 眼睛 去年 一台 过生日 男朋友 生日礼物 一台 不好 解释,pos,"[(9, 0.9612741)]",9
１元买到６４００的ＣＰＵ，与原来的预算相差无几，很满意．,买到 预算 相差无几 满意,pos,"[(0, 0.01429417), (1, 0.014294188), (2, 0.014294162), (3, 0.014294168), (4, 0.014294181), (5, 0.01429428), (6, 0.014294163), (7, 0.81417567), (8, 0.014294175), (9, 0.014294178), (10, 0.0142941605), (11, 0.014294155), (12, 0.014294162), (13, 0.014294156)]",7
机器很漂亮，便宜。配置也还可以，要自已安装软件有点麻烦。保修时间长。,机器 很漂亮 便宜 配置 自已 安装 软件 麻烦 保修 时间,pos,"[(10, 0.41109198), (13, 0.51095146)]",13
帮同事买的，看中奶牛的外观漂亮，配置在同价位的笔记本中明显高出一截，接口很丰富，买个线接口全高清的电视，看起来超级爽哦！比较超值。散热还不错，不会太热。有摄像头和麦克风，可以直接进行视频聊天，读卡器，能兼容市面上常见的卡，整体性能非常好,同事 看中 奶牛 外观 漂亮 配置 同价位 笔记本 高出 接口 个线 接口 全高清 电视 超级 超值 散热 不错 摄像头 麦克风 视频 聊天 读卡器 兼容 市面上 常见 整体 性能,pos,"[(4, 0.49277052), (9, 0.4776444)]",4
外边挺漂亮，适合女孩子用，我是帮人家带的，觉得还可以，但是系统没弄明白，后来就直接装了，还有就是要3以上的！要不装上不能用，这个值得注意！,外边 漂亮 适合 女孩子 系统 没弄 明白 不装 值得注意,pos,"[(11, 0.907073)]",11
不知是硬盘还是什么东西  已运行咔咔咔咔咔咔咔咔响个不停，很有节奏，可以当鼓点听，拿去华硕的售后竟然说正常~！！怒~！！！怒不敢言~！！！万一给抓进去关一年可亏了~！！！！,不知 硬盘 东西 运行 不停 节奏 鼓点 华硕 售后 抓进去 一年 亏了,pos,"[(5, 0.66719127), (13, 0.2667968)]",5
漂亮 很适合女孩子用 系统不难装 只要用 3就可以装上了 2没有硬盘的驱动,漂亮 适合 女孩子 系统 不难 装上 硬盘 驱动,pos,"[(3, 0.10870071), (13, 0.7960274)]",13
外观漂亮，颜色很喜欢，配置均衡，接口丰富，性价比好。有摄像头和麦克风，可以直接进行视频聊天；有读卡器，而且能兼容卡。 键盘超级大，使用起来会相对方便些。,外观 漂亮 颜色 喜欢 配置 均衡 接口 性价比 摄像头 麦克风 视频 聊天 读卡器 兼容 键盘 超级,pos,"[(1, 0.2741752), (4, 0.6753857)]",4
性价比高，模具很适合女性，选用酒红色。搭配的很不错！硬件的搭配上也比较平衡！,性价比 模具 适合 女性 选用 红色 搭配 不错 硬件 搭配 平衡,pos,"[(3, 0.9225432)]",3
外观漂亮，配置均衡，接口丰富，比较超值。散热还不错，不会太热。有摄像头和麦克风，可以直接进行视频聊天；有读卡器，而且能兼容卡。,外观 漂亮 配置 均衡 接口 超值 散热 不错 摄像头 麦克风 视频 聊天 读卡器 兼容,pos,"[(1, 0.29399592), (4, 0.6488394)]",4
性价比高，模具很适合女性，选用酒红色。,性价比 模具 适合 女性 选用 红色,pos,"[(0, 0.86724645), (1, 0.010211814), (2, 0.010211781), (3, 0.010211849), (4, 0.010211834), (5, 0.01021185), (6, 0.010211788), (7, 0.010211958), (8, 0.010211832), (9, 0.010211771), (10, 0.010211782), (11, 0.010211775), (12, 0.010211743), (13, 0.010211809)]",0
本本比较漂亮，适合女孩子用。,本本 漂亮 适合 女孩子,pos,"[(0, 0.014287622), (1, 0.23276973), (2, 0.014287559), (3, 0.595779), (4, 0.014287573), (5, 0.014287619), (6, 0.014287555), (7, 0.014287621), (8, 0.014287629), (9, 0.014287637), (10, 0.014287589), (11, 0.014287601), (12, 0.014287625), (13, 0.014287622)]",3
外观漂亮，性能超强，打3游戏也没问题，我加个2内存，那是相当的爽。,外观 漂亮 性能 超强 游戏 内存,pos,"[(0, 0.010205582), (1, 0.35290247), (2, 0.010205564), (3, 0.010205568), (4, 0.010205607), (5, 0.010205561), (6, 0.010205584), (7, 0.010205588), (8, 0.010205589), (9, 0.010205584), (10, 0.52463055), (11, 0.010205607), (12, 0.010205575), (13, 0.010205569)]",10
外观漂亮，改装也顺利，但还有3个未知设备没搞定。不管怎样机器性能没得说。,外观 漂亮 改装 顺利 未知 设备 搞定 机器 性能 没得说,pos,"[(10, 0.34562528), (11, 0.23257554), (12, 0.35031304)]",12
今天中午刚收到，样子还算可以，性能也不错。加了1内存，装了，运行速度挺快，目前看来比较满意！,中午 收到 样子 性能 不错 内存 运行 速度 挺快 比较满意,pos,"[(1, 0.19346294), (4, 0.411363), (6, 0.32373345)]",4
外观还是挺时尚的、性价比较高！设计挺时尚的，真机比照片要漂亮些，值得推荐！,外观 时尚 性价比 设计 时尚 真机 照片 漂亮 值得 推荐,pos,"[(0, 0.48688143), (1, 0.4351719)]",0
1：外观不错，很适合用。 2：性价比高，该有的功能都有了 3：完美屏，反应速度很快,外观 不错 适合 性价比 功能 完美 反应速度 很快,pos,"[(4, 0.3324515), (9, 0.5722712)]",9
1.键盘及插口等操作界面很友好，感觉比我之前的 81系列要好,键盘 插口 操作界面 友好 感觉 系列,pos,"[(0, 0.010207997), (1, 0.010208012), (2, 0.010207988), (3, 0.0102079995), (4, 0.010208032), (5, 0.010207988), (6, 0.010207988), (7, 0.867296), (8, 0.010208006), (9, 0.010207988), (10, 0.010208018), (11, 0.010207985), (12, 0.010207995), (13, 0.010208006)]",7
外观，键盘，性能和电池都挺不错，但就是进不了系统，郁闷啊。硬盘嘎吱响，怀疑有问题。虽然楼上有人讲9导入系统可以解决问题，但验货的时候可不知道，京东的售后也没提这个方法，直接换货了，还是换个新的保险,外观 键盘 性能 电池 挺不错 进不了 系统 郁闷 硬盘 嘎吱 怀疑 楼上 有人 导入 系统 解决问题 验货 可不 京东 售后 方法 换货,pos,"[(4, 0.72120315), (13, 0.2414681)]",4
"外观配置都不错,性价比很高的一款本本.买来给用的,性能好中意,价格俺也好中意^_^",外观 配置 不错 性价比 很高 一款 本本 买来 给用 性能 中意 价格 中意,pos,"[(3, 0.33716327), (4, 0.37981033), (8, 0.22686487)]",4
1：外观不错，很适合用。,外观 不错 适合,pos,"[(0, 0.017857576), (1, 0.017857565), (2, 0.017857498), (3, 0.017857559), (4, 0.01785758), (5, 0.7678521), (6, 0.017857505), (7, 0.017857473), (8, 0.01785755), (9, 0.01785753), (10, 0.017857466), (11, 0.017857531), (12, 0.017857572), (13, 0.017857475)]",5
优点：这个笔记本性能好的，适合女生用，而且是粉色！,优点 笔记本 性能 适合 女生 粉色,pos,"[(0, 0.3040935), (1, 0.010209955), (2, 0.01020989), (3, 0.010209971), (4, 0.010209914), (5, 0.010209964), (6, 0.010209891), (7, 0.010209907), (8, 0.5733875), (9, 0.010209907), (10, 0.010209883), (11, 0.010209918), (12, 0.010209904), (13, 0.010209888)]",8
送给老婆，外观很漂亮，配置也均衡，该有的都有了，对得起这个价位了,送给 老婆 外观 很漂亮 配置 均衡 对得起 价位,pos,"[(8, 0.89679736)]",8
是给老爸买的，因为屏幕足够大。,老爸 屏幕 足够,pos,"[(0, 0.017867602), (1, 0.017867796), (2, 0.017867595), (3, 0.017867586), (4, 0.017867636), (5, 0.017867576), (6, 0.017867582), (7, 0.017867612), (8, 0.76772094), (9, 0.01786762), (10, 0.017867662), (11, 0.017867602), (12, 0.017867586), (13, 0.017867599)]",8
和目前同类定们的比，价位勉强可以接受吧。整体谈不上精致，也不粗糙，算过得去。,同类 定们 价位 勉强 接受 整体 谈不上 精致 粗糙 过得去,pos,"[(0, 0.2094115), (6, 0.71254206)]",6
"外观不错,就是有点大,其它都没问题!!性价比还是不错的.好用与否就有待考验啦,刚装好系统还没用呢!!",外观 不错 性价比 不错 有待 考验 系统 没用,pos,"[(4, 0.89670545)]",4
对得起3799这个价格，主板差了，所以便宜，不过该有的都有的，玩玩一般游戏也可以了,对得起 价格 主板 便宜 玩玩 游戏,pos,"[(0, 0.010208407), (1, 0.010208362), (2, 0.010208335), (3, 0.010208349), (4, 0.010208401), (5, 0.010208345), (6, 0.010208356), (7, 0.010208376), (8, 0.010208348), (9, 0.010208349), (10, 0.010208392), (11, 0.8672912), (12, 0.010208349), (13, 0.010208435)]",11
安装的有  ~~~开机很快~~?如果时间紧迫~~这个东西可就帮了大忙咯~~~~,安装 开机 很快 时间 紧迫 东西 大忙,pos,"[(6, 0.88384676)]",6
性价比很高啊，3299抢到了，没多久就恢复到原价，很爽。笔记本看来还不错，送货速度也比较快。,性价比 抢到 没多久 恢复 原价 很爽 笔记本 不错 送货 速度,pos,"[(4, 0.23618384), (7, 0.6858541)]",7
价格便宜，功能强大。去中关村拿还要3600带票呢，这次才3299带票。够便宜,价格便宜 功能强大 中关村 带票 带票 便宜,pos,"[(0, 0.86731935), (1, 0.010206199), (2, 0.010206196), (3, 0.010206196), (4, 0.010206207), (5, 0.010206191), (6, 0.010206206), (7, 0.010206199), (8, 0.0102062), (9, 0.010206192), (10, 0.010206209), (11, 0.010206227), (12, 0.0102062), (13, 0.010206208)]",0
三星的卖这个价格算是便宜的，作为台机的补充，在和这款之间做的权衡，最终选择的是这款,三星 价格 算是 便宜 台机 补充 这款 之间 权衡 最终 选择 这款,pos,"[(11, 0.92854387)]",11
1.价廉，配置足够女友用,价廉 配置 足够 女友,pos,"[(0, 0.014304394), (1, 0.014304304), (2, 0.014304327), (3, 0.81404287), (4, 0.014304515), (5, 0.014304262), (6, 0.014304272), (7, 0.014304443), (8, 0.014304529), (9, 0.014304424), (10, 0.014304626), (11, 0.014304364), (12, 0.014304279), (13, 0.014304356)]",3
机器的发热量小，比意想中的小很多。噪音控制的很好，运行的时候基本听不到什么声音。双核的速度不错。官网上的驱动也比较好装。,机器 发热量 意想 噪音控制 很好 运行 不到 声音 双核 速度 不错 网上 驱动,pos,"[(0, 0.16830035), (6, 0.77045006)]",6
性能不错，价格适中，还在京东买了一个无线，感觉不错，无线看电影也不卡。比无线路由器好多了。,性能 不错 价格 适中 京东 无线 感觉 不错 无线 电影 无线 路由器 好多,pos,"[(4, 0.93366534)]",4
目前的配置应该是最低价。光驱不是蓝光的！还有内存芯片超好“尔必达”的。,配置 最低价 光驱 蓝光 内存 芯片 超好 必达,pos,"[(7, 0.8967497)]",7
便宜的价格，在这个价位来说，配置应该说是最好的了！刚开始用，没发现什么缺点,便宜 价格 价位 配置 发现 缺点,pos,"[(0, 0.010205107), (1, 0.010205013), (2, 0.010205012), (3, 0.01020501), (4, 0.010205047), (5, 0.010204995), (6, 0.010205017), (7, 0.010205019), (8, 0.01020503), (9, 0.010205015), (10, 0.8673346), (11, 0.010205055), (12, 0.010205015), (13, 0.0102050435)]",10
"定单5216523与6月3号要求处理补发赠品.现在已经20号了,仍然未补发.这服务也""太到位""了吧,买了东西就甩手不管了?难道这就是京东一惯的""作风""?现在都出了大礼包了.要求给一个满意的结果.不要一拖再拖!!!(而且我们拿到手就发现键盘问题,已经拿去修了.才买几天啊?)这些结果都让人都郁闷!!!",定单 补发 赠品 补发 服务 到位 东西 甩手 京东 一惯 作风 大礼包 满意 一拖再拖 拿到 发现 键盘 几天 郁闷,pos,"[(2, 0.036300916), (12, 0.9208122)]",12
很实用的机器，加内存时一看背后没有能开的小盖子，应该是在掌托下面，还是打了8009908888问了一下。拆开看了就会知道散热做的相当好，机器用料很到位，相当结实。,实用 机器 内存 一看 背后 能开 盖子 掌托 拆开 散热 机器 用料 到位 结实,pos,"[(10, 0.938083)]",10
稳定性非常好，使用起来噪音很小，运行稳定，很少出毛病，而且还有上门服务,稳定性 噪音 很小 运行 稳定 出毛病 上门服务,pos,"[(1, 0.8838634)]",1
相对其他品牌来说我更喜欢小黑，磨砂的壳，很有质感，不容易留指纹，散热就不用说了，很的！预装的个人是很喜欢，不过兼容性太差，没辙只能换！,品牌 喜欢 小黑 磨砂 质感 指纹 散热 不用说 预装 喜欢 兼容性 没辙 只能,pos,"[(6, 0.9336351)]",6
本本还不错，屏幕没有亮点，散热效果非常好！外壳材料也显得很上档次。,本本 不错 屏幕 亮点 散热 效果 外壳 材料 显得 上档次,pos,"[(8, 0.91556454)]",8
京东的价格还可以，系列比较实用，配置比较好，用起来还可以。本来6700打算买，结果下订单的时候发现只要6300，省了400,京东 价格 系列 实用 配置 本来 打算 订单 发现,pos,"[(4, 0.2716864), (10, 0.6425733)]",10
买电脑加元还送条1的内存，不错，挺便宜的,电脑 加元 内存 不错 便宜,pos,"[(0, 0.011908776), (1, 0.011908784), (2, 0.011908752), (3, 0.011908801), (4, 0.011908969), (5, 0.011908798), (6, 0.011908851), (7, 0.011908749), (8, 0.011908759), (9, 0.011908739), (10, 0.84518564), (11, 0.0119087575), (12, 0.0119088), (13, 0.011908813)]",10
不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错,不错 不错 不错 不错 不错 不错 不错 不错 不错 不错 不错 不错 不错 不错 不错 不错 不错 不错 不错 不错 不错 不错 不错 不错 不错 不错,pos,"[(4, 0.96560836)]",4
我觉得本本还是不错的，但没想到买到康柏的，虽然现在是的，但还 是有一点失望。,本本 不错 没想到 买到 康柏 一点 失望,pos,"[(5, 0.35027653), (6, 0.5425076)]",6
轻巧，发热小.（与原先用的 300比较，200是冰箱---哈哈）。,轻巧 发热 原先 冰箱,pos,"[(0, 0.0142996125), (1, 0.0142995985), (2, 0.0142995985), (3, 0.014299623), (4, 0.014299621), (5, 0.014299669), (6, 0.014299611), (7, 0.014299602), (8, 0.01429962), (9, 0.014299606), (10, 0.014299621), (11, 0.01429965), (12, 0.0142996), (13, 0.814105)]",13
拿在手上感觉很轻便、发热量低、材质感觉很舒服、键盘也很舒服、键盘灯很实用！,拿在手上 感觉 轻便 发热量 材质 感觉 舒服 键盘 舒服 键盘 实用,pos,"[(10, 0.922592)]",10
昨天刚拿到，性能总体不错，软件几乎都有，拿到就可以上网，就是要自己买,昨天 拿到 性能 总体 不错 软件 拿到 上网,pos,"[(4, 0.8968135)]",4
