评论,fenci,情感分类,主题概率,主题类型
疑似返修机！理由：,疑似 返修 理由,neg,"[(0, 0.020858867), (1, 0.020858867), (2, 0.020859132), (3, 0.02086057), (4, 0.020859102), (5, 0.020860145), (6, 0.020858884), (7, 0.020858867), (8, 0.020858893), (9, 0.020858867), (10, 0.020858867), (11, 0.77054894)]",11
强烈要求京东换物流，邮政ＥＭＳ快递太慢了，用了五个工作日才到手．一个字，慢．机了的话暂时没有发现什么毛病，就是系统太难搞了，希望改进,强烈要求 京东 物流 邮政 快递 太慢 五个 工作日 到手 暂时 发现 毛病 系统 难搞 希望 改进,neg,"[(6, 0.94600874)]",6
没蓝牙,蓝牙,neg,"[(0, 0.041668914), (1, 0.041669384), (2, 0.041671466), (3, 0.041668914), (4, 0.041670598), (5, 0.54163426), (6, 0.04166924), (7, 0.04166994), (8, 0.041669354), (9, 0.041669518), (10, 0.041669507), (11, 0.041668914)]",5
散热不好，主要是在左侧掌托和鼠标触摸板处，开机大概20分钟左右就变得有些烫了，真是要命~不知道是不是质量问题啊。。。还有硬盘经常发出咔咔的声响，不知道是不是正常。。。,散热 不好 左侧 掌托 鼠标 触摸板 开机 分钟 变得 要命 质量 硬盘 发出 声响,neg,"[(10, 0.9388365)]",10
无法打开中的，驱动程序光盘中没能找到补丁，一旦打开进立即蓝屏。,打开 驱动程序 光盘 没能 找到 补丁 打开 蓝屏,neg,"[(6, 0.89806557)]",6
拿回来装系统的时后才发现屏幕有个坏点 当时验机的时候我就怕有坏点 系统没法验证,回来 系统 发现 屏幕 有个 坏点 验机 坏点 系统 没法 验证,neg,"[(4, 0.9235706)]",4
"系统太难装了,花了我一天时间.其它. 今天上来,又特价1999,更超值呀",系统 时间 特价 超值,neg,"[(0, 0.016675008), (1, 0.0166752), (2, 0.016675059), (3, 0.016675957), (4, 0.016675537), (5, 0.016675193), (6, 0.81656927), (7, 0.01667529), (8, 0.016675796), (9, 0.016677449), (10, 0.016675005), (11, 0.01667525)]",6
"可能是被我遇到了极个别案例， 新机器，开机白屏，无任何显示，更加没有出现华硕,提货当天已送回，要求退货，事件正在处理中。",极个别 案例 机器 开机 白屏 显示 华硕 提货 当天 送回 退货 事件,neg,"[(6, 0.92929953)]",6
1、键盘有待提高；2、电池是3芯的；3、电源线太粗了！才40的电源，用得着这么粗的线吗？都可以去烧开水了！白白增加成本！最主要的是增加了重量！削弱了上网本轻巧的优势！4、微星笔记本售后太差,键盘 有待 提高 电池 电源线 太粗 电源 用得着 开水 增加 成本 增加 重量 削弱 上网 轻巧 优势 微星 笔记本 售后,neg,"[(9, 0.95632255)]",9
就是电池的时间有点短，显示2小时，但到可30分钟以内时就基本得插电源了，否侧怕突然断电。连个包也不送，还得自己去买，呵呵。,电池 时间 显示 小时 分钟 以内 电源 断电 个包,neg,"[(4, 0.908279)]",4
自带的系统不是的，使用起来有点烦，准备过两天去借一个外置光驱重装系统。,自带 系统 有点烦 两天 外置 光驱 重装系统,neg,"[(0, 0.0104221115), (1, 0.010422064), (2, 0.010422131), (3, 0.01042207), (4, 0.010422168), (5, 0.8853568), (6, 0.010422142), (7, 0.010421986), (8, 0.010421997), (9, 0.010421898), (10, 0.010422375), (11, 0.010422298)]",5
显示屏清晰度不够，在白色背景下是灰蒙蒙的，如同磨砂玻璃，不白亮，整个屏幕有无数雪花点或横条。俗称“雪花屏”。优化大师检测结果是：友达品牌的屏幕，制造日期为：2006年第一周。,显示屏 清晰度 白色 背景 灰蒙蒙 磨砂玻璃 不白亮 屏幕 无数 雪花 横条 俗称 雪花 优化大师 检测 友达 品牌 屏幕 制造 日期 第一周,neg,"[(9, 0.9582833)]",9
预装 我觉得还不如装个。一般新手不会做系统 菜鸟吧会做系统却不知道要重建，说明书全英文， 售后只有省会有。,预装 装个 新手 系统 菜鸟 系统 重建 说明书 全英文 售后 省会,neg,"[(1, 0.091993004), (4, 0.24709626), (9, 0.5983399)]",9
不是系统，而是系统 超级不习惯  不过对于研究的朋友们倒是个选择,系统 系统 超级 习惯 研究 朋友 选择,neg,"[(0, 0.0104179075), (1, 0.01041795), (2, 0.1557489), (3, 0.010418167), (4, 0.7400711), (5, 0.010418136), (6, 0.010418016), (7, 0.010418031), (8, 0.010417937), (9, 0.010417944), (10, 0.010417967), (11, 0.010417917)]",4
声音小，适配器是黑色的。+硬盘，已经折磨死我了，做引导盘，深度-3 删除并且重新分区，现在还是不识别硬盘，装不上系统，那位帮帮忙！,声音 适配器 黑色 硬盘 折磨 引导盘 深度 删除 分区 识别 硬盘 装不上 系统 那位 帮帮忙,neg,"[(6, 0.83744127), (9, 0.110389695)]",6
最大的缺点：预装的 系统太难搞了，界面非常漂亮，比还好，配置太困难了，无线网络不会设置，还没有合用的股票软件，只能准备装了。分区相当难删，直接送售后了。,缺点 预装 系统 难搞 界面 漂亮 还好 配置 困难 无线网络 设置 合用 股票软件 只能 分区 售后,neg,"[(2, 0.4105988), (4, 0.5403412)]",4
1：只要使用风扇就一直转不停，2：硬盘有杂音，答刺答刺的很刺耳。3：色差有冷暖之分，我们南方适应的是暖色，我这个是冷色的，如是正常的冷色就无所谓，但我的颜色不是一般的冷。影响到画面的颜色了，能换货吗？,风扇 不停 硬盘 杂音 答刺 答刺 刺耳 色差 冷暖 南方 暖色 冷色 冷色 无所谓 颜色 影响 画面 颜色 换货,neg,"[(4, 0.068174206), (7, 0.89011633)]",7
没有送包，没有蓝牙，没有系统，硬盘，装系统可是费了劲了，最后花30去电脑城装的系统，还不能用备份！！！！！！！倒了,蓝牙 系统 硬盘 系统 电脑城 系统 备份,neg,"[(0, 0.010417862), (1, 0.01041806), (2, 0.010418004), (3, 0.010417855), (4, 0.8854022), (5, 0.010418158), (6, 0.010418145), (7, 0.010417945), (8, 0.010417909), (9, 0.010417939), (10, 0.0104179075), (11, 0.010418008)]",4
正在刷新、装系统、装驱动，工程没完，不知道长期使用怎么样。听网上说无线网卡有些问题，有点怕！,刷新 系统 驱动 工程 没完 长期 网上 无线 网卡,neg,"[(2, 0.9082755)]",2
还没有发现什么不足.还没有发现什么不足.还没有发现什么不足.还没有发现什么不足.,发现 发现 发现 发现,neg,"[(0, 0.016667536), (1, 0.016667388), (2, 0.016667392), (3, 0.016667379), (4, 0.01666767), (5, 0.016667286), (6, 0.016667722), (7, 0.81665844), (8, 0.016667247), (9, 0.016667075), (10, 0.016667355), (11, 0.016667537)]",7
京东的物流让人抓狂，4号一起下的单，这个已经收货了，另一单还在北京没有发货，效率不是一般的底下。,京东 物流 抓狂 收货 另一单 北京 发货 效率 底下,neg,"[(3, 0.9082364)]",3
操作系统啊   真不好  加一个又用不了多少钱？  建议  增加安装系统的服务,操作系统 不好 建议 增加 安装 系统 服务,neg,"[(0, 0.010418312), (1, 0.010418832), (2, 0.010418414), (3, 0.010418572), (4, 0.010418491), (5, 0.010418532), (6, 0.8853957), (7, 0.010418243), (8, 0.0104185445), (9, 0.010419535), (10, 0.01041848), (11, 0.010418341)]",6
京东的包装要做的皮实点，送过来的时候就外面一个包装盒包着，看着怪心疼的。,京东 包装 皮实 送过来 外面 包装盒 看着 心疼,neg,"[(1, 0.8980196)]",1
1内存用太低了，感觉散热方面还需提高，上次用时硬盘温度升得很快。,内存 感觉 散热 提高 上次 硬盘 温度 很快,neg,"[(4, 0.29771116), (6, 0.3973301), (9, 0.11655445), (11, 0.11428964)]",6
才到手的东西，运行时间太短，暂时还没暴露出明显的缺陷。但愿能持久耐用！,到手 东西 运行 时间 太短 暂时 暴露出 缺陷 持久 耐用,neg,"[(1, 0.62036043), (2, 0.068168685), (8, 0.24320987)]",1
内存较小！驱动不是很全！声卡驱动安装需先安装888111补丁！才能安装！,内存 驱动 声卡 驱动 安装 需先 安装 补丁 安装,neg,"[(6, 0.9082764)]",6
"银色边的漆以后可能会被磨掉.感觉16:9的屏幕太扁,毕竟看得多的是网页.还是老的4:3的14寸屏幕好.建议买16:10的屏幕(电影爱好者除外).",银色 磨掉 感觉 屏幕 网页 屏幕 建议 屏幕 电影 爱好者,neg,"[(5, 0.91661155)]",5
对宽屏不了解，现在用起来极不舒服；上下距离太窄，宽度又太宽。只相当于12寸的屏。屏太亮，而且改了设置后只要重启就又要改,舒服 距离 宽度 相当于 屏太亮 设置 重启,neg,"[(0, 0.010433157), (1, 0.0104331095), (2, 0.010433731), (3, 0.010433676), (4, 0.010433367), (5, 0.13368592), (6, 0.010433285), (7, 0.010433042), (8, 0.010433103), (9, 0.010433108), (10, 0.76198137), (11, 0.010433149)]",10
配的驱动，好像是上用的，看了一下，这个是一个败笔。不过在官网都能找到驱动，就没什么了，注意和版本是不一样的。,驱动 好像 上用 败笔 官网 找到 驱动 没什么 版本,neg,"[(1, 0.90827775)]",1
买了6台 其中一台键盘鼠标爆掉，新买的机器哦，第二天键盘鼠标坏掉，换货中，其他还没有发现什么大的问题，哦，还有比较热。,一台 键盘 鼠标 爆掉 机器 第二天 键盘 鼠标 坏掉 换货 发现,neg,"[(7, 0.92356086)]",7
缺点也有，但都不大，1，机器盖子上的商标有划痕，京东应该反映给厂家，很多网友都遇到了；2。驱动难下，的驱动下了一夜，还差一个摄像头的驱动没下来，服务器太差了，好在摄像头的驱动能通用，也应反映给厂家,缺点 机器 盖子 商标 划痕 京东 厂家 网友 驱动 难下 驱动 一夜 摄像头 驱动 服务器 摄像头 驱动 通用 厂家,neg,"[(6, 0.9540971)]",6
个人感觉散热不是很好，摸起来有的温手，没我的华硕8的散热好，另外键盘有点硬，间距有点下，打字还有点不习惯。电源管理之类的附加软件不多。,个人感觉 散热 温手 华硕 散热 键盘 间距 打字 习惯 电源 管理 附加 软件,neg,"[(10, 0.93447727)]",10
要是带蓝牙、摄像头就完美了。不过价格就高上去了。 刚买一星期又跌了200元，不爽。,蓝牙 摄像头 完美 价格 星期 不爽,neg,"[(0, 0.011906533), (1, 0.011906679), (2, 0.8690249), (3, 0.011906608), (4, 0.011906952), (5, 0.011906816), (6, 0.0119069), (7, 0.011907009), (8, 0.011906827), (9, 0.01190677), (10, 0.011907347), (11, 0.011906673)]",2
装，说明书却是教使用，没有使用说明，也没有重装系统注意事项提醒，害的我这菜鸟差点新机刚到手还没用就得拿去维修。,说明书 却是 重装系统 注意事项 提醒 菜鸟 差点 新机 到手 没用 维修,neg,"[(7, 0.7359274), (9, 0.1945599)]",7
最大的缺点就是内存太小，好在另外买了根1的。,缺点 内存 太小,neg,"[(0, 0.020837724), (1, 0.020838074), (2, 0.020837832), (3, 0.020838728), (4, 0.7707758), (5, 0.020837884), (6, 0.020838154), (7, 0.02083771), (8, 0.020838032), (9, 0.02084076), (10, 0.020838156), (11, 0.020841103)]",4
装不了网卡驱动！！哪位大侠知道怎么装网卡驱动？？从官网下载，没有网卡驱动！！好晕！,网卡 驱动 哪位 大侠 网卡 驱动 官网 下载 网卡 驱动,neg,"[(1, 0.9166385)]",1
键盘手感有待提高，陪的驱动竟然只有的，的驱动还要去网站下载，非常不人性化。,键盘 手感 有待 提高 驱动 驱动 网站 下载 人性化,neg,"[(1, 0.67332387), (9, 0.24329291)]",1
1、回来装系统搞了好半天；,回来 系统 半天,neg,"[(0, 0.020835081), (1, 0.02083658), (2, 0.020835256), (3, 0.020835076), (4, 0.770812), (5, 0.020835262), (6, 0.020835225), (7, 0.020835115), (8, 0.020835096), (9, 0.020835115), (10, 0.02083503), (11, 0.020835174)]",4
触控面板的地方左边会向上翘起，键盘不平中间高，内存少了点，没买多久就降了200元。,触控 面板 地方 左边 向上 翘起 键盘 不平 内存 没买 多久,neg,"[(5, 0.9235267)]",5
1、装比较费事,费事,neg,"[(0, 0.041699957), (1, 0.04169891), (2, 0.04170008), (3, 0.04169987), (4, 0.04169891), (5, 0.04169891), (6, 0.54130876), (7, 0.04169891), (8, 0.04169891), (9, 0.04169891), (10, 0.04169891), (11, 0.04169891)]",6
键盘设计不太合理，键太远 键太短；按键手感偏硬。裸机+电池将近5斤，偏重。,键盘 设计 太短 按键 手感 裸机 电池 偏重,neg,"[(0, 0.89809966)]",0
驱动没有配 7 64的驱动，安装完之后，让 7 自己上网安装的，安装完之后，效果还算可以，性能评分得到3分，最低分是桌面特效。得分5，还算可以。,驱动 驱动 安装 上网 安装 安装 效果 性能 评分 最低 分是 桌面 特效 得分,neg,"[(5, 0.9388513)]",5
做工有待改善。,做工 有待 改善,neg,"[(0, 0.02085041), (1, 0.020850677), (2, 0.02085031), (3, 0.77064395), (4, 0.020850345), (5, 0.020850234), (6, 0.020850426), (7, 0.02085076), (8, 0.020850513), (9, 0.020851338), (10, 0.020850813), (11, 0.020850217)]",3
屏幕转轴有点松，不知道是不是个例,屏幕 转轴 个例,neg,"[(0, 0.020853197), (1, 0.020854274), (2, 0.020852545), (3, 0.02085543), (4, 0.020852676), (5, 0.020853942), (6, 0.020851785), (7, 0.020852007), (8, 0.020854507), (9, 0.020854745), (10, 0.020854868), (11, 0.77061003)]",11
买到没装系统，很麻烦。。不过也算是省钱了。,买到 没装 系统 麻烦 算是 省钱,neg,"[(0, 0.011918468), (1, 0.011918641), (2, 0.011918582), (3, 0.011918953), (4, 0.01191963), (5, 0.011918686), (6, 0.011918674), (7, 0.86889416), (8, 0.011918475), (9, 0.011918505), (10, 0.011918454), (11, 0.011918778)]",7
跟很多买家一样遇到了表面金属标牌划痕问题，但知道没法退货，去商场看了样机，基本每台都有划痕，所以不知道是问题，还是普遍现象。使用中有散热问题，但基本能接受。虽然有蓝牙图标，但其实并没有硬件支持。,买家 表面 金属 标牌 划痕 没法 退货 商场 样机 划痕 普遍现象 散热 接受 蓝牙 图标 硬件 支持,neg,"[(4, 0.94902396)]",4
没有24小时免费服务电话联系十分不便，请尽快解决，你们每天9---21时才接电话，你们难道在欧洲，我们7：30就上班了，上帝都上班了，你们难道还要睡觉，等上帝给你们叫醒送钱给你们吗？快改改了，拜托！,小时 免费 服务 电话 不便 解决 接电话 欧洲 上班 上帝 上班 睡觉 上帝 叫醒 改改 拜托,neg,"[(1, 0.9460064)]",1
第一 散热一般。。。用了一会托腕处就发烫了?,第一 散热 一会 腕处 发烫,neg,"[(0, 0.013899405), (1, 0.013898641), (2, 0.013898476), (3, 0.013898645), (4, 0.8471144), (5, 0.0138986185), (6, 0.013898652), (7, 0.013898759), (8, 0.013898483), (9, 0.013898525), (10, 0.013898676), (11, 0.013898762)]",4
有些厚重吧，这跟京东没关系，呵呵，毕竟只花3999元银子嘛，这个价格比市面要低！,厚重 京东 没关系 银子 价格比 市面,neg,"[(0, 0.011919054), (1, 0.01191887), (2, 0.12788008), (3, 0.011919214), (4, 0.01191915), (5, 0.011918978), (6, 0.011919115), (7, 0.011919063), (8, 0.011919001), (9, 0.011918819), (10, 0.7529297), (11, 0.011919002)]",10
开始大意了，直接格式化安装，发现失败。搞了几个小时才装好。,大意 格式化 安装 发现 失败 几个 小时,neg,"[(0, 0.010427578), (1, 0.010427694), (2, 0.010427566), (3, 0.13302264), (4, 0.76270133), (5, 0.010427609), (6, 0.01042783), (7, 0.01042786), (8, 0.010427425), (9, 0.010427388), (10, 0.010427417), (11, 0.010427621)]",4
自己加了根2的三星的800内存，原来带的内存是667的，如果是667的就好了，稍微差了一点，,三星 内存 内存 稍微 一点,neg,"[(0, 0.013890844), (1, 0.013890794), (2, 0.013890918), (3, 0.84719896), (4, 0.013891679), (5, 0.013890834), (6, 0.013891132), (7, 0.013890789), (8, 0.013890982), (9, 0.013891169), (10, 0.013890993), (11, 0.013890864)]",3
