评论用户id,评论内容,分词,分词-英文
5efaead50000000001005d09,我们这边就有个小店卖鞋子都是大牌甩单最贵的也都才卖六七十，微信卖还给包邮，我都买的放不下啦,小店 鞋子 大牌 最贵 微信 包邮,Small shop shoes big names are the most expensive WeChat free shipping
62eba687000000001b00184c,阿迪那双从后面看是真的好看！！！,阿迪,Adi
5e008de3000000000100a6c5,斯凯奇的夏天穿会不会热呀，我在犹豫开学要不要带呢,犹豫 开学,Hesitant to start school
5b90910709636b0001993655,图4是什么牌子谢谢~啦,牌子 谢谢,Thank you
5fa818200000000001003300, 🍍. . 好好看每一个,好好看,looks great
628b66d6000000002102573a,安踏有哪些跑鞋适合跑长跑和短跑？,跑鞋 长跑,Long -distance running shoe
60eadd25000000000101d0fc,老师，身高162，体重52，跑八百，跳远，一般八百跑四分左右，预算三百以内，有没有适合的中考体考跑鞋,老师 体重 中考 跑鞋,Teacher's weight on the entrance examination shoes
6314da0e000000001200cb85,老师，我平时会有氧慢跑，五公里左右，学校也会举行运动会，我会参加800米，速度3分钟左右，价位想400左右的有什么推荐,老师 学校 运动会 我会 速度 价位,Teacher School Games I will be speed and price
57af617250c4b44041a0da33,老师，成人，160高120斤，低足弓，跳绳和快走，麻烦推荐一下鞋。  我看了乔丹幻影，361赤焰4，索康尼向导，这三个适合吗？有别的推荐吗,老师 成人 足弓 跳绳 麻烦 乔丹 幻影 赤焰 索康尼,Teacher adult arch jump rope Trouble Jordan Phantom Red Flame Sononi
5d2abaad0000000012027a75,老师，初中体育课穿哪个合适，李宁7和特步360,老师 体育课 合适 李宁,Teacher physical education class is suitable for Li Ning
5e72000c00000000010041d2,大哥看看我平时走路走几万步，穿什么鞋比较好？,大哥 走路,Brother walking
609fb5a80000000001001cc5,男大175  60一公里三分半，五公里22，10公里49，经常跑步，请问我应该买什么鞋子好点?看半天了也不知道买啥最好400以内,跑步 鞋子,Running shoes
5d2ef64800000000160247c8,很纠结强风和李宁7，特步260跑1000跟100，初跑者不懂怎么选，也想选日常可以穿的，给个推荐,强风 李宁,Strong Feng Li Ning
5d08a3db00000000100278d7,  这博主🐷叶内容也太赞了,博主 内容,Blogger content
622f3e31000000001000c38e,真好看 我决定买双莆田的,莆田,Putian
5fd731d5000000000100bf6e,这个夏天穿热，而且官网折扣的时候买也才500左右,官网,Official website
59fb30324eacab0d53adccd9,在哪买便宜阿，假的也行,便宜,Cheap
5f8da1510000000001007e47,找代购买了 感觉没有增高效果,感觉 效果,Feel effect
5c49588b000000001100088d,商家回复：您好，商品不支持验货，毒/得物等平台验货只是一种营销手段，并非品牌专业人士，且通过图片无法准确验货，验货的准确性是无法保证的。,商家 商品 得物 平台 手段 品牌 专业人士 图片 准确 准确性,"Merchant goods, the object platform, the brand professionals, the accuracy and accuracy of the picture"
5e856b44000000000100bc0d,“因为平台鉴定有概率，所以不支持第三方平台，本店均为正品代购，有代购小票，请放心购买”真还是假呀,平台 概率 平台 本店 正品 小票,Platform Probability Platform Shop's genuine small ticket
62e4db33000000001f0062fe,哥，黑白生胶可以入了吗？,生胶,Raw rubber
604b6ce5000000000100468f,在淘宝买鞋比得物便宜啊,淘宝 买鞋 便宜,Taobao buying shoes is cheap
5f119f830000000001000df3,厉害,厉害,sharp
5f119f830000000001000df3,不给退，我打12315热线了，店员说：你想通过舆论来改变这个事实不可能,热线 店员 舆论 事实,Hotline clerk public opinion facts
62ea105d000000001e01ccc9,买赤兔7就完事了，我就在李宁上班,赤兔 李宁,Red Rabbit Li Ning
5f736588000000000101c71f,李宁还能奔八百了 还不如买,李宁,Li Ning
6587a0b6000000001b0336f6,本人比较懂鞋，给作者推荐几双中考体测的好鞋：李宁飞电3，赤兔6/7，安踏马赫2/3，系列（除了赤兔都有碳板，没有专门训练过田径跑姿和发力的不建议买，也不建议除了跑步以外的运动穿）,作者 中考 好鞋 李宁 飞电 赤兔 马赫 赤兔 田径 发力 建议 建议 跑步,"The author ’s middle school entrance examination shoe Li Ningfei, red rabbit Mach, red rabbit track and field forces, suggestions, recommend running"
611a416200000000010048a8,我买的这双，有没有好人帮我看下这双怎么样，求求,好人,Good person
5cf9d895000000001000b3f5,这双鞋2000多，李宁真的飘了！我儿子买了一双粉色的飞电4，也是799元。我说有这钱还不如买耐克，我穿了近20年耐克，价格并没有涨的离谱而且售后非常好，去年爬泰山鞋子网面不知道在哪划破了一道口子，回来又去专柜买新鞋，顺便聊了一嘴脚上鞋子破了的事，结果店员拿去给店长看了一下，说这属于质量问题当场就给我全额退款了。直接把我整不会了，毕竟我都穿了快两月了～,双鞋 李宁 儿子 粉色 飞电 耐克 耐克 价格 离谱 售后 泰山 鞋子 网面 口子 专柜 新鞋 顺便 鞋子 店员 店长 质量 全额,Double shoes Li Ning's son Pink Flying Electric Nike Nike price is outrageous after -sales Taishan shoes mesh mouthpiece counters new shoes.
5f5b710b000000000101d033,我都是安踏跑鞋随便买的，感觉还不错，很轻便,跑鞋 感觉 不错 轻便,Run shoes feel good and lightweight
63286cf4000000002303a1ac,刚买了三双安踏跑鞋，最贵的也就四百多,跑鞋 最贵,Run shoes are the most expensive
594f6a8d82ec3974810f8c99,答应小伙伴们的徒步鞋推荐来了👟¥参考放在评论区了 正文不让放呜呜​3👟斯凯奇 （400左右）4👟萨洛蒙  4  （1左右）5👟萨洛蒙  3（900多）6👟越野跑鞋（1左右）7 👟 （1左右）👟白色北面（900左右）,小伙伴 评论 正文 萨洛蒙 萨洛蒙 越野跑 白色,Little partner commented that the text of the text Salmon Sarumon runs white
5fa7acbb0000000001008b7d,萨洛蒙真的不适合登山,萨洛蒙 登山,Salo Mongolia Mountaineering
5886a92450c4b41f155cc689,姐妹图3、4的裤子可以分享一下吗，还有图6的防晒衣，谢谢,姐妹 裤子 谢谢,"Sister pants, thank you"
5d0dba22000000001003ffd6,萨洛蒙真的又好看又轻便，走三四个小时也不累，但是！不防滑！有点青苔就感觉到有点打滑了。,萨洛蒙 轻便 小时 青苔 感觉,Salmon light hours moss feel
589600f56a6a6975b95289d0,⬆️ 审美积累 品位提升✅ 关注我 一起变酷🤠,品位,grade
5eedfed50000000001006621,有没有下山脚趾头不痛的,下山 脚趾头 不痛,The toes down the mountain are not painful
63516765000000001901d1a7,32年土生土长的运动鞋服国货老品牌了…好想拥有姓名啊,土生土长 运动鞋 国货 品牌 姓名,Names of Tu Sheng Sports Shoes brand name
5b408b22e8ac2b702d86e6dc,女的也要上山下乡，就没有深色耐脏的鞋吗？每次都想买男鞋，可惜男鞋没有码,上山下乡 深色 耐脏 男鞋 男鞋,"Go to the mountains and go to the countryside, dark dirt -resistant men's shoes and men's shoes"
559ca54e67bc651ca1135b11,姐妹们哪个鞋子最防滑,姐妹 鞋子,Sisters shoes
5a3c9cb1e8ac2b5577b8025d,很舒服，99到手,舒服,Comfortable
6355deaa000000001802048b,把李宁大佐叉出去，抵制日货,李宁 大佐 日货,Li Ning Dasuo Restaurant
55e0a1265894466107bcde21,博主你好，每次爬完山脚底板疼得很，有一点点扁平足的，有没有推荐哪款,博主 脚底板,Blogger feet
61d6ef9d00000000210263f0,比我在官网买的还便宜,官网 便宜,The official website is cheap
60d80b020000000020024c1a,同款，真的巨舒服，绝了绝了真的超级软,同款 舒服,The same model is comfortable
5e58f2390000000001001eef,别说我没出息了，我喜欢迪卡侬,迪卡侬,Decathlon
5f5e047400000000010044a9,安踏，斐乐,斐乐,Faile
6087fa990000000001004d43,安踏，耐克，萨洛蒙,耐克 萨洛蒙,Nike Salmon
5a3e4b234eacab7092d91014,是不是这个啊啊啊啊,啊啊啊,Ah ah ah ah
648e642c000000002a03626e,鞋子刚刚来～大家可以去各自地盘的门店蹲蹲呀！青岛海信广场女生码已经没啦,鞋子 地盘 门店 青岛 海信 广场 女生,Shoes Store Store Qingdao Hisense Plaza girls
5c15cf00000000000500936c,和的一款好像 打了个钩子,打了个 钩子,Hook
60bdc653000000000101ce17,图案是两个并排不太规则方块的跑步鞋有谁知道啥品牌吗,图案 规则 方块 跑步 品牌,Pattern rules block running brand
5b1343dce8ac2b21cf62f7d2,好看，爬长城全靠它,长城,Great Wall
5ead15600000000001007494,不是吧，姐妹们，不会只有我觉得这双鞋的鞋底滑吧，遇到瓷砖地分分钟摔个大屁墩啊,姐妹 双鞋 鞋底 瓷砖 地分 屁墩,Sister double shoes soles of tiles are divided into fart
6231522100000000210274df,鞋子侧标是这样的是哪个牌子呀？画的可能不太形象...,鞋子 侧标 牌子 形象,Shoes side standard brand image
5a11e6994eacab7db5a6c434,哈哈哈刷到这帖之后买的，好看好看，谢谢姐妹,谢谢 姐妹,Thank you sister
5e672b440000000001005028,今天刚到 感觉底部好硬,感觉,Feel
5a705e8ee8ac2b607c81a76f,新疆棉的事大家都忘记了吗？,新疆棉,Xinjiang cotton
6513e75500000000230265f5,磨脚吗?看了有些评论说磨脚，有点犹豫,评论 犹豫,Comment
64bd29e90000000014039d14,测评已出姐妹们康康新发的笔记！,姐妹 康康 笔记,Sister Kangkang Note
5e4d478a0000000001004755,穿去爬泰山回来了！全程不磨脚，追求性价比的姐妹可以冲！,泰山 全程 性价比 姐妹,Taishan is cost -effective for the whole process
6049707e00000000010046fb,斯凯奇那双实体店买的掉色,实体店,Physical store
5df1e6c700000000010013fb,这个鞋子真的很好穿啊啊啊啊啊啊啊啊啊啊！很舒服而且不会臭脚 下雨天还可以当雨鞋！,鞋子 啊啊啊 啊啊啊 啊啊啊 舒服 臭脚 下雨天 雨鞋,鞋子 啊啊啊 啊啊啊 啊啊啊 舒服 臭脚 下雨天 雨鞋
5b64159ff7e8b972671b9030,去年在画室集训就一直穿厨师鞋。好穿方便但是！！！！夏天会臭！！！！！！,画室 集训 厨师,Studio training chef
5f8d80a30000000001005ad9,图二的裤子有咩？,裤子,Pants
5a72a0344eacab6169318603,图四 的第二张 全身衣服是哪家？ 想要,全身 衣服,Whole body clothes
5956394f5e87e74534164f7b,想要裤子链接,裤子 链接,Pants link
627f63d00000000021027fb4,买过的姐妹们 穿着感觉硬不硬呀 脚会累嘛,姐妹 感觉 脚会,Sisters feel feet
5a1fc47211be107b9dedbb2f,专柜699 咋能八百多啊……有时候实体店真的会比网上便宜,专柜 实体店 便宜,Counter physical store is cheap
5dfb0a4b000000000100bda8,"7 6月23日前可加入群聊""环球粉丝群2"" :/#🐮😂🥭🍒😜🍊🐷🍠🍉🌭🧁🥟",环球 粉丝,Global fan
62c6f55d000000000e00d1a7,迷途，假的离谱，可以去看店铺评论都是说假的离谱还脱胶,离谱 店铺 评论 离谱 脱胶,Dietelle shop comment outrageous dehydration
5cf7cb57000000001600a9e5,没买，期待发货,发货,Ship
5a8d72584eacab0db531fb18,我为啥没有一双运动鞋因为我感觉这些都 好 丑 ,运动鞋 感觉,Sports shoes feel
5bdc574bf60ac60001f143e2,图7的上衣什么牌子,上衣 牌子,Jacket
5cb1d06a000000001703cbd9,正常盒子上不会黑笔写字，买了几十万耐克鞋了，没见过盒子上鞋子的。要么就是别人退货回去快递员写的。退货人姓田。然后退回去给你买了。产地在背面合格证上。国内鞋子只要是国产的，大多数都是福建产的，和正品假货无关。,盒子 黑笔 写字 耐克鞋 盒子 鞋子 员写 人姓 产地 合格证 鞋子 国产 福建 正品 假货,Box Black Pen writing Nike Shoes Box Shoe Write Written Surname Surname Samel Law Shoes Domestic Fujian Genuine Fake
5ae570274eacab15d2386797,我买了来评价！鞋子真的挺好看的，后跟有点长但不影响的，不会显脚大的。鞋子也蛮舒服的，鞋底蛮软，不硬的啊。上班赶地铁我都穿啊。没有不舒服啊。,评价 鞋子 鞋子 舒服 鞋底 蛮软 不硬 地铁 舒服,"Evaluate shoes Shoes comfortable Shoes sole, soft, not hard subway and comfortable"
5c545229000000001800d07b,橙子的小店是不是真的,橙子 小店,Orange shop
5e96bb22000000000100a5db,已买，穿起来挺好看的，就是鞋子挺硬的味道削微有点大,鞋子 挺硬 味道,The shoes are very hard
632cf7a6000000002303cd08,是真的很软，再说它硬的把头打歪,很软,Very soft
5d05e23b000000001200e935,100的鞋子还真没莆田货,鞋子 莆田,Shoes Putian
5a014aa611be10331d53c8ae,货号：2,货号,Goods number
60a13a0a0000000001007b9c,总结大家的看法1.亚瑟士比穿的舒服，普遍鞋底硬2.亚瑟士8不适合在有水的地方走，会很滑3属于窄版细长，上脚报看，也报穿4.的鞋头网面容易破5.亚瑟士-4上脚很舒服，跑步几公里没问题现在我在1 4之间徘徊了,舒服 鞋底 地方 很滑 细长 脚报 鞋头 网面 舒服 跑步,Comfortable soles of the soles of the shoe is very slippery and slender feet.
5f30fc0d000000000100be29,捂脚吗？我手脚自发热，超级怕热,手脚 怕热,Hand and feet are afraid of heat
5ab5080e11be1024e4325270,嘎嘎好穿且可爱！鞋底软软的暴走都不累！,鞋底 软软,Soft sole
5aaf9f4fe8ac2b2f702ec520,小野这家店！我的拖鞋穿三天底坏了！让我删差评！赔偿50元！不给退货！删评了之后把我拉黑了！没赔偿给我这家店趁早倒闭,小野 拖鞋,Onae slippers
5b5ad9fe11be1059c7e71e94,有款灰色的真的好看,有款 灰色,There is a gray
5a8163a711be105a37dbd91e,莆田人委屈，我们这有假鞋是因为鞋业制造业太发达了，大厂代工都在我们这做的，不是从我们这发出去的就是假的，我们也在努力抓了，他们假鞋交易现在只能半夜在草丛里交易了,莆田人 有假 鞋业 制造业 大厂 代工 努力 假鞋 交易 交易,Putian people have fake shoe shoe manufacturing manufacturers' OEMs worked hard for fake shoe trading transactions
61e104520000000021023a85,已买，准备爬泰山，不好穿回来喷,泰山,Mount Tai
6399837c0000000027037584,真的很轻，穿上真的很不一样，也挺舒适的嘻嘻哈哈鞋底也挺软滴（（不是托））,舒适 鞋底,Comfortable shoe sole
61a06048000000001000b7fa,20多的劳保鞋 穿很久了,劳保鞋,Laborer
5bb35f6fb71c98000196ab78,所以是哪一家的 都没看到链接,链接,Link
5d1102840000000016039d78,我找到啦，是乒乓球鞋,找到啦 乒乓球,Find a table table tennis
5ac5efff11be100f43c4df07,我也买啦，真的好软，这个颜色，我好喜欢，奶奶的那种,颜色 奶奶,Colorful grandma
5f02e1190000000001005bc6,看着对话都觉得累  挺简单的事情。今年耐克的代工厂都在东南亚，还巴不得莆田产的呢，莆田质量出了名的好,对话 简单 事情 耐克 代工厂 东南亚 莆田 产的 莆田 质量,"Dialogue Simple things, Putian Quality made by Putian, Putian, Southeast Asia"
