,word,聚类结果
1877,科研 能力 本科生 想要 应试 只是 为了 一个 未来 研究生,1
1878,本科 不足 不是 一定 别人 每个 考研 经历 复试 可能 连线 没过 阴谋论 行家 洛袂开 看不懂 毕竟 微博 酸鸡 一堆 不好 问题 是因为 背景 承认 自己 没有 优秀 那么 难锦 确实 通过 面试 逆袭,1
1879,Precious,1
1880,面试 需分 合格 需要 打分 因为 橡皮筋 说到底 还是 诚信 缺少 导致 信任,1
1881,两个 说实话 山东 规矩 重多 地方 名字 可能 父亲 儿子,1
1882,评论 搞不懂,1
1883,看见 看到 别人 优秀 眼睛 不够,1
1884,直接 心酸 将近 明白 为什么 按照 百分制 推算 初试 成绩 那样 差距 缩小 很多 考分 多难,1
1885,如果 同学 看到 的话 希望 心态 保持 前程似锦 顺便 可以 法律 武器 对付 造谣 喷子,1
1886,很多 复试 初试 分数 录取 发表 两点 第一 以及 名校 特别 看重 表现 热门 专业 多分 如果 一定 的话 还要 干嘛 直接 按照 第二 SCI 是因为 科研 做得好 不是 因为 英语 质疑 这个 肯定 听说 润色,1
1887,你们 要是 声明 相信 别考 协和,1
1888,面试 成绩 差异 明显,1
1889,提出 合理 质疑 网友 嘴里 造谣,1
1890,那个 不能 呵信 事先 算过 实在 这个 压太低 逆袭,1
1891,停止 优秀 人才 脏水,1
1892,淡定 社会 常态 而已,1
1893,调查 如果 学校 父亲 儿子 捂脸 中纪委 相信 不是 保留意见 祈祷,1
1894,面试 环节 可操作性 很强 好不好 相差 这么 实在,1
1895,自己 厉害 调查,1
1896,就是 考试 差一点 但是 实力 允许,1
1897,两位 大佬 今年 结果 学业有成 前程似锦,1
1898,笔试 面试 仔细 初试 成绩 统考 领先 复试 部分 仍然 多出 直接 不及格 百分制 通常 大于 小于 的话 面试官 应该 给出 书面 理由 知道 协和医院 什么 规定,1
1899,差距 那么 初试 成绩 看似 近分 折算 分制 计算 的话 加上 复试 阶段 面试 反超 最后 微弱 优势 惜败 正常,1
1900,为什么 大家 因为 遇到 走后门,1
1901,好无语 有些 怎么 承认 别人 优秀 那么 宗主,1
1902,如果 初试 成绩 决定 录取 复试 意义,1
1903,Aphrodite,1
1904,想起 之前 一个 考研 只会 应试 笔试 成绩 面试 表现 不佳 如果 这种 的话 最后 稀奇,1
1905,喜欢 紫薯,1
1906,逆袭 不是 正常 挤掉 大有人在,1
1907,今年 夏天 有点,1
1908,希望 陈鑫 同学 不要 受到 这场 居心叵测 心理 阴暗 引起 网暴 影响 恭喜 上岸,0
1909,求得 马得 分数 逆袭 好多,1
1910,面试 重要 导师 选人 进去 就要 帮忙 项目 有些 考试 一定 合适 没指 任何人,1
1911,一些 网友 自己 多少 别人,1
1912,复试 笔试 面试 成绩 那么,1
1913,逆袭 就是 承认 人家 后来者居上 逆风 翻盘 这么 难嘛 造成 这件 如此 公开处理 键盘 收手,1
1914,转一转 辟谣,1
1915,英语 考研 小气 赞甘 她们 所以 低发 五篇 sci 正常 可是 垃圾 知道 之前 几乎 背过 单词 高考 四五 十分 四级 没过 真不知道 那些,1
1916,SCI 考生 初试 科研 发过 背景 分低 英语 不好 调查 出来 应试 机器 有些 目标 专业 在手 分数 逆袭 正常 各科 拉满录 进来 不过 不能 证明 同学 只会 考试 没有 能力 高分 还有 不成,1
1917,学生 分数 考研 主要 研究 能力 学术 背景 不是 对于 笔试 录取 有志于 科研 导师 最大 公平,1
1918,这个 逆袭 确实 可能 存在 但是 事件 奇怪 明是 只有 两个 过线 相差 十分 中间 一个 没有,1
1919,别人 不到 自己 就是 优秀 书本知识 掌握 扎实 过硬 操作能力 不然 一切都是 空想 通过 这样 方式 逆袭 大有人在 己所不欲 勿施于人 代表 做到 事情 考试 为了 筛选 全能型 人才 适用 一个 阶段 承认,1
1920,XZ 麻友,1
1921,优秀 发表 三篇 SCI 真的 时间 真正 全部 利用 厉害,1
1922,面试 成绩 看到 视频 什么样 表现 相差 这么,1
1923,笔试 折合 成分 面试 比例,1
1924,人家 学校 问题 我们 这些 网友 什么 关系 伤害 一个 容易 管好 自己,1
1925,造谣 那个 不会,1
1926,有些 就是 承认 别人 优秀,1
1927,造谣 应该 第二名 菠萝 岛民 什么 时候 道歉,1
1928,成绩 承认 真心 付出 质疑 造谣 真的 别人 可以 就要 不该 这样 对待 开始 只是 最后 走后门 灰色 交易 家庭 背景 不能 努力 一点 积极 声音 优秀 发表 Sci 即使 英语 不太好 情况 凭借 实力 逆风 翻盘 很难 初试,1
1929,属于 双向选择,1
1930,教育 改革 就是 改变 单纯 分数 论人 评价 体系 如今 衡量 综合 素质 录取 怎么 开始 质疑 黑幕,1
1931,这些 评论 过头,1
1932,真的 强烈建议 一人 一号 实名 注册 不可 多号 申请 具体 落实 个人 网络 一片 清朗 空间,1
1933,复试 初试 出来 关键 既然 能拉分 可以 拉分,1
1934,面试 翻盘 大有人在 典型 心理 平衡,1
1935,走后门 新鲜,1
1936,证明 确实 没有 大学,1
1937,经过 类似 考试 体会,1
1938,凡事 可能,1
1939,面试 二十分 小气 赞甘 所以 那个 好意思 没有 黑幕 知道 学校 狡辩 什么 一般 初试 分高 复试 觉得 人家 不行,1
1940,评论 有些 人心 什么,1
1941,同学 首先 恭喜 上岸 同时 另外 一个 不要 灰心 调剂 马上 开通,0
1942,面试 有些 确实 笔试 优秀 很多 善于 交流 书呆子 存在 萝卜 招聘 刷人 正常 方面 比拼,1
1943,造谣 以及 随口 附和 是不是 应该 追究 相应 责任,1
1944,人家 低分 逆袭 翻盘 有些,1
1945,紧张,1
1946,你们 十分 初试 别人 被否 气不气 不了 人家 什么 存在,1
1947,面试 之间 专业 考研 复试 折算 分抵 笔试 实验室 同门 大哥 初试 可能 一百多 倒数 最后 成绩 第二 每年 清华 软科 遭逆袭 学术 方面 差距 有时候 两个 不同,1
1948,造谣 罢了 博人 眼球 不要 成本,1
1949,怎么 还有 这么 多人 那个 雪峰 的话 来刷 真的 无脑,1
1950,面试 老师,1
1951,成绩 差分 复试 笔试 两个 面试 辱骂 老师,1
1952,复试 成绩 竞争 真的 残忍,1
1953,身份证 号码,1
1954,所以 人家 不能 努力 入选,1
1955,一个 科研 综合 能力 医学生 容易 心动 ofer 明白 sci 多难 作为 今年 参加 考研 考生 来看 初试 成绩 固然 重要 努力 运气 并存 复试 真正 展现 素质 平台 学硕 以及 医学专业 需要 同学 好样 未来 希望 能够 医学 事业 作出 贡献,1
1956,只能 说分 同学 倒霉 老师 喜欢 一种 就是 淘汰 不然 面试 分数 不会 那么 最后 不到,1
1957,微博 高潮 一通 因为 男宝 第二名 所有 女生 公平 上岸 机会 男人 该死 恶意中伤 父母 务农 寒门 子弟 就是 当代 中国 独立 女性 水准,1
1958,嫉妒 面目全非 造谣 应该 道歉,1
1959,可笑 初试 复试 笔试 学霸 面试 成绩 居然 只有 不及格 是不是 压分 压得 离谱,1
1960,逆袭 上升 三四名 加油,1
1961,这位 同学 安排 心理 疏导 喷惨,1
1962,别人 优秀 代表 什么 重要 一点 嫉妒 很多 羡慕 想开 就是 一个 考试 活得 没有 心理健康 就算 协和 未来 一定 最好 自己,1
1963,实在话 进入 复试 厉害 面试 确定 因素 不能 想象 质疑,1
1964,说真的 要是 本科 发分 SCI 觉得 大发 真的 厉害,1
1965,复试 双方 选择 优秀 一定 最合适,1
1966,回应 这个 响当 直面 问题 重要 恭喜 逆袭 上岸 同学 所有 考生 加油,0
1967,面试 实属 罕见,1
1968,详细 评论 你们 争来争 什么 意义,1
1969,王许,1
1970,关于 一个,1
1971,评论 可以 闭嘴 承认 别人 没有 这么,1
1972,面试 之间 专业 考研 复试 折算 分抵 笔试 实验室 同门 大哥 初试 可能 一百多 倒数 最后 成绩 第二 每年 清华 软科 遭逆袭 学术 方面 有时候 两个 不同,1
1973,太牛 哥们 实验室 四年 坚持下去 逆转 卧槽,1
1974,知道 复试 比重,1
1975,建议 父母,1
1976,Daylightafterglow,1
1977,如果 自己 这位 同学 那些 造谣 早就 范进中 就是 不得 别人 罢了,1
1978,研究生 一种 玄学,1
1979,所以 真的 不要 轻易 刷掉 初试 第一名 考生 容易 问题,1
1980,两个 学生 从头到尾 无妄之灾 好事 揪出来 放大 这件 是从 普通本科 努力 出来 优秀 放过 他们,1
1981,学生 专业知识 英语 不如 真的 公平,1
1982,确实 两个 考生 面试 分数 悬殊 挺大,1
1983,每年 逆袭 什么 稀奇 自己 没有 录取 怀疑 作假,1
1984,人家 什么 以前 网友 微博 本科学历 不足 怀疑 态度 今天 看到 网暴 复试 逆袭 那个 同学 相信 英语 考都发 不了 sci 父亲 教授 过分 扒出 私人 信息 放在 网上 真是 痔疮 人开,1
1985,,1
1986,细品 其实 英语 成绩 猜出来 不是 什么 处长 之子 而且 本科 能发 sci 已经 复试 本来 存在 逆袭 可能 尤其 医学类,1
1987,冬亚 出来,1
1988,恭喜 停止 攻击 努力,0
1989,视频 北京 协和 医学院 研招处 声明 造谣 录取 同学 无妄之灾 还有 复试 公布 无语 题目 不能 公开 还给,1
1990,当时 考研 第二 报考 老师 所有人 第一 白搭 不是 调剂 考试 只是 一方面,1
1991,说实话 除了 高考 相对 公平 其他 考试,1
1992,母语 无语 现在 还有 人不信 那个 好像 自己 逆袭 一样,1
1993,承认 别人 优秀 真的 很难,1
1994,东方 洛丽塔,1
1995,带入 造谣 什么 时候 道歉 明逆袭 上岸 一件 多么 开心,1
1996,懂得,1
1997,luAlu,1
1998,键盘 以后 配酸 别人,1
1999,SCI 学术 研究生 如果 这个 同学 真的 发了 而且 针对 本科 期间 相关 经历 能够 讲得头 逆袭 其实 不是 一件 很难 理解 事情 不然 干嘛 只是 考试 重要,1
2000,造谣 这种 程度 同学 是不是 可以 报警,1
2001,逆袭 相信 别人 能逆袭,1
2002,广大 键盘 真是 最后 还是 北京 协和 医学院 亲自 辟谣 那些 造谣 只不过 屁股,1
2003,停止 参加考试 网暴 造谣 可恶,1
2004,面试 研究生 可以 当做 半场 工作 哪个 面试官 不会 学历 成绩 创造 价值 真本事,1
2005,觉得 一定 各种 学校 其实 大家 考研 有个 错误 印象 就是 分高 选上 双向选择 同学 一到 考试 生病 每次 不好 技术 仙剑 奇侠传 游戏 结局 大一 发表 论文 很多 软件 实验室 老师 国家 以后 别的,1
2006,面试 质疑 初试 考生 怪来怪去 考研 不是 高考 除了 笔试 还有 复试 所以 两者 重要 录取 为啥 那一波 是不是 那位 掉以轻心,1
2007,长得帅 说话 祖坟 冒烟,1
2008,这个 有点 问题 初试 那么 复试 面试 成绩 人为因素 比较,1
2009,实现 逆袭 非常 可能,1
2010,面试 本来 很多 主观因素 导师 考生 存在 所以 官方 两边,1
2011,考研 了解 多少 它们 甚至 没有 一点 网络 传播 情况 应该 轻易 发言,1
2012,面试 有时 笔试 重要,1
2013,哎张 雪峰 已经 提醒 一个 专业 吧唧,1
2014,真的 公示 他们 解释 一切 质疑 大家 一眼 出来 问题 学校 看不出来 就是 哪怕 不是 变成,1
2015,面试 这是 发挥 不好 分低 这么,1
2016,好困,1
2017,网暴 学生 真的 过分 了解 事情 全过程 闭上 你们 嘴行,1
2018,冰糖葫芦 炒栗子,1
2019,学校 这种 情况 应该 预先 注意 慎重 决定,1
2020,面试 差距 明显 可以 这么 多分,1
2021,相信 招生 存在 不正之风 所以 面试 录像 发出 来看 纯属 好奇,1
2022,这个 社会 真的 越来越 自己 不到 别人 不配 做到 偏见 源于 无知 一点 没错,1
2023,人家 导师 喜欢 那个 普遍现象 以为 绝对 公平,1
2024,成绩 考生 复试 笔试 面试 那么,1
2025,不服 不行,1
2026,确实 人家 综合 能力 更好 尤其 科研 方面,1
2027,复试 初试 逆袭 比较 真的 其实 就是 当年 压线 最后 倒数 名次 录取 我们 那届 知道 因为 完全 没有 背景 本来 考完 工作,1
2028,这才 声明 清楚,1
2029,承认 别人 那么,1
2030,面试 重要 考试 只是 敲门砖 用人单位 正常,1
2031,就是 逆袭 这件 少数 如果 多数 zen 没算逆袭 长处 弥补 短处,1
2032,评判 量化 细节 不要 网友,1
2033,腼腆 窝瓜,1
2034,自己 信笑,1
2035,复试 初试 什么 结果 直接 所以 必须 还要 录取 那个 劲干 考过研 知道 逆袭 非常 可能 之前 录取线 名次 跳上去 而且 我们 还是 比例,1
2036,喷子,1
2037,造谣 是不是 人家 复试 这么 厉害,1
2038,两位 大家 可以 了解 一下 协和 多难,1
2039,关系 造谣 大多 发表 英语水平 喜欢 看不惯 声明 已出 道歉 再者 SCI 借助 翻译 软件 不能 说明 再加之 英语考试 水平 论文 有何 互相 尊重,1
2040,复试 视频 出来 一看,1
2041,研究生 本科 sci 关键 医学 导师 想要 当牛马 使唤,1
2042,公开 透明 经得起 推敲,1
2043,为什么 这么 清楚 还是 有人 质疑,1
2044,如果 可以 的话 争取 名额 两个,1
2045,面试 分数,1
2046,承认 别人 优秀 怎么 这么,1
2047,作文,1
2048,就是 梦想 考研 学校 协和 湘雅 知道 今年 考上 祝福 希望 这个 逆袭,1
2049,优秀 现在 发泄 那些 sci 他们 复试 承认 别人 真是 越来越 反而 部分 好像 找到 抨击 借着 舆论 自己 不满 英语 不好 没法 发过 分逆袭 不可思议 参加 互联网 缺乏 理智,1
2050,承认 别人 优秀 很难,1
2051,能力 复试 专业 考过研 知道 初试 分数 真的 没有 想象 那么 重要性 只是 证明 进入 资格 真正 决定 最终 名次 还是 对于 报考 学科 逆袭 可能 说明 这个 学生 死记硬背 更强 薄弱,1
2052,的话 复试 逆袭 正常,1
2053,真的 超棒 超酷 恭喜 快乐 上岸,0
2054,英语 怎么 不是 反对 逆袭 人家 质疑 会逆袭 但凡 上个 会闹,1
2055,精准,1
2056,网络 造谣 成本 太低,1
2057,支持 北京 协和 医学院,1
2058,希望 考生 网络 影响,1
2059,医院,1
2060,面试 分逆袭 应该 公布 视频,1
2061,公布 两位 考生 面试 视频,1
2062,那位 面试 多分,1
2063,笔试 本来 就是 复试 一半 代表 录取,1
2064,两个 胖大海,1
2065,造谣 张嘴,1
2066,萝卜 招聘 成为 地方 规则 难怪 别人 不信,1
2067,面试 分能 这么,1
2068,能力 英语 sci 核心 看到 互联网 一通 四十多 能发 疑惑 这些 人读 过书 发过 学术 研究 不是 按照 网友 逻辑 英美 人手 十篇 轻松,1
2069,初试 复试 笔试 领先 就是 面试 分差 这么 这个 怎么 不通,1
2070,恭喜 陈鑫 上岸,0
2071,一次 真的 会笑 以为 仗义 执法 网友 不能 人家 道歉 为什么 这件 做文章 两名 考生 造成 伤害 他们 两个 未来 更好,1
2072,同学 恭喜 上岸,0
2073,恭喜 祝贺 上岸 更好 未来,0
2074,逆风 翻盘 恭喜 上岸 前程似锦,0
2075,海压 竹枝 低复举 风吹 三角 还明,1
2076,面试 质疑 没考 过试 但凡 涉及 笔试 考试 逆袭 一大 比如 教师 事业 公务员,1
2077,还是 综合 能力 纸上谈兵 不了,1
2078,初始 一半 复试 人家 的确 优秀,1
2079,初试 分低 复试 上岸 很多,1
2080,圆子,1
2081,人言可畏,1
2082,,1
2083,终于 出来 辟谣,1
2084,一土,1
2085,这些 看不得 别人 天整 社会 黑暗 言论 起来,1
2086,面试 视频 出来,1
2087,必须 坚决 打击 处理 造谣生事 否则 乌烟瘴气 后果 严重,1
2088,星上 仙女 本科 sci 不敢 想象,1
2089,没有 回答 关键问题 人家 英语水平 是否 sci 水平 SCI 第一 作者 是不是 本人,1
2090,,1
2091,面试 逆袭 英语 当年 第九 第三 觉得 正常 并且 还是 确实 垃圾,1
2092,互联网 毫无 逻辑 猜测 应当 承担 一定 责任 哪怕 封号 否则 感觉 舆论 社会 阴暗,1
2093,狠人 阿郦,1
2094,可以 质疑 网暴 前面 造谣 道歉 逆袭 代表 别人,1
2095,emo,1
2096,小熊 软糖,1
2097,广大 研友 真酸 规定 初试 分高 复试 不能 逆袭,1
2098,一坨 凋亡 小体 大口 吃饭 团哈,1
2099,社会 青睐 高分低能 儿洗 键盘 侠们,1
2100,评论 知道 到底,1
2101,符合规定 成绩 有效 一群,1
2102,两个 暗访 人家 学校 里面 一问 知道 问过,1
2103,看来 真的 面试 逆袭 账号 经验 考研 等不及,1
2104,英语 多分,1
2105,高震,1
2106,有人 辱骂 造谣 网暴 道歉,1
2107,处置 造谣 人家 道歉 已经 造成 较大 影响,1
2108,成绩 初试 面试 应该 检讨 自己,1
2109,值得 表扬 这个 同学 真的 厉害,1
