评论内容,fenci
房间干净，设施齐全，有独特风格，安静舒适，非常喜欢，老板热情，服务周到，行李寄存没问题,房间 干净 设施 独特 风格 舒适 喜欢 老板 热情 行李 寄存
很好，哈哈哈哈哈 住得满意，房间挺大的卫生也干净，还有地方可以寄存行李。,满意 房间 挺大 卫生 干净 地方 寄存 行李
地理位置方便，民宿很有自己的特色，房间干净！！,地理位置 民宿 特色 房间 干净
非常赞的体验地理位置很棒，就在潮宗街附近，可以直接走去五一广场，爱散步的话杜甫江阁之类的都可以走过去。服务特别棒，到了之后门口写了电话，打电话之后秒出现了一位大哥哈哈哈，大哥给我们把行李提上去了，然后老板娘也过来了，还给我们推荐了附近好吃好玩的，有什么小状况也可以找老板娘，基本秒回～最重要的是，贼漂亮贼干净的大房间还特别便宜，总之很推荐。如果后续旅居长沙的话应该会首先考虑。：房间的投影也很好用，每天晚上走累了到家就用大投影看综艺，真的很惬意～因为太舒服了，没拍照片，但是跟官方图长得一模一样，厕所还很大～,体验 地理位置 很棒 宗街 散步 电话 大哥 大哥 行李 提上去 老板娘 还给 推荐 好吃 好玩 状况 老板娘 漂亮 干净 房间 便宜 推荐 后续 旅居 房间 投影 好用 走累 了到 投影 综艺 惬意 舒服 拍照片 官方 厕所 很大
房间很干净整洁，面积也很大，和家里感觉很像。屋外屋内的摆设，能看出来房主很有心，很有审美。入住和离店都是自助式，第一次体验这种见不到房主的旅游住宿，感觉很棒，有需求的时候给房主打电话或者发微信，都反馈很及时，很贴心！位置也很好，楼下就是北正街，好多很潮的烤肉店，我和我妈去了鸟隐居酒屋，棒,房间 干净 整洁 面积 很大 感觉 摆设 房主 有心 入住 离店 体验 不到 房主 住宿 感觉 很棒 需求 房主 反馈 贴心 位置 正街 烤肉店 隐居 酒屋
房间大，很温馨，老板娘待客非常。,房间 老板娘 待客
来长沙看蔡依林演唱会、短暂的周末行。民宿小妹妹提前联系我酒店的位置，乘车路线。还有游玩线路和长沙本土好吃的馆子！很是周到！ 民宿位于小巷内，很好找，出民宿步行三分钟就是潮宗街、推开房门被惊艳到，我是很注重民宿的卫生、仔细检查过后，一定要赞扬一下，很干净，卫生间无异味、房间设施也很新，已推荐给我的朋友。,演唱会 短暂 民宿 提前 酒店 位置 乘车 路线 游玩 线路 本土 好吃 馆子 周到 民宿 位于 小巷 好找 民宿 步行 推开 房门 惊艳 注重 民宿 卫生 仔细检查 赞扬 干净 卫生间 异味 房间 设施 推荐 朋友
房间装修漂亮，出行方便，订了两间都很喜欢,房间 装修 漂亮 出行 喜欢
民宿老板超级，入住不仅帮忙拿行李上楼、退房的时候还帮忙我们把行李拿到楼下。最爱她家的那个小花园露台氛围感超足，跟朋友在露台聊天吃了两顿夜宵，以后有机会等天气凉爽的时候还要再来,民宿 老板 入住 帮忙 行李 退房 帮忙 行李 拿到 花园 露台 氛围 超足 朋友 露台 机会 天气 凉爽
房间很温馨 就像自己的家一样，由于楼上住客原因 老板很贴心的帮我们换了更好的房间   老板人真的很好  知道我不舒服还帮我免费延了退房时间我不是托 这家名宿值得推荐 主要地理位置也比较方便 地铁 潮宗街就在旁边,房间 住客 原因 老板 贴心 房间 老板 舒服 延了 退房 时间 名宿 值得 推荐 地理位置 地铁
交通位置：就在潮宗街，出门（真的就是出了房间门的对面）就有可拍照的咖啡店，走个几十米有茶颜，路口有威士忌吧，正餐小吃也有。如何到达？其实培元桥站下地铁近很多，走去五一广场还是略远，十七八九分钟。房间环境：一楼，出门就是巷子，但遮光隐秘性挺好；隔音方面，因为是巷子里面大部分时间是安静的。住的日风榻榻米，商家的房间图算是实拍了，比较真实，空间不算小，干净，细节比较到位的，设施相对较新，快，投影有。不过，打开门就是巷子，就是说这个房型的门是朝外沿街的，夜深回去还是要多观察有没有人尾随吧，其次这个密码锁里面没反锁，缺乏一点心理上的安全感。服务：住了三晚，每天打扫换新洗漱用品，还可以帮寄东西，其他交流不多，感觉不差。建议：配个加湿器可好？空调开也不是不开也不是，开一晚太干燥，不开长沙这30几度受的了？总体，综合这个价位4-5分没有太大问题。,交通 位置 宗街 出门 房间 对面 可拍照 咖啡店 正餐 小吃 到达 培元 桥站 地铁 房间 环境 一楼 出门 巷子 遮光 隐秘性 隔音 巷子 时间 日风 榻榻米 商家 房间 算是 实拍 空间 不算 干净 细节 到位 设施 投影 巷子 房型 回去 观察 有没有 尾随 密码锁 缺乏 心理 打扫 洗漱 用品 交流 感觉 建议 加湿器 空调 不开 干燥 总体 价位
真的非常非常非常非常好，老板很热情的提前帮忙打开了空调，环境也是更不用说了，干净，整洁，非常舒适。就是想找一个可以投屏看电影，这里就非常适合。虽然是临街，但是小箱子里很安静，下次还会选择这里,老板 热情 提前 帮忙 打开 空调 环境 干净 整洁 舒适 投屏 电影 选择
地理位置不错，出门就是商圈，房间布置温馨，淋浴头水足洗漱用品品质好、且量足，屋顶花园浪漫且实用，老板给提供的不踩坑攻略很给力！(只住了一天，同行人膝盖不好不能爬楼梯，否则就全程选择这里了）,地理位置 不错 出门 商圈 房间 布置 淋浴 头水 洗漱 用品 品质 屋顶花园 浪漫 实用 老板 提供 攻略 同行人 膝盖 爬楼梯 全程 选择
民宿老板态度很好，但房间有两个缺点一是在马路边隔音不好，二在两边墙上开了四个小窗没有窗帘的，因为嘈音太多迟迟睡不着、，又因为一大早就满房亮堂堂的被光线剌眼弄醒了，不知道为啥有五星好评,民宿 老板 态度 房间 缺点 隔音 小窗 窗帘 睡不着 光线 弄醒 好评
房间不管是设计还是卫生，什么都做的很不错，老板真的是随时联系的到。半夜了还能收到我的消息，性价比也超高，面积还蛮大的，空调也提前帮你开好了，入住后还会告诉你附近的游玩信息。还有好吃的地方。,房间 卫生 不错 老板 收到 消息 性价比 超高 面积 蛮大 空调 提前 开好 入住 告诉 游玩 信息 好吃 地方
潮宗古街的巷子里藏着的小民宿，住了三个晚上，还没退房就已经安利给我的朋友们了。前栋临街，阳台上秋千荡荡，非常惬意。后栋临巷，窗外是老房子的屋顶。管家小姐姐很热情，有求必应，服务很周到，非常感谢！,巷子 民宿 退房 朋友 阳台 荡荡 惬意 老房子 屋顶 管家 热情 周到
我预订的日式榻榻米风格的房间在后栋一楼，装修风格带点中日式结合，房间在小巷子里，密码门一打开，映入眼帘的就是干净整洁高级的房间，装修还很新，床垫睡着也很舒服。房间里面的布置和洗漱用品都是老板用心挑选的，还有小米投影和大大的浴缸，民宿位置在市中心还是临街，但晚上一点也不吵，很安静，老板的服务可以说是24小时在线，老板娘还推荐了各种美食和旅游路线，看的出来是在很用心的在经营了，这也是我在长沙住过最舒适最有特色也最干净的民宿了，强烈推荐所有来长沙玩的友友们可以预订下单,预订 日式 榻榻米 风格 房间 一楼 装修 风格 点中 日式 房间 密码 打开 干净 整洁 房间 装修 床垫 睡着 舒服 房间 布置 洗漱 用品 老板 用心 挑选 小米 投影 浴缸 民宿 位置 市中心 老板 小时 老板娘 推荐 美食 路线 用心 舒适 特色 干净 民宿 友友 预订 下单
房间很干净，很有自己的设计风格和主张！房主很热情，有问必答，给我们出行提供了许多良心建议！名宿，近喧嚣而曲径通幽，旧街区焕时尚新生，重点是地点很中心，去哪都很方便！一级棒！,房间 干净 风格 房主 热情 出行 提供 良心 建议 名宿 喧嚣 时尚 新生 重点 地点 中心
房间很干净 卫生间也特别干净 榻榻米地垫非常舒服 投影看电影也超爽 开始只预定了一天 到店后果断续住了 位置在潮宗街 有很多好逛的小店 非常不错推荐,房间 干净 卫生间 干净 榻榻米 地垫 舒服 投影 电影 超爽 预定 后果 断续 位置 宗街 小店 不错 推荐
房间很大很干净整洁，颜色搭配也很好看。住着挺舒服。离五一广场很近，走路几分钟就过去了，特别方便！老板人也不错，挺和善，有求必应！,房间 很大 干净 整洁 颜色 搭配 好看 走路 老板 不错
卫生：很干净； 地理位置：很好，就在潮宗街（很好逛），也很好找。 服务：实名表扬店主。提前联系帮忙拿行李；发旅游攻略；还送了欢迎水果…… 总之，很推荐,卫生 干净 地理位置 宗街 好找 实名 表扬 店主 提前 帮忙 行李 攻略 水果 推荐
房间很好，很宽敞，住的很舒服，小姐姐人也很热情。周边的好吃的好玩的，都有攻略，有不懂的去问也可以很快得到回复。住的确实很舒服，下次还会来的,房间 宽敞 舒服 热情 好吃 好玩 攻略 回复 确实 舒服
房东很热心，但是的确地址外卖员老找不到，比较弄堂里，每次都是我找外卖员，外卖员找我，这点多少有点不方便，其他还是可以的,房东 热心 地址 外卖 不到 弄堂 外卖 外卖
老板热情，环境安静舒适，位置不错，潮宗街商业街区，可步行到五一广场商圈，出门口可以直接从地下商业街直接走到地铁站口。,老板 热情 环境 舒适 位置 不错 商业街 步行 商圈 商业街 地铁站
房间好看又干净。位置也方便 民宿本身也是在潮宗街里面 离五一广场走路就可以到。这次长沙之行很满意。会推荐给朋友,房间 好看 干净 位置 民宿 宗街 走路 满意 推荐 朋友
房间很漂亮，就是行程太赶了，没有时间在房间多呆一下。老板很热情，酒店位置也很不错，去哪儿都不太远,房间 很漂亮 行程 时间 房间 老板 热情 酒店 位置 不错
房间干净整洁，洗手间干湿分离非常棒，电视已开，可以随便看好看的影片，期待下次再去长沙，已经把民宿推荐给朋友了！,房间 干净 整洁 洗手间 干湿 分离 电视 好看 影片 期待 民宿 推荐 朋友
哪一样都满意，位置闹中取静，乳胶枕睡的很舒服，卫生也不错，房东小姐姐给力提前给开好空调等我们来入住，退房又给予了方便,满意 位置 乳胶 舒服 卫生 不错 房东 提前 开好 空调 入住 退房 给予
超出预期了～房间很大很干净～地理位置也很方便～最重要的是房东很～是下次再去长沙会继续选择的民宿～,超出 房间 很大 干净 地理位置 房东 选择 民宿
房间设计风格十分特别，卫生十分干净。地理位置方便，去附近的商业步行街都距离不远，下次来长沙还会选择这家店,房间 风格 卫生 干净 地理位置 商业 步行街 距离 选择
